Feature,56570,57770,57771,57772
高度(mm),1658,1658,1654,1654
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,双电机,双电机
驱动方式,前置前驱,前置前驱,双电机四驱,双电机四驱
风阻系数(Cd),0.297,0.297,0.297,0.297
面部识别,●,●,●,●
隐藏电动门把手,-,-,-,-
陡坡缓降,-,-,-,-
限滑差速器/差速锁,-,-,-,-
长度(mm),4603,4603,4603,4603
长*宽*高(mm),4603*1900*1658,4603*1900*1658,4603*1900*1654,4603*1900*1654
钥匙类型,,,,
道路救援呼叫,●,●,●,●
道路交通标识识别,●,●,●,●
远程启动功能,,,,
远光灯光源,,,,
近光灯光源,,,,
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
辅助驾驶系统,,,,
辅助驾驶等级,,,,
轴距(mm),2775,2775,2775,2775
轮圈材质,,,,
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,●,-,●,●
车门数(个),5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●
车道偏离预警系统,●,●,●,●
车道保持辅助系统,●,●,●,●
车载空气净化器,●,●,●,●
车载智能系统,,,,
车载冰箱,-,-,-,-
车载CD/DVD,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,Ariya艾睿雅 2022款 两驱长续航顶配版,Ariya艾睿雅 2022款 两驱长续航版,Ariya艾睿雅 2022款 四驱高性能版,Ariya艾睿雅 2022款 四驱高性能顶配版
车前雾灯,,,,
车内香氛装置,-,-,-,-
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
超声波雷达数量,,,,
负离子发生器,-,-,-,-
语音识别控制系统,,,,
触摸式阅读灯,-,-,-,-
被动行人保护,-,-,-,-
行车电脑显示屏幕,,,,
行李厢12V电源接口,-,-,-,-
蓝牙/车载电话,●,●,●,●
自适应远近光,●,●,●,●
自动驻车,●,●,●,●
自动泊车入位,-,-,-,●
自动头灯,●,●,●,●
自动变道辅助,●,●,●,●
膝部气囊,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-
第二排座椅调节,-,-,-,-
第二排座椅电动调节,-,-,-,-
第二排座椅功能,,,,
空调温度控制方式,,,,
空气悬架,-,-,-,-
移动物体预警系统,●,-,●,●
离去角(°),20,20,20,20
百公里耗电量(kWh/100km),16,16,17.8,18.7
疲劳驾驶提示,●,●,●,●
电能当量燃料消耗量(L/100km),1.8,1.8,2,2.1
电磁感应悬架,-,-,-,-
电池预加热,●,●,●,●
电池能量密度(Wh/kg),155.8,155.8,154.73,154.73
电池能量(kWh),90,90,90,90
电池组质保,待查,待查,待查,待查
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,励磁/同步,励磁/同步,励磁/同步,励磁/同步
电机布局,前置,前置,前置+后置,前置+后置
电动机总扭矩(N·m),300,300,600,600
电动机总功率(kW),178,178,320,320
电动机总功率(Ps),242,242,435,435
电动机(Ps),242,242,435,435
电动扰流板,-,-,-,-
电动座椅记忆功能,,,,
电动吸合车门,-,-,-,-
电动后备厢位置记忆,●,-,●,●
电动后备厢,●,-,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
热泵空调,●,●,●,●
灯光特色功能,-,-,-,-
满载最小离地间隙(mm),141,141,140,140
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
毫米波雷达数量,,,,
最高车速(km/h),160,160,200,200
最小转弯半径(m),5.4,5.4,5.4,5.4
最大满载质量(kg),2535,2535,2685,2685
最大扭矩(N·m),300,300,600,600
最大功率(kW),178,178,320,320
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,●,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,待查,待查,待查,待查
整备质量(kg),2116,2106,2245,2269
整体主动转向系统,-,-,-,-
接近角(°),17,17,17,17
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,
手机无线充电功能,,,,
手机互联/映射,-,-,-,-
手机APP远程控制,,,,
手势控制,-,-,-,-
慢充时间(小时)_y,14,14,14,14
慢充时间(小时)_x,14,14,14,14
感应雨刷功能,,,,
感应后备厢,-,-,-,●
快充电量百分比,80,80,80,80
快充电量(%),80,80,80,80
快充时间(小时)_y,0.67,0.67,0.67,0.67
