Feature,1000443,1000444,1001239,1001240
高度(mm),1870,1870,1870,1870
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱
防紫外线玻璃,-,-,-,-
长度(mm),3741,3741,3741,3741
长*宽*高(mm),3741×1475×1870,3741×1475×1870,3741×1475×1870,3741×1475×1870
铝合金轮圈,-,-,-,-
配气机构,未知,未知,未知,未知
遮阳板化妆镜,-,-,-,-
遥控钥匙,-,-,-,-
远光灯,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素
轴距(mm),2450,2450,2450,2450
车顶行李架,-,-,-,-
车门数(个),5,5,5,5
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车窗防夹手功能,-,-,-,-
车型名称,佳宝V52 2011款 1.0L 实用型LJ465QE1,佳宝V52 2011款 1.0L 舒适型DA465QA,佳宝V52 2011款 1.0L 实用型DA465QA,佳宝V52 2011款 1.0L 舒适型LJ465QE1
车内中控锁,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-
行车电脑显示屏,-,-,-,-
行程(mm),-,-,-,-
腰部支撑调节,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,-
缸盖材料,未知,未知,未知,未知
缸径(mm),-,-,-,-
缸体材料,未知,未知,未知,未知
级别,微面,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-
第二排座椅移动,-,-,-,-
第三排座椅,3座,3座,3座,3座
空调控制方式,-,-,-,-
皮质方向盘,-,-,-,-
电动天窗,-,-,-,-
电动吸合门,-,-,-,-
电动后备厢,-,-,-,-
环保标准,国IV,国IV,国IV,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-
