Feature,27911
高度(mm),1373
驻车制动类型,手刹
驱动方式,前置四驱
长度(mm),4640
长*宽*高(mm),4640*1825*1373
配气机构,DOHC
进气形式,双涡轮增压
轴距(mm),2812
车门数(个),2
车身结构_y,硬顶跑车
车身结构_x,2门4座硬顶跑车
车型名称,ALPINA B4 2016款 B4 BITURBO Coupe
车体结构,承载式
行程(mm),-
行李厢容积(L),-
能源类型,汽油
缸盖材料,铝合金
缸径(mm),-
缸体材料,铝合金
级别,中型车
简称,8挡手自一体
环保标准,欧VI
燃油标号,95号
燃料形式,汽油
油箱容积(L),-
气缸数(个),6
气缸排列形式,L
每缸气门数(个),4
最高车速(km/h),303
最小离地间隙(mm),-
最大马力(Ps),409
最大扭矩转速(rpm),3000-4000
最大扭矩(N·m)_y,600
最大扭矩(N·m)_x,600
最大功率转速(rpm),5500-6250
最大功率(kW)_y,301
最大功率(kW)_x,301
整车质保,三年或10万公里
整备质量(kg),1780
排量(mL),2979
挡位个数,8
座位数(个),4
工信部综合油耗(L/100km),9.1
宽度(mm),1825
实测油耗(L/100km),-
实测100-0km/h制动(m),-
实测0-100km/h加速(s),-
官方0-100km/h加速(s),4
备胎规格,无
四驱形式,全时四驱
后轮距(mm),1578
后轮胎规格,245/35 R19
后悬架类型,五连杆独立悬架
后制动器类型,通风盘式
变速箱类型,手自一体变速箱(AT)
变速箱,8挡手自一体
发动机特有技术,-
发动机型号,N55R30A
发动机,3.0T 409马力 L6
压缩比,-
厂商指导价(元),109.80万
厂商,ALPINA
助力类型,电动助力
前轮距(mm),1578
前轮胎规格,245/35 R19
前悬架类型,双球节弹簧减振支柱前桥
前大灯雨雾模式,-
前制动器类型,通风盘式
供油方式,直喷
中央差速器结构,多片离合器
上市时间,2016.11
