Feature,56386,57166,60497,60498,60499,60500,60501,60502
高度(mm),1550,1550,1550,1550,1550,1550,1550,1550
驾驶辅助影像,,,,,,,,
驾驶模式切换,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱
首任车主质保政策,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程
面部识别,-,-,-,-,-,-,-,-
隐藏电动门把手,●,●,●,●,●,●,●,●
陡坡缓降,●,●,●,●,●,●,●,●
长度(mm),3402,3402,3402,3402,3402,3402,3402,3402
长*宽*高(mm),3402*1680*1550,3402*1680*1550,3402*1680*1550,3402*1680*1550,3402*1680*1550,3402*1680*1550,3402*1680*1550,3402*1680*1550
钥匙类型,,,,,,,,
道路救援呼叫,-,-,-,-,-,-,-,-
道路交通标识识别,●,-,-,-,●,-,-,●
透明底盘/540度影像,●,-,-,●,●,-,●,●
远程启动功能,,,,,,,,
远光灯光源,,,,,,,,
近光灯光源,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),2160,2160,2160,2160,2160,2160,2160,2160
轮圈材质,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车门数(个),3,3,3,3,3,3,3,3
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,-,-,-,●,-,-,●
车道保持辅助系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,
车机智能芯片,,-,-,,,-,,
车型名称,奇瑞无界Pro 2022款 408km 神兽版 三元锂,奇瑞无界Pro 2022款 408km 魔兽版 三元锂,奇瑞无界Pro 2022款 301km 魔兽版 磷酸铁锂,奇瑞无界Pro 2022款 301km 灵兽版 磷酸铁锂,奇瑞无界Pro 2022款 301km 神兽版 磷酸铁锂,奇瑞无界Pro 2022款 301km 魔兽版 三元锂,奇瑞无界Pro 2022款 301km 灵兽版 三元锂,奇瑞无界Pro 2022款 301km 神兽版 三元锂
车前雾灯,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-
车内环境氛围灯,,-,-,-,,-,-,
车内化妆镜,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,
负离子发生器,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●
自动变道辅助,●,-,-,-,●,-,-,●
能量回收系统,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-
离去角(°),35,35,35,35,35,35,35,35
百公里耗电量(kWh/100km),9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
疲劳驾驶提示,-,-,-,-,-,-,-,-
电芯品牌,盟固利,盟固利,国轩高科,国轩高科,国轩高科,多氟多新能源,多氟多新能源,多氟多新能源
电能当量燃料消耗量(L/100km),1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
电磁感应悬架,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●
