Feature,50350,50440,50441,50442,56255
高度(mm),1573,1573,1573,1573,1573
驾驶辅助影像,,,,,
驾驶模式切换,,-,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
陡坡缓降,●,-,●,●,●
长度(mm),4430,4430,4430,4430,4430
长*宽*高(mm),4430*1833*1573,4430*1833*1573,4430*1833*1573,4430*1833*1573,4430*1833*1573
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路交通标识识别,●,-,-,-,-
透明底盘/540度影像,●,-,-,●,-
远程启动功能,,-,,,
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
辅助驾驶等级,,-,-,,-
轴距(mm),2700,2700,2700,2700,2700
轮圈材质,,,,,
车顶行李架,●,●,●,●,●
车门数(个),5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,-,-,-,-
车道偏离预警系统,●,-,-,-,-
车道保持辅助系统,●,-,-,-,-
车载空气净化器,●,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,帝豪S 2021款 1.4T CVT旗舰型,帝豪S 2021款 1.4T 手动舒适型,帝豪S 2021款 1.4T CVT豪华型,帝豪S 2021款 1.4T CVT尊贵型,帝豪S 2022款 1.4T CVT跨界玩家版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,-,,,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,-,-,-,-
语音识别控制系统,,,,,
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,-,-,-,-
自动驻车,●,-,●,●,●
自动头灯,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
离去角(°),21,21,21,21,21
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,-
油箱容积(L),55,55,55,55,55
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),185,185,185,185,185
最大马力(Ps),141,141,141,141,141
最大满载质量(kg),1775,1720,1765,1775,1765
最大扭矩转速(rpm),1600-4000,1600-4000,1600-4000,1600-4000,1600-4000
最大扭矩(N·m)_y,235,235,235,235,235
最大扭矩(N·m)_x,235,235,235,235,235
最大功率转速(rpm),5200,5200,5200,5200,5200
最大功率(kW)_y,104,104,104,104,104
最大功率(kW)_x,104,104,104,104,104
最大净功率(kW),104,104,104,104,104
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里
整备质量(kg),1400,1345,1390,1400,1390
接近角(°),17,17,17,17,17
排量(mL),1398,1398,1398,1398,1398
换挡形式,,,,,
挡位个数,8,6,8,8,8
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
手机APP远程功能,,-,-,-,-
感应雨刷功能,-,-,-,-,-
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1833,1833,1833,1833,1833
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,,,
后雨刷,●,●,●,●,●
后轮距(mm),1562,1562,1562,1562,1562
后轮胎规格,225/45 R18,215/50 R17,225/45 R18,225/45 R18,215/50 R17
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式
变速箱类型,无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟8挡),6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
发动机电子防盗,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置
发动机型号,JLB-4G14TB,JLB-4G14TB,JLB-4G14TB,JLB-4G14TB,JLB-4G14TB
发动机启停技术,-,-,-,-,-
发动机,1.4T 141马力 L4,1.4T 141马力 L4,1.4T 141马力 L4,1.4T 141马力 L4,1.4T 141马力 L4
厂商指导价(元),10.89万,8.49万,9.59万,9.99万,8.99万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1556,1556,1556,1556,1556
前轮胎规格,225/45 R18,215/50 R17,225/45 R18,225/45 R18,215/50 R17
前方碰撞预警,●,-,-,●,-
前排座椅功能,,-,-,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,-,-,●,-
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,-,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2021.04,2021.04,2021.04,2021.04,2022.04
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
NEDC综合油耗(L/100km),5.9,5.9,5.9,5.9,5.9
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
