Feature,1000771,1002849
高度(mm),1710,1710
驱动方式,前置后驱,前置后驱
零胎压继续行驶,-,-
陡坡缓降,-,-
防紫外线玻璃,-,-
长度(mm),5155,5155
长*宽*高(mm),5155×1690×1710,5155×1690×1710
铝合金轮圈,●,○
配气机构,未知,未知
遮阳板化妆镜,-,-
遥控钥匙,●,●
道路救援呼叫,-,-
远光灯,卤素,卤素
进气形式,自然吸气,涡轮增压
近光灯,卤素,卤素
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),3026,3026
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,-,-
车门数(个),4,4
车载电视,-,-
车载冰箱,-,-
车身结构_y,皮卡,皮卡
车身结构_x,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-
车窗防夹手功能,-,-
车型名称,财运300 2010款 2.2L汽油豪华型短货箱,财运300 2010款 2.2T绵阳柴油标准型短货箱D22A
车内空气调节/花粉过滤,-,-
车内氛围灯,-,-
车内中控锁,●,●
车体结构,非承载式,非承载式
货箱尺寸(mm),1480x1470x480,1480x1470x480
行车电脑显示屏,-,-
行程(mm),-,-
蓝牙/车载电话,-,-
自适应远近光,-,-
自动驻车,-,-
自动头灯,-,-
膝部气囊,-,-
腰部支撑调节,-,-
能源类型,汽油,柴油
胎压监测装置,-,-
肩部支撑调节,-,-
缸盖材料,未知,未知
缸径(mm),-,-
缸体材料,未知,未知
级别,皮卡,皮卡
简称,5挡手动,5挡手动
第二排靠背角度调节,-,-
第二排座椅移动,-,-
第三排座椅,-,-
空调控制方式,手动●,手动●
空气悬架,-,-
皮质方向盘,-,-
电动座椅记忆,-,-
电动天窗,-,-
电动吸合门,-,-
电动后备厢,-,-
环保标准,国IV+OBD,国IV
牵引力控制(ASR/TCS/TRC等),-,-
燃油标号,92号,0号
燃料形式,汽油,柴油
温度分区控制,-,-
油箱容积(L),-,-
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),未知,未知
最高车速(km/h),120,120
最小离地间隙(mm),-,-
最大马力(Ps),103,102
最大载重质量(kg),-,-
最大扭矩转速(rpm),2200-2800,-
最大扭矩(N·m)_y,190,-
最大扭矩(N·m)_x,190,-
最大功率转速(rpm),4600,-
最大功率(kW)_y,76,75
最大功率(kW)_x,76,75
无钥匙进入系统,-,-
无钥匙启动系统,-,-
方向盘调节,-,-
方向盘记忆,-,-
方向盘电动调节,-,-
方向盘换挡,-,-
方向盘加热,-,-
整车质保,-,-
整备质量(kg),-,-
排量(mL),2237,2184
挡位个数,5,5
扬声器品牌,-,-
扬声器个数,2-3喇叭,2-3喇叭
感应雨刷,-,-
感应后备厢,-,-
座椅高低调节,-,-
座椅材料,仿皮,织物(选装仿皮)
座位数(个),5,5
并线辅助,-,-
工信部综合油耗(L/100km),-,-
宽度(mm),1690,1690
定速巡航,-,-
安全带未系提示,-,-
大灯高度可调,-,-
大灯清洗装置,-,-
多功能方向盘,-,-
外接音源接口,USB,USB
后风挡遮阳帘,-,-
后雨刷,-,-
后轮距(mm),1430,1430
后轮胎规格,215/75 R15,215/75 R15
后视镜记忆,-,-
后视镜电动调节,●,●
后视镜电动折叠,-,-
后视镜加热,-,-
后桥限滑差速器/差速锁,-,-
后排车门开启方式,平开门,平开门
后排独立空调,-,-
后排液晶屏,-,-
后排杯架,-,-
后排座椅电动调节,-,-
后排座椅放倒方式,-,-
后排侧隐私玻璃,-,-
后排侧遮阳帘,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-
后制动器类型,鼓式,鼓式
可变转向比,-,-
可变悬架,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动
发动机电子防盗,-,-
发动机型号,-,D22A
发动机启停技术,-,-
发动机,2.2L 103马力 L4,2.2L 102马力 L4
压缩比,-,-
厂商指导价(元),5.79万,6.18万
厂商,广汽吉奥,广汽吉奥
助力类型,液压助力,液压助力
前雾灯,●,●
前轮距(mm),1445,1445
前轮胎规格,215/75 R15,215/75 R15
前桥限滑差速器/差速锁,-,-
前悬架类型,双横臂独立悬挂,双横臂独立悬挂
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-
前/后排座椅按摩,-,-
前/后排座椅加热,-,-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),-,-
内/外后视镜自动防眩目,-,-
全景摄像头,-,-
全景天窗,-,-
倒车视频影像,-,-
侧滑门,-,-
供油方式,多点电喷,直喷
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,-,-
中控台彩色大屏,-,-
中央差速器锁止功能,-,-
上市时间,2011.12,2014.09
上坡辅助,-,-
LED日间行车灯,-,-
ISOFIX儿童座椅接口,-,-
GPS导航系统,-,-
CD/DVD,-,-
ABS防抱死,●,●
220V/230V电源,-,-
