Feature,46363,47696,47697,51184,51185,55324,56384,56385,56758,56760
车型名称,荣威i6 MAX新能源 2020款 1.5T PHEV爽酷天幕智驾Supreme版,荣威i6 MAX新能源 2020款 1.5T PHEV爽酷天幕版,荣威i6 MAX新能源 2020款 1.5T PHEV爽酷版,荣威i6 MAX新能源 2021款 1.5T PHEV网约豪华版,荣威i6 MAX新能源 2021款 1.5T PHEV网约旗舰版,荣威i6 MAX新能源 2022款 EV 500天幕特别版,荣威i6 MAX新能源 2022款 EV 600天幕尊享版,荣威i6 MAX新能源 2022款 EV 600天幕旗舰版,荣威i6 MAX新能源 2022款 EV 500天幕尊享版,荣威i6 MAX新能源 2022款 EV 500天幕旗舰版
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,-,-,-,-,-,-,●,-,●
语音识别控制系统,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,-,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合扭矩(N·m),480,480,480,480,480,-,-,-,-,-
系统综合功率(kW),224,224,224,224,224,-,-,-,-,-
系统综合功率(Ps),305,305,305,305,305,-,-,-,-,-
简称,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-
离去角(°),20,20,20,20,20,21,21,21,21,21
百公里耗电量(kWh/100km),15,15,15,15,15,12.9,12.6,12.6,12.9,12.9
疲劳驾驶提示,●,-,-,-,-,-,-,-,-,-
电芯品牌,上海捷新,上海捷新,上海捷新,上海捷新,上海捷新,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代
电能当量燃料消耗量(L/100km),-,-,-,-,-,1.46,1.43,1.43,1.46,1.46
电磁感应悬架,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,●,●,●,●,●
电池能量密度(Wh/kg),-,-,-,-,-,170.1,180.1,180.1,170.1,170.1
电池能量(kWh),-,-,-,-,-,61.1,69.9,69.9,61.1,61.1
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),230,230,230,230,230,280,280,280,280,280
电动机总功率(kW),100,100,100,100,100,135,135,135,135,135
电动机总功率(Ps),136,136,136,136,136,184,184,184,184,184
电动机(Ps),136,136,136,136,136,184,184,184,184,184
电动扰流板,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-
环保标准_x,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,-,-,-,-,-
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动
灯光特色功能,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),124,124,124,124,124,-,-,-,-,-
温度分区控制,●,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,-,-,,-,-,-,-,-
油箱容积(L),38,38,38,38,38,-,-,-,-,-
气缸数(个),4,4,4,4,4,-,-,-,-,-
气缸排列形式,L,L,L,L,L,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,-,-,-,-,-
最高车速(km/h),200,200,200,200,200,185,185,185,185,185
最小转弯半径(m),5.65,5.65,5.65,5.65,5.65,-,-,-,-,-
最大马力(Ps),169,169,169,169,169,184,184,184,184,184
最大满载质量(kg),1940,1940,1940,1940,1940,2025,2050,2050,2025,2025
最大扭矩转速(rpm),1700-4300,1700-4300,1700-4300,1700-4300,1700-4300,-,-,-,-,-
最大扭矩(N·m)_y,250,250,250,250,250,280,280,280,280,280
最大扭矩(N·m)_x,480,480,480,480,480,280,280,280,280,280
最大功率转速(rpm),5500,5500,5500,5500,5500,-,-,-,-,-
最大功率(kW)_y,124,124,124,124,124,135,135,135,135,135
最大功率(kW)_x,224,224,224,224,224,135,135,135,135,135
最大净功率(kW),119,119,119,119,119,-,-,-,-,-
最低荷电状态油耗(L/100km),6.15,6.15,6.15,6.15,6.15,-,-,-,-,-
无钥匙进入功能,,,,,,-,-,,-,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,待查,待查,待查,待查,待查,待查,待查
整备质量(kg),1515,1515,1515,1515,1515,1575,1600,1600,1575,1575
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
接近角(°),16,16,16,16,16,17,15,15,17,17
排量(mL),1490,1490,1490,1490,1490,-,-,-,-,-
换挡形式,,,,,,,,,,
挡位个数,10,10,10,10,10,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-
手机APP远程控制,,,,,,-,-,,-,
手势控制,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,9.5,12,12,9.5,9.5
慢充时间(小时)_x,-,-,-,-,-,9.5,12,12,9.5,9.5
感应雨刷功能,,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,80,80,80,80,80
快充电量(%),-,-,-,-,-,80,80,80,80,80
快充时间(小时)_y,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5
快充功能,-,-,-,-,-,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-
巡航系统,,,-,-,,-,-,,-,
导航路况信息显示,●,●,●,●,●,-,-,●,-,●
宽度(mm),1835,1835,1835,1835,1835,1835,1835,1835,1835,1835
官方0-100km/h加速(s),7.2,7.2,7.2,7.2,7.2,-,-,-,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,无,无,无,无,无,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1567,1567,1567,1567,1567,1571,1571,1571,1571,1571
后轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,205/60 R16,205/60 R16,215/50 R17,205/60 R16,215/50 R17
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,-,-,-,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),308,308,308,308,308,467,467,467,467,467
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-
变速箱类型,机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●,●,●,-,-,-,-,-
发动机布局,横置,横置,横置,横置,横置,-,-,-,-,-
发动机型号,15E4E,15E4E,15E4E,15E4E,15E4E,-,-,-,-,-
发动机启停技术,-,-,-,-,-,-,-,-,-,-
发动机,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,纯电动,纯电动,纯电动,纯电动,纯电动
厂商指导价(元),15.68万,14.68万,13.68万,17.88万,18.88万,18.18万,15.98万,17.08万,14.68万,15.78万
厂商,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,●,●,●,-,-,●,-,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1558,1558,1558,1558,1558,1562,1562,1562,1562,1562
前轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,205/60 R16,205/60 R16,215/50 R17,205/60 R16,215/50 R17
前电动机最大扭矩(N·m),230,230,230,230,230,280,280,280,280,280
前电动机最大功率(kW),100,100,100,100,100,135,135,135,135,135
前方碰撞预警,●,-,-,-,-,-,-,-,-,-
前排座椅功能,,-,-,-,-,-,-,,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,●,●,-,-,-,-,-
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,-,-,●,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2020.09,2020.09,2020.09,2021.05,2021.05,2022.01,2022.03,2022.03,2022.04,2022.04
上坡辅助,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,-,-,●,-,●
WLTC综合油耗(L/100km),3.41,3.41,3.41,3.41,3.41,-,-,-,-,-
WLTC纯电续航里程(km)_y,51,51,51,51,51,-,-,-,-,-
WLTC纯电续航里程(km)_x,51,51,51,51,51,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,-,-,●,-,●
NEDC综合油耗(L/100km),1.1,1.1,1.1,1.1,1.1,-,-,-,-,-
NEDC纯电续航里程(km)_y,70,70,70,70,70,502,605,605,502,502
NEDC纯电续航里程(km)_x,70,70,70,70,70,502,605,605,502,502
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,-,-,,-,
220V/230V电源,-,-,-,-,-,-,-,-,-,-
