Feature,52095,55727,61123,61416
高度(mm),1483,1483,1483,1483
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱
首任车主质保政策,-,-,-,-
陡坡缓降,-,-,-,-
长度(mm),5316,5316,5316,5316
长*宽*高(mm),5316*1978*1483,5316*1978*1483,5316*1978*1483,5316*1978*1483
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●
道路交通标识识别,○,○,○,●
远程启动功能,,,,
远光灯光源,,,,
进气形式,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压
近光灯光源,,,,
运动外观套件,-,-,●,-
辅助驾驶等级,,,,
轴距(mm),3194,3194,3194,3194
轮圈材质,,,,
转向头灯,●,●,●,●
车门数(个),4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门
车道居中保持,○,○,○,●
车道偏离预警系统,○,○,○,●
车道保持辅助系统,○,○,○,●
车载空气净化器,○,○,○,○
车载电视,○,○,○,○
车载冰箱,○,○,○,○
车载CD/DVD,,,,
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,2022款 2.9T V6 Hybrid,2022款 2.9T V6 Hybrid Mulliner,2023款 2.9T V6 Hybrid S,飞驰插电混动 2023款 2.9T V6 Hybrid 雅度版
车前雾灯,-,-,-,-
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,○,○,○,○
车体结构,承载式,承载式,承载式,承载式
负离子发生器,○,○,○,○
语音识别控制系统,,,,
触摸式阅读灯,●,●,●,●
行车电脑显示屏幕,,,,
行李厢12V电源接口,●,●,●,●
蓝牙/车载电话,●,●,●,●
自适应远近光,●,●,●,●
自动驻车,●,●,●,●
自动泊车入位,●,●,●,●
自动头灯,●,●,●,●
膝部气囊,●,●,●,●
能量回收系统,●,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,大型车,大型车,大型车,大型车
系统综合扭矩(N·m),750,750,750,750
系统综合功率(kW),400,400,400,400
系统综合功率(Ps),544,544,544,544
简称,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
第二排独立座椅,○,○,○,○
第二排座椅调节,,,,
第二排座椅电动调节,●,●,●,●
第二排座椅功能,,,,
空调温度控制方式,,,,
空气悬架,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-
疲劳驾驶提示,-,-,-,-
电池预加热,●,●,●,●
电池能量(kWh),18,18,18,18
电池组质保,待查,待查,待查,待查
电池类型,-,-,-,-
电机类型,-,-,-,-
电机布局,前置,前置,前置,前置
电动机总扭矩(N·m),400,400,400,400
电动机总功率(kW),100,100,100,100
电动机总功率(Ps),136,136,136,136
电动机(Ps),136,136,136,136
电动座椅记忆功能,,,,
电动吸合车门,,,,
电动后备厢位置记忆,●,●,●,●
电动后备厢,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,98号,98号,98号,98号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,,,,
温度分区控制,●,●,●,●
液晶仪表尺寸,-,-,-,-
油箱容积(L),75,75,80,75
气缸数(个),6,6,6,6
气缸排列形式,V,V,V,V
每缸气门数(个),4,4,4,4
最高车速(km/h),285,285,285,285
最大马力(Ps),416,416,416,416
最大满载质量(kg),3000,3000,3000,3000
最大扭矩转速(rpm),-,-,2000-5000,-
最大扭矩(N·m)_y,550,550,550,550
最大扭矩(N·m)_x,750,750,750,750
最大功率转速(rpm),-,-,5500-6500,-
最大功率(kW)_y,306,306,306,306
最大功率(kW)_x,400,400,400,400
最大净功率(kW),-,-,-,-
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,●,●,●,●
方向盘材质,,,,
方向盘换挡,●,●,●,●
