Feature,31707,37298,39218,39219
第二排独立座椅,-,●,-,●
第二排座椅移动,●,●,●,●
第三排座椅,2座,2座,2座,2座
空调控制方式,自动●,自动●,自动●,自动●
空气悬架,●,●,●,●
皮质方向盘,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-
疲劳驾驶提示,○,○,○,○
电磁感应悬架,-,-,-,-
电池能量(kWh),70,70,84,84
电池组质保,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,交流 / 异步,交流 / 异步,交流 / 异步,交流 / 异步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m),840,840,840,840
电动机总功率(kW),480,480,480,480
电动座椅记忆,●,●,●,●
电动天窗,●,●,●,●
电动吸合门,-,-,-,-
电动后备厢,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
温度分区控制,●,●,●,●
油箱容积(L),-,-,-,-
最高车速(km/h),200,200,200,200
最小离地间隙(mm),170,170,170,170
最大扭矩(N·m),840,840,840,840
最大功率(kW),480,480,480,480
无钥匙进入系统,●,●,●,●
无钥匙启动系统,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,●,●,●,●
方向盘电动调节,●,●,●,●
方向盘换挡,-,-,-,-
方向盘加热,○,○,○,○
整车质保,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程,不限年限/不限里程
整备质量(kg),2460,2460,-,-
挡位个数,1,1,1,1
扬声器品牌,-,-,-,-
扬声器个数,6-7喇叭(选装≥12喇叭),6-7喇叭(选装≥12喇叭),6-7喇叭(选装≥12喇叭),6-7喇叭(选装≥12喇叭)
手机无线充电,●,●,●,●
手机互联/映射功能,-,-,-,-
慢充时间(小时)_y,10,10,12,12
慢充时间(小时)_x,10,10,12,12
感应雨刷,●,●,●,●
感应后备厢,●,●,●,●
快充电量百分比,100,100,100,100
快充电量(%),100,100,100,100
快充时间(小时)_y,1.1,1.1,1.5,1.5
快充时间(小时)_x,1.1,1.1,1.5,1.5
座椅高低调节,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮
座位数(个),7,6,7,6
并线辅助,●,●,●,●
工信部纯电续航里程(km)_y,355,355,425,425
工信部纯电续航里程(km)_x,355,355,425,425
导航路况信息显示,●,●,●,●
宽度(mm),1962,1962,1962,1962
实测续航里程(km),-,-,-,-
实测慢充时间(小时),-,-,-,-
实测快充时间(小时),-,-,-,-
实测100-0km/h制动(m),-,-,-,-
实测0-100km/h加速(s),-,-,-,-
定速巡航,●,●,●,●
官方0-100km/h加速(s),4.4,4.4,-,-
安全带未系提示,●,●,●,●
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
夜视系统,-,-,-,-
多天窗,-,-,-,-
多功能方向盘,●,●,●,●
外接音源接口,USB,USB,USB,USB
备胎规格,无,无,无,无
四驱形式,电动四驱,电动四驱,电动四驱,电动四驱
后风挡遮阳帘,-,-,-,-
后雨刷,●,●,●,●
后轮距(mm),1672,1672,1672,1672
后轮胎规格,255/55 R19,255/55 R19,255/55 R19,255/55 R19
后视镜记忆,●,●,●,●
后视镜电动调节,●,●,●,●
后视镜电动折叠,●,●,●,●
后视镜加热,●,●,●,●
后电动机最大扭矩(N·m),420,420,420,420
后电动机最大功率(kW),240,240,240,240
后排独立空调,●,●,●,●
后排液晶屏,-,-,-,-
后排杯架,●,●,●,●
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,●,●,●,●
后排侧遮阳帘,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●
可变悬架,软硬+高低调节,软硬+高低调节,软硬+高低调节,软硬+高低调节
可加热/制冷杯架,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),44.80万,45.60万,49.80万,50.60万
厂商,蔚来,蔚来,蔚来,蔚来
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
前雾灯,●,●,●,●
前轮距(mm),1668,1668,1668,1668
前轮胎规格,255/55 R19,255/55 R19,255/55 R19,255/55 R19
前电动机最大扭矩(N·m),420,420,420,420
前电动机最大功率(kW),240,240,240,240
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排座椅按摩,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排座椅加热,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,●,●,●,●
全景摄像头,●,●,●,●
全景天窗,●,●,●,●
倒车视频影像,●,●,●,●
侧滑门,-,-,-,-
主动降噪,-,-,-,-
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-
中控台彩色大屏,●,●,●,●
上市时间,2017.12,2018.12,2019.05,2019.05
上坡辅助,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,○,○,○,○
GPS导航系统,●,●,●,●
CD/DVD,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
