Feature,52021
高度(mm),1483
驾驶辅助影像,
驾驶模式切换,
驻车制动类型,电子驻车
驱动方式,前置四驱
面部识别,-
隐藏电动门把手,-
陡坡缓降,-
限滑差速器/差速锁,
长度(mm),5302
长*宽*高(mm),5302*1945*1483
钥匙类型,
配气机构,DOHC
道路救援呼叫,●
道路交通标识识别,●
远程启动功能,-
远光灯光源,
进气形式,双涡轮增压
近光灯光源,
运动风格座椅,●
运动外观套件,●
辅助驾驶芯片,-
轴距(mm),3128
轮圈材质,
转向辅助灯,-
转向头灯,●
车顶行李架,-
车门数(个),4
车道偏离预警系统,●
车道保持辅助系统,●
车载空气净化器,●
车载电视,-
车载冰箱,○
车载CD/DVD,
车身结构_y,三厢车
车身结构_x,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●
车联网,●
车窗防夹手功能,●
车窗一键升降功能,
车型名称,奥迪S8 2022款 S8L 4.0TFSI quattro 典藏版
车前雾灯,-
车内香氛装置,●
车内环境氛围灯,
车内化妆镜,
车内中控锁,●
车内PM2.5过滤装置,●
车侧脚踏板,-
车体结构,承载式
超声波雷达数量,-
负离子发生器,●
语音识别控制系统,
触摸式阅读灯,●
被动行人保护,●
行车电脑显示屏幕,
行程(mm),86
行李厢容积(L),505
行李厢12V电源接口,-
蓝牙/车载电话,●
芯片总算力,-
自适应远近光,●
自动驻车,●
自动泊车入位,●
自动头灯,●
膝部气囊,-
能源类型,汽油+48V轻混系统
胎压监测功能,
缺气保用轮胎,-
缸盖材料,铝合金
缸径(mm),86
缸体材料,铝合金
级别,大型车
简称,8挡手自一体
第二排独立座椅,-
第二排座椅调节,
空调温度控制方式,
空气悬架,●
疲劳驾驶提示,●
电磁感应悬架,-
电池预加热,-
电动扰流板,-
电动座椅记忆功能,
电动吸合车门,
电动后备厢位置记忆,-
电动后备厢,●
电动可调踏板,-
环保标准_y,国VI
环保标准_x,国VI
牵引力控制(ASR/TCS/TRC等),●
燃油标号,95号
燃料形式,汽油+48V轻混系统
灯光特色功能,
激光雷达数量,-
温度分区控制,●
液晶仪表尺寸,
涉水感应系统,-
油箱容积(L),82
气缸数(个),8
气缸排列形式,V
毫米波雷达数量,-
每缸气门数(个),4
最高车速(km/h),250
最小离地间隙(mm),-
最大马力(Ps),571
最大扭矩转速(rpm),2000-4500
最大扭矩(N·m)_y,800
最大扭矩(N·m)_x,800
最大功率转速(rpm),6000
最大功率(kW)_y,420
最大功率(kW)_x,420
最大净功率(kW),420
最低荷电状态油耗(L/100km),-
无钥匙进入功能,
无钥匙启动系统,●
无框设计车门,-
方向盘记忆,●
方向盘材质,
方向盘换挡,●
方向盘加热,○
方向盘位置调节,
整车质保,三年或10万公里
整备质量(kg),-
整体主动转向系统,●
摄像头数量,-
排量(mL),3996
挡位个数,8
扬声器数量,
扬声器品牌名称,
手机无线充电功能,
手机互联/映射,
手势控制,-
感应雨刷功能,
感应后备厢,●
座椅材质,
座椅布局,-
座位数(个),5
并线辅助,●
巡航系统,
尾门玻璃独立开启,-
导航路况信息显示,●
宽度(mm),1945
实测油耗(L/100km),-
实测100-0km/h制动(m),-
实测0-100km/h加速(s),-
官方0-100km/h加速(s),4
安全带未系提醒,
天窗类型,
大灯高度可调,●
大灯清洗装置,●
大灯延时关闭,●
夜视系统,●
多层隔音玻璃,
多媒体/充电接口,
多功能方向盘,●
外后视镜功能,
备胎规格,非全尺寸
四驱形式,全时四驱
后风挡遮阳帘,●
后雨刷,-
后轮距(mm),-
后轮胎规格,265/35 R21
后排独立空调,●
后排液晶屏幕,
后排杯架,●
后排控制多媒体,●
后排座椅防下滑气囊,-
后排座椅电动调节,●
后排座椅电动放倒,-
后排座椅放倒形式,-
后排座椅功能,
后排小桌板,-
后排安全带式气囊,-
后排侧隐私玻璃,○
后排侧窗遮阳帘,
后排中央安全气囊,-
后悬架类型,多连杆式独立悬架
后座出风口,●
后制动器类型,通风盘式
可变转向比,●
可变悬架功能,
可加热喷水嘴,-
变速箱类型,手自一体变速箱(AT)
变速箱,8挡手自一体
发动机电子防盗,●
发动机特有技术,-
发动机布局,纵置
发动机型号,CWW
发动机启停技术,●
