Feature,56243,56245,56261,56262,56263,56264,56265,56266
高度(mm),1509,1509,1509,1509,1509,1509,1509,1509
驾驶辅助影像,-,,,,-,,,
驾驶模式切换,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,-,单电机,单电机,单电机,单电机,-,-,-
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-
长度(mm),4772,4772,4772,4772,4772,4772,4772,4772
长*宽*高(mm),4772*1804*1509,4772*1804*1509,4772*1804*1509,4772*1804*1509,4772*1804*1509,4772*1804*1509,4772*1804*1509,4772*1804*1509
钥匙类型,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,●,-,●,-,-,●,●
道路交通标识识别,-,●,-,●,-,-,-,●
远程启动功能,-,-,-,-,-,-,-,-
远光灯光源,,,,,,,,
进气形式,涡轮增压,自然吸气,自然吸气,自然吸气,自然吸气,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
辅助驾驶系统,-,,-,,-,-,-,
辅助驾驶等级,-,,-,,-,-,-,
轴距(mm),2730,2730,2730,2730,2730,2730,2730,2730
轮圈材质,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,●,-,●,-,-,-,●
车道偏离预警系统,-,●,-,●,-,-,-,●
车道保持辅助系统,-,●,-,●,-,-,-,●
车载空气净化器,-,-,-,-,-,-,-,-
车载智能系统,-,,-,,-,-,,
车载冰箱,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●
车联网,-,●,-,●,-,-,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,
车型名称,享域 2022款 180TURBO CVT畅享版,享域 2022款 锐·混动 1.5L 净耀版,享域 2022款 锐·混动 1.5L 净畅版,享域 2022款 锐·混动 1.5L 净享版,享域 2022款 锐·混动 1.5L 净适版,享域 2022款 180TURBO CVT舒享版,享域 2022款 180TURBO CVT乐享版,享域 2022款 180TURBO CVT耀享版
车前雾灯,,,,,,,,
车内香氛装置,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,-,,,,-,,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-
语音识别控制系统,-,,-,,-,-,,
触摸式阅读灯,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,●,●,●,-,●,●,●
自适应远近光,-,●,-,●,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-
自动头灯,-,●,-,●,-,-,-,●
膝部气囊,-,-,-,-,-,-,-,-
能量回收系统,-,●,●,●,●,-,-,-
能源类型,汽油,油电混合,油电混合,油电混合,油电混合,汽油,汽油,汽油
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合功率(kW),-,113,113,113,113,-,-,-
简称,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-
离去角(°),20,20,20,20,20,20,20,20
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-
电池组质保,-,待查,待查,待查,待查,-,-,-
电池类型,-,三元锂电池,三元锂电池,三元锂电池,三元锂电池,-,-,-
电机类型,-,-,-,-,-,-,-,-
电机布局,-,前置,前置,前置,前置,-,-,-
电动机总扭矩(N·m)_y,-,267,267,267,267,-,-,-
电动机总扭矩(N·m)_x,-,267,267,267,267,-,-,-
电动机总功率(kW),-,96,96,96,96,-,-,-
电动机(Ps),-,131,131,131,131,-,-,-
电动扰流板,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
