Feature,25784,25789,25790,25791
高度(mm),1472,1472,1472,1472
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-
陡坡缓降,-,-,-,-
防紫外线玻璃,●,●,●,●
长度(mm),4860,4860,4860,4860
长*宽*高(mm),4860*1812*1472,4860*1812*1472,4860*1812*1472,4860*1812*1472
铝合金轮圈,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●
遥控钥匙,●,●,●,●
道路救援呼叫,-,-,-,-
远程启动,-,-,-,-
远光灯,氙气,卤素,氙气,氙气
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯,氙气,卤素,氙气,氙气
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),2780,2780,2780,2780
转向辅助灯,-,-,-,-
转向头灯,●,-,-,●
车顶行李架,-,-,-,-
车门数(个),4,4,4,4
车道偏离预警系统,-,-,-,-
车载空气净化器,-,-,-,-
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,-,-,-,-
车窗防夹手功能,●,●,●,●
车窗一键升降,全车,全车,全车,全车
车型名称,奔腾B90 2016款 十周年纪念版 1.8T 自动尊贵型,奔腾B90 2016款 十周年纪念版 1.8T 自动舒适型,奔腾B90 2016款 十周年纪念版 1.8T 自动豪华型,奔腾B90 2016款 十周年纪念版 1.8T 自动旗舰型
车内空气调节/花粉过滤,●,-,-,●
车内氛围灯,-,-,-,-
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●
行程(mm),-,-,-,-
行李厢容积(L),488,488,488,488
蓝牙/车载电话,●,-,●,●
自适应远近光,-,-,-,-
自适应巡航,-,-,-,-
自动驻车,-,-,-,-
自动泊车入位,-,-,-,-
