Feature,53906,53907,56999,58308,58309
高度(mm),1719,1719,1664,1664,1664
驾驶辅助影像,,,,,
驾驶模式切换,,,-,-,-
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,六年或15万公里,六年或15万公里,六年或15万公里
面部识别,-,-,-,-,-
隐藏电动门把手,-,-,●,●,●
陡坡缓降,●,●,●,●,●
限滑差速器/差速锁,-,-,-,-,-
长度(mm),4571,4571,4655,4655,4655
长*宽*高(mm),4571*1855*1719,4571*1855*1719,4655*1890*1664,4655*1890*1664,4655*1890*1664
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-
道路交通标识识别,-,-,●,●,-
远程启动功能,,,,,
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
运动风格座椅,-,-,●,●,●
运动外观套件,-,-,-,-,-
辅助驾驶等级,-,-,,,-
轴距(mm),2708,2708,2765,2765,2765
轮圈材质,,,,,
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,●,●,●,●,●
车门数(个),5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,●,●,●,-
车道保持辅助系统,-,-,●,●,-
车载空气净化器,●,●,-,-,-
车载智能系统,-,-,,,
车载冰箱,-,-,-,-,-
车载CD/DVD,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
