Feature,1004932,1006521,1006522,1006523
高度(mm),2590,2590,2590,2590
驱动电机数,-,-,-,-
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
陡坡缓降,-,-,-,-
长度(mm),6350,5980,5980,5980
长*宽*高(mm),6350×2036×2590,5980×2036×2590,5980×2036×2590,5980×2036×2590
道路救援呼叫,-,-,-,-
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),4210,3610,3610,3610
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),4,5,5,5
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,客车,货车,货车,货车
车身结构_x,客车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车窗防夹手功能,-,-,-,-
车型名称,御风EV 2015款 商旅之星豪华版,御风EV 2018款 EA100物流车95kWh,御风EV 2018款 EA100物流车71kWh,御风EV 2018款 EA100物流车131kWh
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-
蓝牙/车载电话,●,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
膝部气囊,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动
缺气保用轮胎,-,-,-,-
级别,轻客,轻客,轻客,轻客
简称,4挡手动,6挡手动,4挡手动,4挡手动
空气悬架,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-
电池组质保,-,-,-,-
电池类型,-,-,-,-
电池容量(kWh),69.1,95,71,131
电池充电时间,-,-,-,-
电机类型,-,-,-,-
电机布局,-,-,-,-
电动机总扭矩(N·m),-,480,480,480
电动机总功率(kW),45,90,90,90
电动机(Ps),61,122,122,122
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-
温度分区控制,-,-,-,-
油箱容积(L),-,-,-,-
最高车速(km/h),-,-,-,-
最小离地间隙(mm),-,196,196,196
最大载重质量(kg),-,-,-,-
最大扭矩(N·m),-,480,480,480
最大功率(kW),45,90,90,90
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
整车质保,-,-,-,-
整备质量(kg),-,-,-,-
挡位个数,4,6,4,4
慢充时间(小时),-,-,-,-
感应后备厢,-,-,-,-
快充电量百分比,-,-,-,-
快充电量(%),-,-,-,-
快充时间(小时),-,-,-,-
座位数(个),10,3,3,3
并线辅助,-,-,-,-
工信部续航里程(km),260,260,190,330
工信部纯电续航里程(km),260,260,190,330
宽度(mm),2036,2036,2036,2036
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
多功能方向盘,●,-,-,-
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),-,-,-,-
后轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16
后电动机最大扭矩(N·m),-,-,-,-
后电动机最大功率(kW),-,-,-,-
后排车门开启方式,-,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后悬架类型,霍奇基斯悬架,霍奇基斯悬架,霍奇基斯悬架,霍奇基斯悬架
后座出风口,●,-,-,-
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
厂商指导价(元),48.00万,19.80万,18.80万,24.80万
厂商,东风汽车,东风汽车,东风汽车,东风汽车
助力类型,电动助力,电动助力,电动助力,电动助力
前轮距(mm),-,-,-,-
前轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16
前电动机最大扭矩(N·m),-,480,480,480
前电动机最大功率(kW),45,90,90,90
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前-&nbsp;/&nbsp;后●,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○
上市时间,2016.12,2018.06,2018.06,2018.06
上坡辅助,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
GPS导航系统,●,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
