Feature,12164
高度(mm),1273
驻车制动类型,电子驻车
驱动方式,前置后驱
零胎压继续行驶,●
陡坡缓降,-
防紫外线玻璃,-
长度(mm),4618
长*宽*高(mm),4618*1942*1273
铝合金轮圈,●
配气机构,DOHC
遮阳板化妆镜,●
遥控钥匙,●
道路救援呼叫,-
远程启动,-
远光灯,LED
进气形式,自然吸气
近光灯,LED
运动风格座椅,●
运动外观套件,●
轴距(mm),2720
转向辅助灯,-
转向头灯,●
车顶行李架,-
车门数(个),2
车道偏离预警系统,-
车载空气净化器,-
车载电视,-
车载冰箱,-
车身结构_y,硬顶跑车
车身结构_x,2门2座硬顶跑车
车身稳定控制(ESC/ESP/DSC等),●
车联网,-
车窗防夹手功能,●
车窗一键升降,全车
车型名称,F12berlinetta 2013款 6.3L 标准型
车内空气调节/花粉过滤,●
车内氛围灯,-
车内中控锁,●
车体结构,承载式
行车电脑显示屏,●
行程(mm),75.2
行李厢容积(L),-
蓝牙/车载电话,-
自适应远近光,-
自适应巡航,-
自动驻车,●
自动泊车入位,-
自动头灯,●
膝部气囊,-
腰部支撑调节,●
能源类型,汽油
胎压监测装置,●
肩部支撑调节,-
缸盖材料,铝合金
缸径(mm),94
缸体材料,铝合金
级别,跑车
简称,7挡双离合
第二排靠背角度调节,-
第二排独立座椅,-
第二排座椅移动,-
第三排座椅,-
空调控制方式,自动●
空气悬架,-
皮质方向盘,●
疲劳驾驶提示,-
电磁感应悬架,-
电动座椅记忆,-
电动天窗,-
电动吸合门,-
电动后备厢,-
环保标准,国V
牵引力控制(ASR/TCS/TRC等),●
燃油标号,98号
燃料形式,汽油
温度分区控制,●
流媒体车内后视镜,-
油箱容积(L),92
气缸数(个),12
气缸排列形式,V
每缸气门数(个),4
最高车速(km/h),340
最小离地间隙(mm),-
最大马力(Ps),741
最大扭矩转速(rpm),6000
最大扭矩(N·m)_y,690
最大扭矩(N·m)_x,690
最大功率转速(rpm),8250
最大功率(kW)_y,545
最大功率(kW)_x,545
无钥匙进入系统,-
无钥匙启动系统,-
方向盘调节,上下+前后调节
方向盘记忆,-
方向盘电动调节,●
方向盘换挡,●
方向盘加热,-
整车质保,三年不限公里
整备质量(kg),1630
整体主动转向系统,-
排量(mL),6262
挡位个数,7
扬声器品牌,JBL
扬声器个数,8-9喇叭
手机无线充电,-
手机互联/映射功能,-
感应雨刷,●
感应后备厢,-
座椅高低调节,●
座椅材料,真皮
座位数(个),2
并线辅助,-
工信部综合油耗(L/100km),15.1
工信部纯电续航里程(km),-
宽度(mm),1942
实测油耗(L/100km),-
实测100-0km/h制动(m),-
实测0-100km/h加速(s),-
定速巡航,-
官方0-100km/h加速(s),3.1
安全带未系提示,●
大灯高度可调,●
大灯清洗装置,●
夜视系统,-
多功能方向盘,●
外接音源接口,USB+AUX
备胎规格,无
后风挡遮阳帘,-
后雨刷,-
后轮距(mm),1618
后轮胎规格,315/35 R20
后视镜记忆,-
后视镜电动调节,●
后视镜电动折叠,-
后视镜加热,●
后桥限滑差速器/差速锁,限滑差速器
后排独立空调,-
后排液晶屏,-
后排杯架,-
后排座椅电动调节,-
后排座椅放倒方式,-
后排侧隐私玻璃,-
后排侧遮阳帘,-
后悬架类型,多连杆独立悬架
后座出风口,-
后制动器类型,陶瓷通风盘式
可变转向比,-
可变悬架,软硬调节(选装高低调节)
可加热/制冷杯架,-
变速箱类型,双离合变速箱(DCT)
变速箱,7挡双离合
发动机电子防盗,●
发动机特有技术,-
发动机型号,-
发动机启停技术,●
发动机,6.3L 741马力 V12
压缩比,13.5
厂商指导价(元),530.80万
厂商,法拉利
助力类型,电子液压助力
副驾驶位后排可调节按钮,-
前雾灯,-
前轮距(mm),1665
前轮胎规格,255/35 R20
前桥限滑差速器/差速锁,-
前悬架类型,双叉臂式独立悬架
前大灯雨雾模式,-
前制动器类型,陶瓷通风盘式
前/后驻车雷达,-
前/后电动车窗,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-
前/后排座椅按摩,-
前/后排座椅加热,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后-
前/后排侧气囊,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●
制动力分配(EBD/CBC等),●
内置行车记录仪,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-
全景摄像头,-
全景天窗,-
倒车视频影像,●
侧滑门,-
供油方式,直喷
主动降噪,-
主动刹车/主动安全系统,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-
中控台彩色大屏尺寸,-
中控台彩色大屏,-
中央差速器锁止功能,-
上市时间,2012.12
上坡辅助,●
LED日间行车灯,●
ISOFIX儿童座椅接口,-
HUD抬头数字显示,-
GPS导航系统,●
CD/DVD,多碟CD
ABS防抱死,●
220V/230V电源,-
