Feature,22688,24766,31780,33574,33583
高度(mm),1938,1938,1938,1974,1964
驻车制动类型,手刹,手刹,手刹,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
零胎压继续行驶,-,-,-,-,-
陡坡缓降,●,●,●,●,●
防紫外线玻璃,●,●,●,●,●
长度(mm),4769,4769,4769,4864,4864
长*宽*高(mm),4769*1855*1938,4769*1855*1938,4769*1867*1938,4864*1984*1974,4864*1984*1964
铝合金轮圈,●,●,●,●,●
配气机构,SOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●
遥控钥匙,●,●,●,●,●
道路救援呼叫,●,●,●,●,●
远程启动,-,-,-,-,-
远光灯,氙气,氙气,氙气,LED,LED
进气形式,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压
近光灯,氙气,氙气,氙气,LED,LED
运动风格座椅,●,●,●,●,●
运动外观套件,●,●,●,●,●
轴距(mm),2850,2850,2850,2890,2890
转向辅助灯,-,-,-,-,-
转向头灯,●,●,●,○,○
车顶行李架,●,●,●,●,●
车门数(个),5,5,5,5,5
车道偏离预警系统,-,-,-,●,●
车载空气净化器,-,-,-,-,-
车载电视,●,●,●,-,-
车载冰箱,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车
车型名称,奔驰G级AMG 2016款 AMG G 65,奔驰G级AMG 2016款 AMG G 63,奔驰G级AMG 2018款 AMG G 63 典藏版,奔驰G级AMG 2019款 AMG G 63,奔驰G级AMG 2019款 AMG G 63 先型特别版
车内空气调节/花粉过滤,●,●,●,●,●
车内氛围灯,●,●,●,○,○
车内中控锁,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式
行车电脑显示屏,●,●,●,●,●
行程(mm),93,90.5,90.5,-,-
行李厢容积(L),-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
