Feature,49241,49669,49714,54978,55668,55672,55674
高度(mm),1438,1438,1438,1433,1438,1438,1433
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱
面部识别,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
限滑差速器/差速锁,,-,,,-,,
长度(mm),4643,4643,4643,4639,4643,4643,4639
长*宽*高(mm),4643*1860*1438,4643*1860*1438,4643*1860*1438,4639*1874*1433,4643*1860*1438,4643*1860*1438,4639*1874*1433
钥匙类型,,,,,,,
配气机构,SOHC,SOHC,SOHC,DOHC,SOHC,SOHC,DOHC
道路救援呼叫,●,●,●,-,●,●,-
道路交通标识识别,-,○,○,●,○,○,●
远程启动功能,-,-,-,-,-,-,-
远光灯光源,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,双涡轮增压,涡轮增压,涡轮增压,双涡轮增压
近光灯光源,,,,,,,
运动风格座椅,●,-,●,●,-,●,●
运动外观套件,●,-,●,-,●,●,-
辅助驾驶芯片,-,-,-,-,-,-,-
轴距(mm),2820,2820,2820,2820,2820,2820,2820
轮圈材质,,,,,,,
转向辅助灯,●,●,●,-,●,●,-
转向头灯,-,-,-,●,-,-,●
车顶行李架,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4
车道偏离预警系统,●,○,●,●,●,●,●
车道保持辅助系统,●,○,●,●,-,○,●
车载空气净化器,-,-,-,●,-,-,●
车载电视,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车型名称,Giulia 2021款 2.0T 280HP Veloce Ti 竞速版,Giulia 2021款 2.0T 280HP 豪华版,Giulia 2021款 2.0T 280HP 豪华运动版,Giulia 2021款 2.9T 四叶草周冠宇特别版,Giulia 2022款 2.0T 280HP Ti 驾控版,Giulia 2022款 2.0T 280HP Veloce 赛道版,Giulia 2022款 2.9T 四叶草版
车前雾灯,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,●,-,-,●
车侧脚踏板,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-
负离子发生器,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,
行程(mm),-,-,-,82,-,-,82
行李厢容积(L),480,480,480,480,480,480,480
行李厢12V电源接口,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●
芯片总算力,-,-,-,-,-,-,-
自适应远近光,-,-,-,●,●,●,●
自动驻车,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,●,●,●,-,●,●,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,86.5,-,-,86.5
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排独立座椅,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
空气悬架,-,-,-,-,-,-,-
疲劳驾驶提示,-,○,○,●,○,○,●
电磁感应悬架,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,
电动吸合车门,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-
