Feature,1005445,1005741,1005743,1005744,1005746,1006021
高度(mm),2030,2030,2030,2030,1950,1950
驱动电机数,-,-,-,-,-,-
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱
零胎压继续行驶,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-
长度(mm),5245,5245,5245,5245,5245,4800
长*宽*高(mm),5245×1825×2030,5245×1825×2030,5245×1825×2030,5245×1825×2030,5245×1825×1950,4800×1825×1950
铝合金轮圈,-,-,○,-,●,-
配气机构,DOHC,SOHC,SOHC,SOHC,SOHC,DOHC
遮阳板化妆镜,-,-,●,●,●,●
遥控钥匙,-,-,●,-,●,-
道路救援呼叫,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
轴距(mm),3430,3430,3430,3430,3430,2985
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,客车,客车,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,蒙派克E 2017款 2.0L新快运长轴4Q20M,蒙派克E 2017款 2.0L新快运长轴4G63,蒙派克E 2017款 2.0L商运版舒适型长轴4G63,蒙派克E 2017款 2.0L商运版标准型长轴4G63,蒙派克E 2017款 2.4L商务版4G69,蒙派克E 2017款 2.0L商运版短轴4Q20M
车内空气调节/花粉过滤,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-
车内中控锁,-,-,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-
行车电脑显示屏,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,-,-,-
肩部支撑调节,-,-,-,-,-,-
缸盖材料,铝,铝,铝,铝,铝,铝
缸径(mm),-,-,-,-,-,-
缸体材料,未知,铁,铁,铁,铁,未知
级别,轻客,轻客,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,●,●,●,●
第二排座椅移动,-,-,●,●,●,●
第三排座椅,2座,2座,2座,2座,2座,3座
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-,-
皮质方向盘,-,-,●,-,●,-
百公里耗电量(kWh/100km),-,-,-,-,-,-
电池组质保,-,-,-,-,-,-
电池类型,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-
电池充电时间,-,-,-,-,-,-
电机类型,-,-,-,-,-,-
电机布局,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V
