Feature,1002039,1002040,1002041,1002042,1002043,1002044
高度(mm),1940,1940,1940,1940,1940,1940
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
防紫外线玻璃,-,-,-,-,-,-
长度(mm),4498,4498,4498,4498,4498,4498
长*宽*高(mm),4498×1735×1940,4498×1735×1940,4498×1735×1940,4498×1735×1940,4498×1735×1940,4498×1735×1940
铝合金轮圈,-,-,-,-,-,-
配气机构,未知,未知,未知,未知,未知,未知
遮阳板化妆镜,-,-,-,-,-,-
遥控钥匙,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素,卤素
轴距(mm),2900,2900,2900,2900,2900,2900
车顶行李架,-,-,-,-,-,-
车门数(个),6,6,6,6,6,6
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,客车,客车,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,长安V5 2013款 1.2L标准型DK12,长安V5 2013款 1.2L标准型NP12,长安V5 2013款 1.5L标准型DAM15R,长安V5 2013款 1.2L舒适型DK12,长安V5 2013款 1.2L舒适型NP12,长安V5 2013款 1.5L舒适型DAM15R
车内中控锁,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-
行车电脑显示屏,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知
缸径(mm),-,-,-,-,-,-
缸体材料,未知,未知,未知,未知,未知,未知
级别,微面,微面,微面,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,●,●,●
第二排座椅移动,-,-,-,-,-,-
第三排座椅,2座,2座,2座,2座,2座,2座
空调控制方式,手动○,手动○,手动○,手动○,手动○,手动○
皮质方向盘,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准,国IV,国IV,国IV,国IV,国IV,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-
油箱容积(L),45,45,45,45,45,45
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),未知,未知,未知,未知,未知,未知
最高车速(km/h),110,110,120,110,110,120
最小离地间隙(mm),-,-,-,-,-,-
最大马力(Ps),87,87,112,87,87,112
最大载重质量(kg),-,-,-,-,-,-
最大扭矩转速(rpm),3200,4000,4500,3200,4000,4500
最大扭矩(N·m)_y,109,105,142,109,105,142
最大扭矩(N·m)_x,109,105,142,109,105,142
最大功率转速(rpm),-,-,-,-,-,-
最大功率(kW)_y,64,64,82,64,64,82
最大功率(kW)_x,64,64,82,64,64,82
无钥匙进入系统,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘调节,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),1330,1330,1330,1330,1330,1330
排量(mL),1210,1249,1498,1210,1249,1498
挡位个数,5,5,5,5,5,5
扬声器品牌,-,-,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
感应雨刷,-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-
座椅材料,织物,织物,织物,织物,织物,织物
座位数(个),2/5/7/9,2/5/7/9,2/5/7/9,2/5/7/9,2/5/7/9,2/5/7/9
工信部综合油耗(L/100km),7.3,7.5,7.6,7.3,7.5,7.8
宽度(mm),1735,1735,1735,1735,1735,1735
定速巡航,-,-,-,-,-,-
安全带未系提示,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-
外接音源接口,USB,USB,USB,USB,USB,USB
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1460,1460,1460,1460,1460,1460
后轮胎规格,185 R14C,185 R14C,185 R14C,185 R14C,185 R14C,185 R14C
后视镜电动调节,-,-,-,-,-,-
后视镜电动折叠,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-
发动机型号,DK12,NP12,DAM15R,DK12,NP12,DAM15R
发动机,1.2L 87马力 L4,1.2L 87马力 L4,1.5L 112马力 L4,1.2L 87马力 L4,1.2L 87马力 L4,1.5L 112马力 L4
压缩比,-,-,-,-,-,-
厂商指导价(元),4.28万,4.28万,4.56万,4.38万,4.38万,4.66万
厂商,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越,长安跨越
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
前雾灯,-,-,-,●,●,●
前轮距(mm),1500,1500,1500,1500,1500,1500
前轮胎规格,185 R14C,185 R14C,185 R14C,185 R14C,185 R14C,185 R14C
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅加热,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控台彩色大屏,-,-,-,-,-,-
上市时间,2013.12,2013.12,2013.12,2013.12,2013.12,2013.12
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-
ABS防抱死,-,-,-,-,-,-
220V/230V电源,-,-,-,-,-,-
