Feature,1014343,1014893,1014996,1014997,1014998
高度(mm),1924,1924,1924,1924,1924
驾驶辅助影像,,,,,
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
陡坡缓降,●,●,●,●,●
限滑差速器/差速锁,,,,,
长度(mm),5440,5440,5440,5440,5440
长*宽*高(mm),5440*1991*1924,5440*1991*1924,5440*1991*1924,5440*1991*1924,5440*1991*1924
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●
远光灯光源,,,,,
进气形式,双涡轮增压,双涡轮增压,双涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,
轴距(mm),3350,3350,3350,3350,3350
轮圈材质,,,,,
车顶行李架,●,●,●,●,●
车门数(个),4,4,4,4,4
车身结构_y,皮卡,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车型名称,山海炮 2022款 3.0T V6 汽油极境版,山海炮 2022款 3.0T V6 汽油极途版,山海炮 2023款 3.0T V6 汽油极享版,山海炮 2023款 2.4T 柴油极途版,山海炮 2023款 2.4T 柴油极享版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,,,
车内化妆镜,,,,,
车内中控锁,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1500x1520x500,1500x1520x500,1500x1520x500,1500x1520x500,1500x1520x500
行车电脑显示屏幕,,,,,
行程(mm),-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
能源类型,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,柴油,柴油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排座椅调节,,,,,
第二排座椅电动调节,●,●,●,●,●
第二排座椅功能,,-,,-,
空调温度控制方式,,,,,
电动座椅记忆功能,,-,,-,
电动后备厢,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,95号,95号,95号,0号,0号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,柴油,柴油
温度分区控制,●,●,●,●,●
油箱容积(L),80,80,80,80,80
气缸数(个),6,6,6,4,4
气缸排列形式,V,V,V,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),180,180,180,155,155
最小离地间隙(mm),-,-,-,-,-
最大马力(Ps),360,360,360,186,186
最大载重质量(kg),-,-,-,-,-
最大满载质量(kg),-,-,-,-,-
最大扭矩转速(rpm),1500-4500,1500-4500,1500-4500,1500-2500,1500-2500
最大扭矩(N·m)_y,500,500,500,480,480
最大扭矩(N·m)_x,500,500,500,480,480
最大功率转速(rpm),6000,6000,6000,3600,3600
最大功率(kW)_y,265,265,265,137,137
最大功率(kW)_x,265,265,265,137,137
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,●,●,●,●,●
方向盘加热,●,-,●,-,●
方向盘位置调节,-,-,-,-,-
整车质保,四年或12万公里,四年或12万公里,四年或12万公里,四年或12万公里,四年或12万公里
整备质量(kg),2634,2565,2634,2575,2645
排量(mL),2993,2993,2993,2370,2370
挡位个数,9,9,9,9,9
扬声器数量,,,,,
扬声器品牌名称,,-,,-,
感应雨刷功能,,,,,
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,●,-,●,-,●
工信部综合油耗(L/100km),11.6,11.6,11.6,9.3,9.3
巡航系统,,,,,
宽度(mm),1991,1991,1991,1991,1991
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
后雨刷,-,-,-,-,-
后轮距(mm),1635,1635,1635,1635,1635
后轮胎规格,265/55 R19,265/60 R18,265/60 R18,265/60 R18,265/60 R18
后排车门开启方式,-,-,-,-,-
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,●,●,●
后悬架类型,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架
后座出风口,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,-,-,-,-,-
发动机型号,GW6Z30,GW6Z30,GW6Z30,GW4D24,GW4D24
发动机启停技术,●,●,●,●,●
发动机,3.0T 360马力 V6,3.0T 360马力 V6,3.0T 360马力 V6,2.4T 186马力 L4,2.4T 186马力 L4
压缩比,-,-,-,-,-
厂商指导价(元),30.18万,25.88万,28.88万,22.88万,24.88万
