Feature,20033,20034,23655,23656,23657
高度(mm),1505,1505,1505,1505,1505
驻车制动类型,手刹,手刹,手刹,手刹,手刹
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-
陡坡缓降,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-
长度(mm),3950,3950,3950,3950,3950
长*宽*高(mm),3950*1650*1505,3950*1650*1505,3950*1650*1505,3950*1650*1505,3950*1650*1505
铝合金轮圈,●,●,○,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●
遥控钥匙,●,●,●,●,●
道路救援呼叫,-,-,-,-,-
远程启动,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素
运动风格座椅,●,●,-,-,-
运动外观套件,-,-,-,-,-
轴距(mm),2410,2410,2410,2410,2410
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,●,●,●,●,●
车门数(个),5,5,5,5,5
车道偏离预警系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车载电视,-,-,-,-,-
车载冰箱,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车联网,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车窗一键升降,-,-,-,-,-
车型名称,夏利N7 2014款 1.3L 手动运动豪华型,夏利N7 2014款 1.3L 手动运动尊贵型,夏利N7 2015款 1.3L 自动舒适型,夏利N7 2015款 1.3L 自动豪华型,夏利N7 2015款 1.3L 自动尊贵型
车内空气调节/花粉过滤,-,-,-,-,-
车内氛围灯,-,-,-,-,-
车内中控锁,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,-,●,-,-,●
行程(mm),-,-,-,-,-
行李厢容积(L),-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自适应巡航,-,-,-,-,-
自动驻车,-,-,-,-,-
自动泊车入位,-,-,-,-,-
自动头灯,-,-,-,-,-
膝部气囊,-,-,-,-,-
腰部支撑调节,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●
肩部支撑调节,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁
级别,小型车,小型车,小型车,小型车,小型车
简称,5挡手动,5挡手动,4挡自动,4挡自动,4挡自动
第二排靠背角度调节,-,-,-,-,-
第二排独立座椅,-,-,-,-,-
第二排座椅移动,-,-,-,-,-
第三排座椅,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-
皮质方向盘,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-
电磁感应悬架,-,-,-,-,-
电动座椅记忆,-,-,-,-,-
电动天窗,-,-,-,-,-
电动吸合门,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国IV(国V),国IV(国V),国IV,国IV,国IV
环保标准_x,国IV(国V),国IV(国V),国IV,国IV,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-
流媒体车内后视镜,-,-,-,-,-
油箱容积(L),37,37,37,37,37
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),166,166,160,160,160
最小离地间隙(mm),137,137,137,137,137
最大马力(Ps),91,91,91,91,91
最大扭矩转速(rpm),4400,4400,4400,4400,4400
最大扭矩(N·m)_y,120,120,120,120,120
最大扭矩(N·m)_x,120,120,120,120,120
最大功率转速(rpm),6000,6000,6000,6000,6000
最大功率(kW)_y,67,67,67,67,67
最大功率(kW)_x,67,67,67,67,67
无钥匙进入系统,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘调节,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘电动调节,-,-,-,-,-
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),945,945,965,965,965
整体主动转向系统,-,-,-,-,-
排量(mL),1339,1339,1339,1339,1339
挡位个数,5,5,4,4,4
扬声器品牌,-,-,-,-,-
扬声器个数,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭
手机无线充电,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-
感应雨刷,-,-,-,-,-
感应后备厢,-,-,-,-,-
座椅高低调节,-,-,-,-,-
座椅材料,织物,织物,织物,织物,织物
座位数(个),5,5,5,5,5
并线辅助,-,-,-,-,-
工信部综合油耗(L/100km),5.8,5.8,6.4,6.4,6.4
导航路况信息显示,-,-,-,-,-
宽度(mm),1650,1650,1650,1650,1650
实测油耗(L/100km),-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-
定速巡航,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提示,●,●,●,●,●
