Feature,52361,52446,52447,55262,55263,55264,55265
高度(mm),1520,1530,1520,1530,1530,1530,1520
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),3621,3625,3621,3625,3625,3625,3621
长*宽*高(mm),3621*1660*1520,3625*1660*1530,3621*1660*1520,3625*1660*1530,3625*1660*1530,3625*1660*1530,3621*1660*1520
钥匙类型,,,,,,,
道路救援呼叫,-,-,-,-,-,-,-
道路交通标识识别,●,-,-,-,-,-,-
远程启动功能,,,,,,,
远光灯光源,,,,,,,
近光灯光源,,,,,,,
运动风格座椅,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-
轴距(mm),2490,2490,2490,2490,2490,2490,2490
轮圈材质,,,,,,,
转向辅助灯,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5,5
车道偏离预警系统,●,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车,5门4座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,-,-,-
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,-,-,-,-,-,-
车窗一键升降功能,,-,-,-,-,-,-
车型名称,欧拉白猫 2022款 小野猫版 401km 旗舰型 三元锂,欧拉白猫 2022款 升级版 305km 豪华型 三元锂,欧拉白猫 2022款 小野猫版 360km 豪华型 三元锂,欧拉白猫 2022款 升级版 305km 豪华型 磷酸铁锂,欧拉白猫 2022款 升级版 305km 舒享型 三元锂,欧拉白猫 2022款 升级版 305km 舒享型 磷酸铁锂,欧拉白猫 2022款 小野猫版 360km 尊享型 三元锂
车前雾灯,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,-,-,-
自动驻车,●,●,●,●,-,-,-
自动泊车入位,-,-,-,-,-,-,-
自动头灯,●,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
空气悬架,-,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●
电池能量(kWh),36,29.4,33,-,29.4,-,33
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,磷酸铁锂电池,三元锂电池,磷酸铁锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),130,125,125,125,125,125,125
电动机总功率(kW),45,35,35,35,35,35,35
电动机(Ps),61,48,48,48,48,48,48
电动扰流板,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,-,-,-
灯光特色功能,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
最高车速(km/h),102,102,102,102,102,102,102
最大扭矩(N·m),130,125,125,125,125,125,125
最大功率(kW),45,35,35,35,35,35,35
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1032,977,1010,977,-,-,-
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,-
手机互联/映射,,,,,,,
手势控制,-,-,-,-,-,-,-
慢充时间(小时)_y,-,9,10.5,9,9,9,10.5
慢充时间(小时)_x,-,9,10.5,9,9,9,10.5
感应雨刷功能,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5
座椅材质,,,,,,,
座位数(个),4,4,4,4,4,4,4
并线辅助,-,-,-,-,-,-,-
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1660,1660,1660,1660,1660,1660,1660
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,175/55 R16,175/55 R16,175/55 R16,175/55 R16,165/65 R15,165/65 R15,175/55 R16
后排独立空调,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,
后排小桌板,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),10.38万,8.68万,9.48万,8.68万,8.68万,8.68万,9.48万
厂商,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,175/55 R16 ,175/55 R16 ,175/55 R16 ,175/55 R16 ,165/65 R15,165/65 R15,175/55 R16 
前电动机最大扭矩(N·m),130,125,125,125,125,125,125
前电动机最大功率(kW),45,35,35,35,35,35,35
前排座椅功能,,,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
