Feature,55276,55441,62913,62914
高度(mm),1699,1699,1699,1699
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,双电机,双电机,双电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）
陡坡缓降,●,●,●,●
长度(mm),4533,4533,4538,4538
长*宽*高(mm),4533*1848*1699,4533*1848*1699,4538*1848*1699,4538*1848*1699
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
道路交通标识识别,-,-,-,●
透明底盘/540度影像,●,-,-,●
远程启动功能,,,,
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
运动风格座椅,-,-,●,●
辅助驾驶等级,-,-,-,
轴距(mm),2670,2670,2670,2670
轮圈材质,,,,
车顶行李架,●,●,●,●
车门数(个),5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,●
车道保持辅助系统,-,-,-,●
车载空气净化器,-,-,-,-
车载智能系统,,,,
车身结构_y,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车机智能芯片,-,-,,
车型名称,星途追风ET-i 2022款 1.5TCI-DHT 105KM乘风起版,星途追风ET-i 2022款 1.5TCI-DHT 105KM御风行版,2023款 1.5TCI-DHT 80KM御风行版,2023款 1.5TCI-DHT 80KM乘风起版
车前雾灯,-,-,-,-
车内环境氛围灯,,-,-,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,-,●,●
车体结构,承载式,承载式,承载式,承载式
语音连续识别,-,-,●,●
语音识别控制系统,,,,
语音分区域唤醒识别,-,-,,
语音免唤醒词,-,-,●,●
行车电脑显示屏幕,,,,
蓝牙/车载电话,●,●,●,●
自适应远近光,-,-,-,-
自动驻车,●,●,●,●
自动头灯,●,●,●,●
能量回收系统,●,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),510,510,545,545
系统综合功率(kW),240,240,240,240
系统综合功率(Ps),326,326,326,326
简称,3挡DHT,3挡DHT,3挡DHT,3挡DHT
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),22,22,22,22
百公里耗电量(kWh/100km),17.8,17.8,17.8,17.8
疲劳驾驶提示,-,-,-,-
电芯品牌,国轩高科,国轩高科,国轩高科,国轩高科
电能当量燃料消耗量(L/100km),2,2,-,-
电池预加热,●,●,●,●
电池能量(kWh),19.27,19.27,19.27,19.27
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总扭矩(N·m),315,315,315,315
电动机总功率(kW),125,125,125,125
电动机总功率(Ps),170,170,170,170
电动机(Ps),170,170,170,170
电动座椅记忆功能,-,-,-,-
电动后备厢位置记忆,●,-,-,●
电动后备厢,●,-,-,●
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,,,,
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
油箱容积(L),-,-,60,60
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),180,180,180,180
最大马力(Ps),156,156,156,156
最大满载质量(kg),2063,2063,2063,2063
最大扭矩转速(rpm),1750-4000,1750-4000,1750-4000,1750-4000
最大扭矩(N·m)_y,230,230,230,230
最大扭矩(N·m)_x,510,510,545,545
最大功率转速(rpm),5500,5500,5500,5500
最大功率(kW)_y,115,115,115,115
最大功率(kW)_x,240,240,240,240
最大净功率(kW),108,108,108,108
最低荷电状态油耗(L/100km),4.8,4.8,5.96,5.96
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,-,-,三年或10万公里,三年或10万公里
整备质量(kg),1656,1656,1683,1683
接近角(°),21,21,21,21
排量(mL),1498,1498,1498,1498
换挡形式,,,,
挡位个数,3,3,3,3
扬声器数量,,,,
扬声器品牌名称,,-,,
手机无线充电功能,-,-,,
手机互联/映射,,,,
手机APP远程功能,,,,
慢充时间(小时)_y,-,-,-,-
慢充时间(小时)_x,-,-,-,-
感应雨刷功能,,,,
感应后备厢,●,-,-,●
快充电量百分比,-,-,80,80
快充电量(%),-,-,80,80
快充时间(小时)_y,-,-,0.42,0.42
快充时间(小时)_x,-,-,0.42,0.42
快充功能,-,-,支持,支持
快充功率(kW),-,-,29,29
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,-,-,-,-
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,-,-,●,●
宽度(mm),1848,1848,1848,1848
官方0-100km/h加速(s),6.8,6.8,7,7
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,,-,-,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,无,无,无,无
地图品牌,,,,
四驱形式,-,-,-,-
后雨刷,●,●,●,●
后轮距(mm),1570,1570,1570,1570
后轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/60 R18
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式
可见即可说,-,-,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,3挡DHT,3挡DHT
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,SQRE4T15C,SQRE4T15C,SQRE4T15C,SQRE4T15C
发动机启停技术,-,-,-,-
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),16.28万,15.28万,15.28万,16.28万
厂商,星途,星途,星途,星途
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1570,1570,1570,1570
前轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/60 R18
前电动机最大扭矩(N·m),-,-,315,315
前电动机最大功率(kW),-,-,125,125
前方碰撞预警,-,-,-,●
前排座椅功能,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,-,-,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,-,-,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,-,-,-,-
上市时间,2022.03,2022.03,2023.04,2023.04
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
WLTC综合油耗(L/100km),1.76,1.76,1.76,1.76
WLTC纯电续航里程(km)_y,-,-,80,80
WLTC纯电续航里程(km)_x,-,-,80,80
USB/Type-C接口数量,,,,
