Feature,1013205,1013206,1013207
高度(mm),2285,2285,2285
驾驶辅助影像,,,
驱动方式,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-
限滑差速器/差速锁,-,-,-
长度(mm),5998,5998,5998
长*宽*高(mm),5998×1885×2285,5998×1885×2285,5998×1885×2285
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-
远光灯光源,,,
进气形式,涡轮增压,涡轮增压,自然吸气
近光灯光源,,,
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),3720,3720,3720
轮圈材质,,,
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,-,-,-
车门数(个),4,4,4
车载电视,-,-,-
车载冰箱,-,-,-
车载CD/DVD,-,-,-
车身结构_y,客车,客车,客车
车身结构_x,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),●,-,-
车窗防夹手功能,-,-,-
车型名称,凯歌 2022款 2.8T 凯歌L营运版 SC28R,凯歌 2022款 2.8T 凯歌L SC28R,凯歌 2022款 2.7L 凯歌L 3TZ
车前雾灯,,,
车内环境氛围灯,-,-,-
车内化妆镜,-,-,-
车内中控锁,●,●,●
车体结构,承载式,承载式,承载式
货箱尺寸(mm),-,-,-
行车电脑显示屏幕,-,-,-
行程(mm),-,-,-
蓝牙/车载电话,-,-,-
自适应远近光,-,-,-
自动驻车,-,-,-
自动头灯,-,-,-
膝部气囊,-,-,-
能源类型,柴油,柴油,汽油
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),-,-,-
缸体材料,铸铁,铸铁,铸铁
级别,轻客,轻客,轻客
简称,6挡手动,6挡手动,5挡手动
第二排座椅调节,-,-,-
空调温度控制方式,,,
空气悬架,-,-,-
电动座椅记忆功能,-,-,-
电动吸合车门,-,-,-
电动后备厢位置记忆,-,-,-
电动后备厢,-,-,-
环保标准_y,国VI,国VI,国IV
环保标准_x,国VI,国VI,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-
燃油标号,0号,0号,92号
燃料形式,柴油,柴油,汽油
温度分区控制,-,-,-
油箱容积(L),70,70,70
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),-,-,-
最小离地间隙(mm),160,160,167
最大马力(Ps),150,150,163
最大载重质量(kg),-,-,-
最大扭矩转速(rpm),1300-2600,1300-2600,2600-3200
最大扭矩(N·m)_y,350,350,260
最大扭矩(N·m)_x,350,350,260
最大功率转速(rpm),3000,3000,4600-5000
最大功率(kW)_y,110,110,120
最大功率(kW)_x,110,110,120
无钥匙进入功能,-,-,-
无钥匙启动系统,-,-,-
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,三年或6万公里,三年或6万公里,三年或6万公里
