Feature,55934,55936,58358,58359,58687,58688,60802,61435,61436,62391,62667,62668
高度(mm),1642,1642,1642,1642,1714,1714,1714,1714,1714,1714,1714,1714
驾驶辅助影像,,,,,,,,,,,,
驾驶模式切换,,,,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
首任车主质保政策,-,-,-,-,-,-,-,-,-,-,-,-
面部识别,-,-,-,-,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
长度(mm),4764,4764,4764,4764,4826,4826,4826,4826,4826,4826,4826,4826
长*宽*高(mm),4764*1898*1642,4764*1898*1642,4764*1898*1642,4764*1898*1642,4826*1890*1714,4826*1890*1714,4826*1890*1714,4826*1890*1714,4826*1890*1714,4826*1890*1714,4826*1890*1714,4826*1890*1714
钥匙类型,,,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●,●,●,●,●,●
道路交通标识识别,-,-,-,-,-,-,-,-,-,-,-,-
远程启动功能,,,,,,,,,,,,
远光灯光源,,,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,,,
运动风格座椅,-,-,-,-,●,●,●,●,●,●,●,●
运动外观套件,●,●,●,●,●,●,●,○,●,○,●,●
辅助驾驶等级,-,-,-,,,,,,,,,
轴距(mm),2973,2973,2973,2973,2977,2977,2977,2977,2977,2977,2977,2977
轮圈材质,,,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,○,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,○,○,●,●,●,●,●,●,●,●
车道偏离预警系统,-,-,○,○,●,●,●,●,●,●,●,●
车道保持辅助系统,-,-,○,○,●,●,●,●,●,●,●,●
车载空气净化器,○,○,○,○,●,●,●,●,●,●,●,●
车载智能系统,,,,,,,,,,,,
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车型名称,奔驰GLC 2022款 改款三 GLC 260 L 4MATIC 动感型,奔驰GLC 2022款 改款二 GLC 260 L 4MATIC 豪华型,奔驰GLC 2022款 改款 GLC 300 L 4MATIC 动感型臻藏版,奔驰GLC 2022款 改款三 GLC 300 L 4MATIC 豪华型,奔驰GLC 2023款 GLC 260 L 4MATIC 豪华型 7座,奔驰GLC 2023款 GLC 300 L 4MATIC 豪华型 5座,奔驰GLC 2023款 GLC 300 L 4MATIC 豪华型 7座,奔驰GLC 2023款 GLC 260 L 4MATIC 动感型 7座,奔驰GLC 2023款 GLC 300 L 4MATIC 动感型 7座,奔驰GLC 2023款 GLC 260 L 4MATIC 动感型 5座,奔驰GLC 2023款 GLC 260 L 4MATIC 豪华型 5座,奔驰GLC 2023款 GLC 300 L 4MATIC 动感型 5座
