Feature,1005216,1005217,1006605,1006606,1006607,1006608,1006609,1006610
高度(mm),1760,1760,1760,1760,1760,1760,1760,1760
驱动方式,前置四驱,前置后驱,前置四驱,前置后驱,前置四驱,前置后驱,前置四驱,前置后驱
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),5560,5560,5560,5560,5560,5560,5560,5560
长*宽*高(mm),5560×1850×1760,5560×1850×1760,5560×1850×1760,5560×1850×1760,5560×1850×1760,5560×1850×1760,5560×1850×1760,5560×1850×1760
配气机构,DOHC,DOHC,未知,未知,未知,未知,DOHC,DOHC
道路救援呼叫,-,-,-,-,-,-,-,-
进气形式,自然吸气,自然吸气,涡轮增压,涡轮增压,涡轮增压,涡轮增压,自然吸气,自然吸气
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),3500,3500,3500,3500,3500,3500,3500,3500
转向辅助灯,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4
车载电视,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-
车型名称,卡威K1 2017款 2.4L汽油四驱4G69S4N,卡威K1 2017款 2.4L汽油两驱4G69S4N,卡威K1 2018款 2.8T柴油四驱4JB1,卡威K1 2018款 2.8T柴油两驱4JB1,卡威K1 2018款 2.8T柴油四驱创享版双排皮卡4JB1,卡威K1 2018款 2.8T柴油两驱创享版双排皮卡4JB1,卡威K1 2018款 2.4L汽油四驱创享版双排皮卡4G69S4N,卡威K1 2018款 2.4L汽油两驱创享版双排皮卡4G69S4N
车内中控锁,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1805x1590x560,1805x1590x560,1805x1590x560,1805x1590x560,1805x1590x560,1805x1590x560,1805x1590x560,1805x1590x560
行程(mm),-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,柴油,柴油,柴油,柴油,汽油,汽油
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-
缸体材料,未知,未知,铸铁,铸铁,铸铁,铸铁,未知,未知
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
空气悬架,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国V,国V,国V,国V
环保标准_x,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
燃油标号,92号,92号,0号,0号,0号,0号,92号,92号
燃料形式,汽油,汽油,柴油,柴油,柴油,柴油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,未知,未知,未知,未知,4,4
最高车速(km/h),-,-,-,-,-,-,-,-
最小离地间隙(mm),220,220,220,220,220,220,220,220
最大马力(Ps),131,131,109,109,109,109,131,131
最大载重质量(kg),-,-,-,-,-,-,-,-
最大扭矩转速(rpm),2500-3000,2500-3000,-,-,-,-,2500-3000,2500-3000
最大扭矩(N·m)_y,200,200,280,280,280,280,200,200
最大扭矩(N·m)_x,200,200,280,280,280,280,200,200
最大功率转速(rpm),-,-,-,-,-,-,-,-
最大功率(kW)_y,96,96,80,80,80,80,96,96
最大功率(kW)_x,96,96,80,80,80,80,96,96
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-,-,-
排量(mL),2378,2378,2771,2771,2771,2771,2378,2378
挡位个数,5,5,5,5,5,5,5,5
感应后备厢,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-
宽度(mm),1850,1850,1850,1850,1850,1850,1850,1850
大灯高度可调,-,-,-,-,-,-,-,-
大灯清洗装置,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560
后轮胎规格,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17,235/65 R17
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
