Feature,63030,63283,63285,63772,63773,63774,63775
高度(mm),1736,1736,1736,1736,1736,1736,1736
驾驶辅助影像,,,,,,,
驾驶模式切换,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
长度(mm),4735,4735,4735,4735,4735,4735,4719
长*宽*高(mm),4735*1860*1736,4735*1860*1736,4735*1860*1736,4735*1860*1736,4735*1860*1736,4735*1860*1736,4719*1857*1736
钥匙类型,,,,,,,
配气机构,-,-,-,-,-,-,DOHC
道路交通标识识别,-,○,○,-,○,○,○
远程启动功能,,,,,,,
远光灯光源,,,,,,,
进气形式,-,-,-,-,-,-,涡轮增压
近光灯光源,,,,,,,
辅助驾驶等级,-,,,-,,,
轴距(mm),2760,2760,2760,2760,2760,2760,2760
轮圈材质,,,,,,,
车门数(个),5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,○,○,-,○,○,○
车道保持辅助系统,-,○,○,-,○,○,○
车载空气净化器,-,-,-,-,○,○,○
车载智能系统,,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门6座SUV,5门5座SUV,5门5座SUV,5门6座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车型名称,2023款 豪华版 5座,2023款 行政版 5座,上汽大通MAXUS 大家MIFA6 2023款 行政版 6座,上汽大通MAXUS 大家MIFA6 2024款 豪华版 5座,上汽大通MAXUS 大家MIFA6 2024款 行政版 5座,上汽大通MAXUS 大家MIFA6 2024款 行政版 6座,上汽大通MAXUS 大家MIFA6 2024款 1.3T PLUG IN 行政版 5座
车前雾灯,-,-,-,-,-,-,-
车内环境氛围灯,-,,,-,,,
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,
行车电脑显示屏幕,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●
自动头灯,-,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,-,-,-,-,-,-,铝合金
缸体材料,-,-,-,-,-,-,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,AMT（组合10挡）
第二排座椅调节,-,-,,-,-,,-
空调温度控制方式,,,,,,,
离去角(°),21,21,21,21,21,21,25
百公里耗电量(kWh/100km),-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-
电芯品牌,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代
电池预加热,-,○,○,-,○,○,○
电池能量(kWh),61,70,70,61,70,70,13
电池组质保,-,-,-,-,-,-,-
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),225,225,225,225,225,225,160
电动机总功率(kW),118,118,118,118,118,118,60
电动机总功率(Ps),160,160,160,160,160,160,82
电动机(Ps),160,160,160,160,160,160,82
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢位置记忆,-,○,○,-,○,○,○
电动后备厢,-,○,○,-,○,○,○
环保标准_y,-,-,-,-,-,-,国VI
环保标准_x,-,-,-,-,-,-,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,-,-,-,-,-,-,92号
燃料形式,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力
满载最小离地间隙(mm),160,160,160,160,160,160,160
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
油箱容积(L),-,-,-,-,-,-,-
气缸数(个),-,-,-,-,-,-,3
气缸排列形式,-,-,-,-,-,-,L
每缸气门数(个),-,-,-,-,-,-,4
最高车速(km/h),160,160,160,160,160,160,180
最大马力(Ps),160,160,160,160,160,160,163
最大满载质量(kg),-,-,-,2190,2220,2325,2150
最大扭矩转速(rpm),-,-,-,-,-,-,-
最大扭矩(N·m)_y,225,225,225,225,225,225,230
最大扭矩(N·m)_x,225,225,225,225,225,225,-
最大功率转速(rpm),-,-,-,-,-,-,-
最大功率(kW)_y,118,118,118,118,118,118,120
最大功率(kW)_x,118,118,118,118,118,118,-
最大净功率(kW),-,-,-,-,-,-,115
最低荷电状态油耗(L/100km),-,-,-,-,-,-,5
无钥匙进入功能,,,,,,,
