Feature,35781,35782
发动机型号,CA4GB16,CA4GB14TD
发动机启停技术,○,●
发动机,1.6L 109马力 L4,1.4T 136马力 L4
压缩比,-,-
厂商指导价(元),8.59万,10.49万
厂商,一汽奔腾,一汽奔腾
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
前雾灯,-,-
前轮距(mm),1560,1560
前轮胎规格,205/60 R16,205/60 R16
前桥限滑差速器/差速锁,-,-
前悬架类型,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-
前/后排座椅按摩,-,-
前/后排座椅加热,-,-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
内/外后视镜自动防眩目,-,-
全液晶仪表盘,-,-
全景摄像头,-,-
全景天窗,-,-
倒车视频影像,●,●
侧滑门,-,-
供油方式,多点电喷,直喷
主动降噪,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-
中控台彩色大屏尺寸,8英寸,8英寸
中控台彩色大屏,●,●
中央差速器锁止功能,-,-
上市时间,2018.09,2018.09
上坡辅助,-,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
GPS导航系统,-,-
CD/DVD,-,-
ABS防抱死,●,●
220V/230V电源,-,-
