Feature,32782,36867
高度(mm),1780,1803
驻车制动类型,电子驻车,电子驻车
驱动电机数,单电机,单电机
驱动方式,前置四驱,前置四驱
零胎压继续行驶,-,-
陡坡缓降,●,●
防紫外线玻璃,●,●
长度(mm),4879,4879
长*宽*高(mm),4879*2073*1780,4879*2073*1803
铝合金轮圈,●,●
配气机构,DOHC,DOHC
遮阳板化妆镜,●,●
遥控钥匙,●,●
道路救援呼叫,●,●
远程启动,-,-
远光灯,LED(选装激光),LED(选装激光)
进气形式,涡轮增压,涡轮增压
近光灯,LED,LED
运动风格座椅,-,-
运动外观套件,●,●
轴距(mm),2923,2923
转向辅助灯,-,-
转向头灯,●,●
车顶行李架,○,○
车门数(个),5,5
车道偏离预警系统,●,●
车载空气净化器,●,●
车载电视,○,○
车载冰箱,○,○
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降,全车,全车
车型名称,揽胜运动版新能源 2018款 P400e,揽胜运动版新能源 2019款 P400e HSE
车内空气调节/花粉过滤,●,●
车内氛围灯,●,●
车内中控锁,●,●
车体结构,承载式,承载式
行车电脑显示屏,●,●
行程(mm),-,-
行李厢容积(L),701-1607,703-1607
蓝牙/车载电话,●,●
自适应远近光,●,●
自适应巡航,○,○
自动驻车,-,-
自动泊车入位,○,○
自动头灯,●,●
膝部气囊,-,-
腰部支撑调节,●,●
能源类型,插电式混合动力,插电式混合动力
胎压监测装置,●,●
肩部支撑调节,-,-
缸盖材料,铝合金,铝合金
缸径(mm),-,-
缸体材料,铝合金,铝合金
级别,中大型SUV,中大型SUV
系统综合扭矩(N·m),640,640
系统综合功率(kW),297,297
简称,8挡手自一体,8挡手自一体
第二排靠背角度调节,●,●
第二排独立座椅,-,-
第二排座椅移动,-,-
第三排座椅,-,-
空调控制方式,自动●,自动●
空气悬架,●,●
皮质方向盘,●,●
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,○,○
电磁感应悬架,-,-
电池组质保,待查,待查
电池类型,-,-
电池容量(kWh),13.1,13.1
电机类型,永磁 / 同步,永磁 / 同步
电机布局,前置,前置
电动机总扭矩(N·m),275,275
电动机总功率(kW),85,85
