Feature,57193,57194,57195,57401,57402,61204,61205,61700
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-
离去角(°),19,19,-,19,19,19,-,19
百公里耗电量(kWh/100km),13.9,14.4,14.4,13.9,14.4,13.9,14.4,13.9
疲劳驾驶提示,-,-,-,-,-,-,-,-
电芯品牌,国轩高科,中航锂电,中航锂电,国轩高科,中航锂电,国轩高科,中航锂电,国轩高科
电能当量燃料消耗量(L/100km),1.57,1.63,1.63,1.57,1.63,1.57,1.63,1.57
电磁感应悬架,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),171.83,178.25,178.25,171.83,178.25,171.83,178.25,171.83
电池能量(kWh),53,80,80,53,80,53,80,53
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,三年或30万公里,五年或50万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),280,280,280,280,280,280,280,280
电动机总功率(kW),120,120,120,120,120,120,120,120
电动机总功率(Ps),163,163,163,163,163,163,163,163
电动机(Ps),163,163,163,163,163,163,163,163
电动扰流板,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,●,●,-
电动后备厢,-,-,-,-,-,●,●,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
毫米波雷达数量,,,,,,,,
最高车速(km/h),160,160,160,160,160,160,160,160
最大满载质量(kg),1940,2060,2100,1940,2060,1940,2060,1940
最大扭矩(N·m),280,280,280,280,280,280,280,280
最大功率(kW),120,120,120,120,120,120,120,120
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,●,●,-
方向盘位置调节,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1535,1650,1680,1535,1650,1535,1650,1535
摄像头数量,,,,,,,,
接近角(°),16,16,-,16,16,16,-,16
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,,,-
手机互联/映射,,,,,,,,
手势控制,-,-,-,-,-,-,-,-
慢充时间(小时)_y,7,7.5,7.5,7,7.5,7,7.5,7
慢充时间(小时)_x,7,7.5,7.5,7,7.5,7,7.5,7
感应雨刷功能,-,-,,-,-,,,-
感应后备厢,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充功能,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),1822,1822,1822,1822,1822,1822,1822,1822
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,
四驱形式,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1570,1570,1570,1570,1570,1570,1570,1570
后轮胎规格,205/55 R17,205/55 R17,225/50 R18,205/55 R17,205/55 R17,205/55 R17,225/50 R18,205/55 R17
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,●,-,-
后排控制多媒体,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),407-1160,407-1160,407-1160,407-1160,407-1160,407-1160,407-1160,407-1160
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),13.98万,16.98万,18.98万,17.98万,19.98万,19.88万,24.98万,14.78万
厂商,摩登汽车,摩登汽车,摩登汽车,摩登汽车,摩登汽车,摩登汽车,摩登汽车,摩登汽车
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副驾娱乐屏,-,-,-,-,-,-,,-
副座椅调节方式,,,,,,,,
前轮距(mm),1570,1570,1570,1570,1570,1570,1570,1570
前轮胎规格,205/55 R17,205/55 R17,225/50 R18,205/55 R17,205/55 R17,205/55 R17,225/50 R18,205/55 R17
前电动机最大扭矩(N·m),280,280,280,280,280,280,280,280
前电动机最大功率(kW),120,120,120,120,120,120,120,120
前方碰撞预警,○,○,●,○,○,●,○,○
前排座椅功能,-,-,,-,-,,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-
前/后排侧气囊,-,-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,●,●,-
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,○,○,●,○,○,●,○,○
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副●,-,-,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-
上市时间,2022.05,2022.05,2022.05,2022.05,2022.05,2023.01,2023.01,2023.02
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,420,610,610,420,610,420,610,420
NEDC纯电续航里程(km)_x,420,610,610,420,610,420,610,420
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
