Feature,53874,56497,56516,56517,56970,56998,57000,57001,57002,57003,57004,57005
高度(mm),1800,1800,1820,1820,1800,1820,1820,1820,1820,1800,1800,1800
驾驶辅助影像,,,,,,,,,,,,
驾驶模式切换,,,,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,双电机,双电机,双电机,双电机,双电机,双电机,双电机,双电机,双电机,双电机,双电机
驱动方式,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱,双电机四驱
面部识别,●,●,●,●,●,●,●,●,●,●,●,●
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●,●,●,●,●,●
限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
长度(mm),5315,5315,5315,5315,5315,5315,5315,5315,5315,5315,5315,5315
长*宽*高(mm),5315*1985*1800,5315*1985*1800,5315*1985*1820,5315*1985*1820,5315*1985*1800,5315*1985*1820,5315*1985*1820,5315*1985*1820,5315*1985*1820,5315*1985*1800,5315*1985*1800,5315*1985*1800
钥匙类型,,,,,,,,,,,,
配气机构,DOHC,-,DOHC,-,DOHC,DOHC,-,-,-,-,-,-
遥控泊车,●,●,-,-,●,●,-,●,●,●,●,●
道路救援呼叫,●,●,●,●,●,●,●,●,●,●,●,●
道路交通标识识别,●,●,-,-,●,●,-,●,●,●,●,●
透明底盘/540度影像,●,●,●,●,●,●,●,●,●,●,●,●
远程启动功能,,,,,,,,,,,,
远光灯光源,,,,,,,,,,,,
进气形式,涡轮增压,-,涡轮增压,-,涡轮增压,涡轮增压,-,-,-,-,-,-
近光灯光源,,,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-
辅助驾驶等级,,,-,-,,,-,,,,,
轴距(mm),3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
轮圈材质,,,,,,,,,,,,
转向辅助灯,●,●,●,●,●,●,●,●,●,●,●,●
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门,平开门+侧滑门
车道居中保持,●,●,-,-,●,●,-,●,●,●,●,●
车道偏离预警系统,●,●,-,-,●,●,-,●,●,●,●,●
车道保持辅助系统,●,●,-,-,●,●,-,●,●,●,●,●
车载空气净化器,●,●,-,-,●,-,-,-,-,●,●,●
车载冰箱,-,-,-,-,●,-,-,-,-,-,●,●
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV,MPV
车身结构_x,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门4座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV,5门4座MPV,5门4座MPV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车型名称,梦想家 2022款 低碳版 梦+智享包,梦想家 2022款 0碳版 梦+智享续航包 605km,梦想家 2022款 低碳版 家,梦想家 2022款 0碳版 家 475km,梦想家 2022款 私人定制低碳版,梦想家 2022款 低碳版 想+智驾包,梦想家 2022款 0碳版 家+续航包 605km,梦想家 2022款 0碳版 想+智驾包 475km,梦想家 2022款 0碳版 想+智驾续航包 605km,梦想家 2022款 0碳版 梦+智享包 475km,梦想家 2022款 私人定制0碳版 475km,梦想家 2022款 私人定制0碳长续航版 605km
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,●,●,-,-,●,-,-,-,-,●,●,●
车内环境氛围灯,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,
负离子发生器,●,●,-,-,●,-,-,-,-,●,●,●
语音识别控制系统,,,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●,●
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,-,-,●,-,-,-,-,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,-,-,●,●,-,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,●,●,-,-,●,●,-,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,插电式混合动力,纯电动,插电式混合动力,纯电动,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,-,铝合金,-,铝合金,铝合金,-,-,-,-,-,-
缸体材料,铝合金,-,铝合金,-,铝合金,铝合金,-,-,-,-,-,-
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,
第二排座椅电动调节,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅功能,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,
空气悬架,●,●,-,-,●,-,-,-,-,●,●,●
离去角(°),16,16,17,17,16,17,17,17,17,16,16,16
百公里耗电量(kWh/100km),22.8,20,22.8,20,22.8,22.8,20,20,20,20,20,20
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●
电芯品牌,东风时代,宁德时代/孚能科技,东风时代,宁德时代/孚能科技,东风时代,东风时代,宁德时代/孚能科技,宁德时代/孚能科技,宁德时代/孚能科技,宁德时代/孚能科技,宁德时代/孚能科技,宁德时代/孚能科技
电能当量燃料消耗量(L/100km),2.58,2.26,2.58,2.26,2.58,2.58,2.26,2.26,2.26,2.26,2.26,2.26
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),25.57,108.7,25.57,82,25.57,25.57,108.7,82,108.7,82,82,108.7
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置
电动机总扭矩(N·m)_y,610,620,610,620,610,610,620,620,620,620,620,620
电动机总扭矩(N·m)_x,610,620,610,620,610,610,620,620,620,620,620,620
电动机总功率(kW)_y,290,320,290,320,290,290,320,320,320,320,320,320
电动机总功率(kW)_x,290,320,290,320,290,290,320,320,320,320,320,320
电动机总功率(Ps),394,435,394,435,394,394,435,435,435,435,435,435
电动机(Ps),394,435,394,435,394,394,435,435,435,435,435,435
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,,,,,,
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,-,国VI,-,国VI,国VI,-,-,-,-,-,-
环保标准_x,国VI,-,国VI,-,国VI,国VI,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,-,95号,-,95号,95号,-,-,-,-,-,-
燃料形式,插电式混合动力,纯电动,插电式混合动力,纯电动,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
热泵空调,-,●,-,●,-,-,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),133,133,150,150,133,150,150,150,150,133,133,133
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,
油箱容积(L),51,-,51,-,51,51,-,-,-,-,-,-
气缸数(个),4,-,4,-,4,4,-,-,-,-,-,-
气缸排列形式,L,-,L,-,L,L,-,-,-,-,-,-
毫米波雷达数量,,,-,-,,,-,,,,,
每缸气门数(个),4,-,4,-,4,4,-,-,-,-,-,-
最高车速(km/h),200,200,200,200,200,200,200,200,200,200,200,200
最大马力(Ps),136,435,136,435,136,136,435,435,435,435,435,435
最大满载质量(kg),3145,3225,3145,3220,3145,3145,3225,3220,-,3220,3220,3225
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m),-,620,-,620,-,-,620,620,620,620,620,620
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW),100,320,100,320,100,100,320,320,320,320,320,320
最大净功率(kW),95,-,95,-,95,95,-,-,-,-,-,-
最低荷电状态油耗(L/100km),7.4,-,7.4,-,7.4,7.4,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里,五年或10万公里
整备质量(kg),2540,2625,2540,2620,2540,2540,2625,2620,2625,2620,2620,2625
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-
摄像头数量,,,,,,,,,,,,
接近角(°),13,13,14,14,13,14,14,14,14,13,13,13
排量(mL),1476,-,1476,-,1476,1476,-,-,-,-,-,-
换挡形式,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,,,-,-,,-,-,-,-,,,
手机无线充电功能,,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,,
手机APP远程控制,,,,,,,,,,,,
手势控制,●,●,●,●,●,●,●,●,●,●,●,●
慢充时间(小时)_y,4.5,13,4.5,10,4.5,4.5,13,10,13,10,10,13
慢充时间(小时)_x,4.5,13,4.5,10,4.5,4.5,13,10,13,10,10,13
感应雨刷功能,,,,,,,,,,,,
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,80,-,80,-,-,80,80,80,80,80,80
快充电量(%),-,80,-,80,-,-,80,80,80,80,80,80
快充时间(小时)_y,-,1,-,0.75,-,-,1,0.75,1,0.75,0.75,1
快充时间(小时)_x,-,1,-,0.75,-,-,1,0.75,1,0.75,0.75,1
快充功能,不支持,支持,不支持,支持,不支持,不支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,
座椅布局,,,,,-,,,,,,-,-
座位数(个),7,7,7,7,4,7,7,7,7,7,4,4
并线辅助,●,●,-,-,●,●,-,●,●,●,●,●
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985
官方0-100km/h加速(s),6.6,5.9,6.6,5.8,6.6,6.6,5.9,5.8,5.9,5.8,5.8,5.9
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
夜视系统,●,●,-,-,●,-,-,-,-,●,●,●
多层隔音玻璃,,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具
地图品牌,,,,,,,,,,,,
四驱形式,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱,电动四驱
哨兵模式/千里眼,●,●,-,-,●,●,-,●,●,●,●,●
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708
后轮胎规格,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20,255/50 R20
后电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310
后电动机最大功率(kW),160,160,160,160,160,160,160,160,160,160,160,160
后方碰撞预警,●,●,-,-,●,●,-,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,-,-,-,-,,-,-,-,-,-,,
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,●,-,-,-,-,-,●,●
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,-,,,,,,-,-
后排小桌板,●,●,●,●,-,●,●,●,●,●,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),427-1263,427-1263,427-1263,427-1263,-,427-1263,427-1263,427-1263,427-1263,427-1263,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,,,-,-,,-,-,-,-,,,
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,-,●,-,●,●,-,-,-,-,-,-
