Feature,24798,24811
高度(mm),1484,1484
驻车制动类型,手刹,手刹
驱动方式,前置前驱,前置前驱
零胎压继续行驶,-,-
陡坡缓降,-,-
防紫外线/隔热玻璃,●,●
长度(mm),4800,4800
长*宽*高(mm),4800*1819*1484,4800*1819*1484
铝合金轮圈,●,●
配气机构,未知,未知
遮阳板化妆镜,●,●
遥控钥匙,●,●
道路救援呼叫,-,-
远程启动,-,-
远光灯,卤素,卤素
进气形式,自然吸气,自然吸气
近光灯,卤素,卤素
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),2710,2710
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,-,-
车门数(个),4,4
车道偏离预警系统,-,-
车载电视,-,-
车载冰箱,-,-
车身结构_y,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),-,-
车窗防夹手功能,●,●
车窗一键升降,主驾驶位,主驾驶位
车型名称,传祺GA5新能源 2016款 PHEV 尊享版,传祺GA5新能源 2016款 PHEV 精英版
车内空气调节/花粉过滤,-,-
车内氛围灯,-,-
车内中控锁,●,●
车体结构,承载式,承载式
行车电脑显示屏,●,●
行程(mm),-,-
行李厢容积(L),-,-
蓝牙/车载电话,●,-
自适应远近光,-,-
自适应巡航,-,-
自动驻车,-,-
自动泊车入位,-,-
自动头灯,-,-
膝部气囊,-,-
腰部支撑调节,-,-
能源类型,插电式混合动力,插电式混合动力
胎压监测装置,-,-
肩部支撑调节,-,-
缸盖材料,铝合金,铝合金
缸径(mm),-,-
缸体材料,铸铁,铸铁
级别,中型车,中型车
系统综合扭矩(N·m),-,-
系统综合功率(kW),-,-
简称,电动车单速变速箱,电动车单速变速箱
第二排靠背角度调节,-,-
第二排独立座椅,-,-
第二排座椅移动,-,-
第三排座椅,-,-
空调控制方式,自动●,自动●
空气悬架,-,-
皮质方向盘,●,-
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,-,-
电磁感应悬架,-,-
电池组质保,8年或15万公里,8年或15万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池
电池容量(kWh),13,13
电机类型,永磁 / 同步,永磁 / 同步
电动机总扭矩(N·m),225,225
电动机总功率(kW),94,94
电动座椅记忆,-,-
电动天窗,●,-
电动吸合门,-,-
电动后备厢,-,-
环保标准,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-
燃油标号,92号,92号
燃料形式,插电式混合动力,插电式混合动力
温度分区控制,●,●
流媒体车内后视镜,-,-
油箱容积(L),45,45
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),未知,未知
最高车速(km/h),150,150
最小离地间隙(mm),-,-
最大马力(Ps),61,61
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,-,-
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),-,-
最大功率(kW)_y,45,45
最大功率(kW)_x,-,-
无钥匙进入系统,-,-
无钥匙启动系统,-,-
方向盘调节,上下调节,上下调节
方向盘记忆,-,-
方向盘电动调节,-,-
方向盘换挡,-,-
方向盘加热,-,-
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),1680,1680
整体主动转向系统,-,-
排量(mL),998,998
挡位个数,1,1
扬声器数量,6-7喇叭,4-5喇叭
扬声器品牌,-,-
手机无线充电,-,-
手机互联/映射,-,-
感应雨刷,-,-
感应后备厢,-,-
快充电量百分比,-,-
快充电量(%),-,-
座椅高低调节,●,●
座椅材质,真皮,织物
座位数(个),5,5
并线辅助,-,-
工信部综合油耗(L/100km),2.4,2.4
工信部续航里程(km),50,50
工信部纯电续驶里程(km),50,50
宽度(mm),1819,1819
实测续航里程(km),-,-
实测油耗(L/100km),4.1,-
实测100-0km/h制动(m),43.55,-
实测0-100km/h加速(s),11,-
定速巡航,-,-
官方0-100km/h加速(s),-,-
安全带未系提示,●,●
大灯高度可调,●,●
大灯清洗装置,-,-
夜视系统,-,-
多功能方向盘,●,-
外接音源接口,USB+AUX,USB+AUX
备胎规格,非全尺寸,非全尺寸
后风挡遮阳帘,-,-
后雨刷,-,-
后轮距(mm),1542,1542
后轮胎规格,205/55 R16,205/55 R16
后视镜记忆,-,-
后视镜电动调节,●,●
后视镜电动折叠,●,●
后视镜加热,●,●
后电动机最大扭矩(N·m),-,-
后电动机最大功率(kW),-,-
后桥限滑差速器/差速锁,-,-
后排独立空调,-,-
后排液晶屏,-,-
后排杯架,●,●
后排座椅电动调节,-,-
后排座椅放倒方式,-,-
后排侧隐私玻璃,-,-
后排侧遮阳帘,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●
后制动器类型,盘式,盘式
可变转向比,-,-
可变悬架,-,-
可加热/制冷杯架,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●
发动机特有技术,-,-
发动机型号,-,-
发动机启停技术,-,-
发动机,1.0L 61马力 L4,1.0L 61马力 L4
压缩比,-,-
厂商指导价(元),21.93万,19.93万
厂商,广汽乘用车,广汽乘用车
助力类型,电子液压助力,电子液压助力
副驾驶位后排可调节按钮,-,-
前雾灯,●,●
前轮距(mm),1554,1554
前轮胎规格,205/55 R16,205/55 R16
前电动机最大扭矩(N·m),225,225
前电动机最大功率(kW),94,94
前桥限滑差速器/差速锁,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-
前/后排座椅按摩,-,-
前/后排座椅加热,-,-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
内/外后视镜自动防眩目,-,-
全液晶仪表盘,-,-
全景摄像头,-,-
全景天窗,-,-
倒车视频影像,●,-
侧滑门,-,-
供油方式,多点电喷,多点电喷
主动降噪,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-
中控台彩色大屏尺寸,7英寸,-
中控台彩色大屏,●,-
中央差速器锁止功能,-,-
上市时间,2015.12,2015.12
上坡辅助,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
GPS导航系统,●,-
CD/DVD,单碟DVD,单碟CD
ABS防抱死,●,●
220V/230V电源,-,-
