Feature,17542,28544,28545,28587,28588
高度(mm),1368,1371,1371,1371,1371
驻车制动类型,手刹,手刹,手刹,手刹,手刹
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
零胎压继续行驶,-,●,●,●,●
陡坡缓降,-,-,-,-,-
防紫外线玻璃,-,●,●,●,●
长度(mm),4681,4715,4715,4715,4715
长*宽*高(mm),4681*1895*1368,4715*1895*1371,4715*1895*1371,4715*1895*1371,4715*1895*1371
铝合金轮圈,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●
遥控钥匙,●,●,●,●,●
道路救援呼叫,-,-,-,-,-
远光灯,LED,LED,LED,LED,LED
进气形式,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压,双涡轮增压
近光灯,LED,LED,LED,LED,LED
运动风格座椅,●,●,●,●,●
运动外观套件,●,●,●,●,●
轴距(mm),2780,2780,2780,2780,2780
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,-,-,-,-,-
车门数(个),2,2,2,2,2
车道偏离预警系统,-,-,-,-,-
车载空气净化器,-,-,-,-,-
车载电视,-,-,-,-,-
车载冰箱,-,-,-,-,-
车身结构_y,硬顶跑车,硬顶跑车,硬顶跑车,硬顶跑车,硬顶跑车
车身结构_x,2门4座硬顶跑车,2门4座硬顶跑车,2门4座硬顶跑车,2门4座硬顶跑车,2门4座硬顶跑车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●
车型名称,日产GT-R 2015款 3.8T NISMO,日产GT-R 2017款 3.8T 旗舰版,日产GT-R 2017款 3.8T 黑金刚版,日产GT-R 2017款 3.8T 定制版,日产GT-R 2017款 3.8T 限量定制版
车内空气调节/花粉过滤,●,●,●,●,●
车内氛围灯,-,-,-,-,-
车内中控锁,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●
行程(mm),-,-,-,-,-
行李厢容积(L),-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,-,-,-,-,-
自适应巡航,-,-,-,-,-
自动驻车,●,-,-,-,-
自动泊车入位,-,-,-,-,-
自动头灯,●,●,●,●,●
膝部气囊,-,-,-,-,-
腰部支撑调节,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●
肩部支撑调节,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,跑车,跑车,跑车,跑车,跑车
简称,6挡双离合,6挡双离合,6挡双离合,6挡双离合,6挡双离合
第二排靠背角度调节,-,-,-,-,-
第二排独立座椅,-,-,-,-,-
