Feature,30025,33989,33990,36394,36395,36396
高度(mm),1470,1470,1470,1470,1470,1470
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-
长度(mm),4873,4873,4873,4873,4873,4873
长*宽*高(mm),4873*1852*1470,4873*1852*1470,4873*1852*1470,4873*1852*1470,4873*1852*1470,4873*1852*1470
铝合金轮圈,●,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●
道路救援呼叫,●,●,●,●,●,●
远程启动,●,-,●,●,●,●
远光灯,LED,卤素,LED,卤素,LED,LED
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,LED,卤素,LED,卤素,LED,LED
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
轴距(mm),2850,2850,2850,2850,2850,2850
转向辅助灯,-,-,-,-,-,-
转向头灯,●,-,●,-,●,●
车顶行李架,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4
车道偏离预警系统,●,-,-,-,-,●
车载空气净化器,-,-,-,-,-,-
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●
车联网,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车
车型名称,蒙迪欧新能源 2018款 2.0 PHEV 智尊旗舰型,蒙迪欧新能源 2018款 2.0 PHEV 智尚型,蒙迪欧新能源 2018款 2.0 PHEV 智豪型,蒙迪欧新能源 2018款 2.0 PHEV 智控时尚型,蒙迪欧新能源 2018款 2.0 PHEV 智控豪华型,蒙迪欧新能源 2018款 2.0 PHEV 智控旗舰型
车内空气调节/花粉过滤,●,●,●,●,●,●
车内氛围灯,●,-,●,-,●,●
车内中控锁,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-
行李厢容积(L),269,269,269,269,269,269
蓝牙/车载电话,●,●,●,●,●,●
自适应远近光,-,-,-,-,●,●
自适应巡航,●,-,-,-,-,●
自动驻车,-,-,-,-,-,-
自动泊车入位,●,-,-,-,-,●
自动头灯,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●
腰部支撑调节,●,●,●,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测装置,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车
系统综合扭矩(N·m),-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排靠背角度调节,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-
电池组质保,待查,待查,待查,待查,待查,待查
电池类型,镍钴锰池,镍钴锰池,镍钴锰池,镍钴锰池,镍钴锰池,镍钴锰池
电池容量(kWh),-,-,-,-,-,-
电机类型,-,-,-,-,-,-
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),228,228,228,228,228,228
电动机总功率(kW),92,92,92,92,92,92
电动座椅记忆,●,-,-,-,-,●
电动天窗,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
