Feature,1008540,1008541,1008542,1008543,1008548,1014538,1014539,1014540,1014798,1014799
高度(mm),2376,2574,2174,2380,2612,2358,2089,2089,2089,2358
驾驶辅助影像,-,-,-,-,,-,-,,-,-
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
陡坡缓降,-,-,-,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
长度(mm),5700,5700,4939,4939,6120,4939,4939,4939,4939,4939
长*宽*高(mm),5700×1998×2376,5700×1998×2574,4939×1998×2174,4939×1998×2380,6120×1998×2612,4939×1998×2358,4939×1998×2089,4939*1998*2089,4939×1998×2089,4939×1998×2358
钥匙类型,,,,,,,,,,
配气机构,-,-,-,-,-,-,-,-,-,-
道路救援呼叫,-,-,-,-,-,-,-,-,-,-
远光灯光源,,,,,,,,,,
进气形式,-,-,-,-,-,-,-,-,-,-
近光灯光源,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-
轴距(mm),3850,3850,3100,3100,4180,3100,3100,3100,3100,3100
轮圈材质,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,5,4,4
车载冰箱,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-
车身结构_y,客车,客车,客车,客车,客车,货车,货车,客车,货车,货车
车身结构_x,客车,客车,客车,客车,客车,货车,货车,客车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,○,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-,-,-
车型名称,上汽大通MAXUS V80新能源 2019款 EV80纯电动城市物流车VAN长轴中顶2-3座71kWh,上汽大通MAXUS V80新能源 2019款 EV80纯电动城市物流车VAN长轴高顶2-3座71kWh,上汽大通MAXUS V80新能源 2019款 EV80纯电动城市物流车VAN短轴低顶2-3座53kWh,上汽大通MAXUS V80新能源 2019款 EV80纯电动城市物流车VAN短轴中顶2-3座53kWh,上汽大通MAXUS V80新能源 2019款 FCV80燃料电池客车加长轴中顶10-14座,上汽大通MAXUS V80新能源 2023款 EV80 PLUS VAN短轴中顶,上汽大通MAXUS V80新能源 2023款 EV80 PLUS VAN短轴低顶,2023款 EV80 PLUS 多功能乘用车短轴低顶,上汽大通MAXUS V80新能源 2023款 改款 EV80 PLUS VAN短轴低顶,上汽大通MAXUS V80新能源 2023款 改款 EV80 PLUS VAN短轴中顶
车前雾灯,,,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,氢燃料,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,-,-,-,-,-,-,-,-,-,-
缸径(mm),-,-,-,-,-,-,-,-,-,-
缸体材料,-,-,-,-,-,-,-,-,-,-
级别,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客
