Feature,58539,58540,58541,58542,58543,58544,58545,58546,59458,59459,60645,60671
高度(mm),1969,1969,1969,1969,1967,1967,1967,1967,1967,1969,1970,1970
驾驶辅助影像,,,,,,,,,,,,
驾驶模式切换,,,,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱,前置四驱
首任车主质保政策,-,-,-,-,-,-,-,-,-,-,-,-
面部识别,-,-,-,-,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●,●,●,●,●,●
限滑差速器/差速锁,,,,,,,,,,,,
长度(mm),4583,4583,4583,4583,5018,5018,5018,5018,5018,4583,5358,5358
长*宽*高(mm),4583*2008*1969,4583*2008*1969,4583*2008*1969,4583*2008*1969,5018*2008*1967,5018*2008*1967,5018*2008*1967,5018*2008*1967,5018*2008*1967,4583*2008*1969,5358*2008*1970,5358*2008*1970
钥匙类型,,,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●,●,●,●,●,●,●,●
道路交通标识识别,●,●,●,●,●,●,●,●,-,●,●,●
透明底盘/540度影像,●,●,●,●,●,●,●,●,●,●,●,●
远程启动功能,,,,,,,,,,,,
远光灯光源,,,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压,机械增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压,涡轮增压+电动增压
近光灯光源,,,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-
轴距(mm),2587,2587,2587,2587,3022,3022,3022,3022,3022,2587,3022,3022
轮圈材质,,,,,,,,,,,,
转向辅助灯,●,●,●,●,●,●,●,●,●,●,●,●
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,○,○,○,●,●,●,●,-,○,○,●,●
车门数(个),3,3,3,3,5,5,5,5,5,3,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●,●,●,●
车载智能系统,,,,,,,,,,,,
车载冰箱,○,○,●,○,○,○,●,●,●,●,●,●
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,3门5座SUV,3门5座SUV,3门5座SUV,3门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,3门5座SUV,5门8座SUV,5门8座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车库门遥控装置,○,○,-,○,○,○,○,●,○,○,○,○
车型名称,路虎卫士 2023款 改款 90 2.0T P300 SE,路虎卫士 2023款 改款 90 2.0T P300 X-DYNAMIC HSE,路虎卫士 2023款 改款 90 3.0T P400 XS,2023款 改款 90 3.0T P400 暗黑特别版,2023款 改款 110 3.0T P400 X-DYNAMIC HSE,路虎卫士 2023款 改款 110 3.0T P400 暗黑特别版,路虎卫士 2023款 改款 110 3.0T P400 X,路虎卫士 2023款 改款 110 5.0T V8,2023款 110 3.0T P400 75周年传奇版,2023款 90 3.0T P400 75周年传奇版,路虎卫士 2023款 130 3.0T P400 X,路虎卫士 2023款 130 3.0T P400 HSE
车前雾灯,,,,,,,,,,,,
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,,,,,,,,,-,-,,
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●,●,●
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-
