Feature,38765,42760
高度(mm),1738,1738
驻车制动类型,电子驻车,电子驻车
驱动电机数,双电机,双电机
驱动方式,前置前驱,前置前驱
面部识别,-,-
陡坡缓降,-,-
长度(mm),4873,4873
长*宽*高(mm),4873*1892*1738,4873*1892*1738
配气机构,DOHC,DOHC
道路救援呼叫,●,●
道路交通标识识别,-,-
进气形式,涡轮增压,涡轮增压
运动风格座椅,-,-
运动外观套件,-,-
轴距(mm),2800,2800
转向辅助灯,-,-
转向头灯,-,●
车顶行李架,●,●
车门数(个),5,5
车道偏离预警系统,-,-
车道保持辅助系统,-,-
车载空气净化器,-,-
车载电视,-,-
车载冰箱,-,-
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车型名称,指挥官PHEV 2020款 2.0T 插电混动进享版,指挥官PHEV 2020款 2.0T 插电混动臻享版
车内香氛装置,-,-
车内中控锁,●,●
车内PM2.5过滤装置,●,●
车体结构,承载式,承载式
负离子发生器,-,-
触摸式阅读灯,-,-
被动行人保护,-,-
行程(mm),-,-
行李厢容积(L),775-1560,775-1560
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,-,-
自动驻车,●,●
自动泊车入位,-,-
自动头灯,●,●
膝部气囊,●,●
能源类型,插电式混合动力,插电式混合动力
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸径(mm),-,-
缸体材料,铝合金,铝合金
级别,中型SUV,中型SUV
系统综合扭矩(N·m),-,-
系统综合功率(kW),-,-
简称,E-CVT无级变速,E-CVT无级变速
第二排独立座椅,-,-
空气悬架,-,-
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,-,-
电磁感应悬架,-,-
电池预加热,-,-
电池能量(kWh),12.95,12.95
电池组质保,八年或12万公里,八年或12万公里
电池类型,-,-
电机类型,永磁 / 同步,永磁 / 同步
电机布局,前置,前置
电动机总扭矩(N·m),432,432
电动机总功率(kW),155,155
电动机(Ps),211,211
电动后备厢位置记忆,●,●
电动后备厢,●,●
电动可调踏板,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
燃料形式,插电式混合动力,插电式混合动力
温度分区控制,●,●
涉水感应系统,-,-
油箱容积(L),57,57
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),-,-
最小离地间隙(mm),-,-
最大马力(Ps),230,230
最大扭矩转速(rpm),1750-5200,1750-5200
最大扭矩(N·m)_y,311,311
最大扭矩(N·m)_x,-,-
最大功率转速(rpm),5200,5200
最大功率(kW)_y,169,169
最大功率(kW)_x,-,-
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘换挡,-,-
方向盘加热,-,-
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),2115,2115
整体主动转向系统,-,-
排量(mL),1995,1995
挡位个数,无级变速,无级变速
手势控制,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应后备厢,-,●
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
座位数(个),5,5
并线辅助,-,-
工信部综合油耗(L/100km),1.6,1.6
工信部纯电续航里程(km)_y,70,70
工信部纯电续航里程(km)_x,70,70
尾门玻璃独立开启,-,-
导航路况信息显示,-,-
宽度(mm),1892,1892
实测续航里程(km),-,-
实测油耗(L/100km),-,-
实测慢充时间(小时),-,-
实测快充时间(小时),-,-
实测100-0km/h制动(m),-,-
实测0-100km/h加速(s),-,-
官方0-100km/h加速(s),8.6,8.6
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
夜视系统,-,-
多功能方向盘,●,●
备胎规格,无,无
后风挡遮阳帘,-,-
后雨刷,●,●
后轮距(mm),-,-
后轮胎规格,235/60 R18,235/55 R19
后电动机最大扭矩(N·m),-,-
后电动机最大功率(kW),-,-
后排独立空调,-,-
后排杯架,●,●
后排控制多媒体,-,-
后排座椅电动调节,-,-
后排座椅电动放倒,-,-
后排小桌板,-,-
后排安全带式气囊,-,-
后排侧隐私玻璃,-,-
后排中央安全气囊,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后制动器类型,盘式,盘式
可变转向比,-,-
可加热喷水嘴,-,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●
发动机特有技术,-,-
发动机型号,46338538,46338538
发动机启停技术,-,-
发动机,2.0T 230马力 L4,2.0T 230马力 L4
压缩比,10,10
厂商指导价(元),30.98万,32.28万
厂商,广汽菲克Jeep,广汽菲克Jeep
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,●,●
前轮距(mm),-,-
前轮胎规格,235/60 R18,235/55 R19
前电动机最大扭矩(N·m),432,432
前电动机最大功率(kW),155,155
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
全液晶仪表盘,-,-
倒车车侧预警系统,-,-
供油方式,直喷,直喷
主动降噪,●,●
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-
中央差速器锁止功能,-,-
上市时间,2019.11,2019.11
上坡辅助,●,●
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
GPS导航系统,-,-
ABS防抱死,●,●
220V/230V电源,-,-
