Feature,48937,51146,51187
高度(mm),1690,1690,1690
驾驶辅助影像,,,
驾驶模式切换,,,
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动电机数,双电机,单电机,双电机
驱动方式,前置四驱,前置前驱,前置四驱
面部识别,-,-,-
隐藏电动门把手,-,-,-
陡坡缓降,-,-,-
限滑差速器/差速锁,-,-,-
长度(mm),4665,4665,4665
长*宽*高(mm),4665*1855*1690,4665*1855*1690,4665*1855*1690
钥匙类型,,,
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●
道路交通标识识别,-,-,-
远程启动功能,,,
远光灯光源,,,
进气形式,自然吸气,自然吸气,自然吸气
近光灯光源,,,
运动风格座椅,-,-,-
运动外观套件,-,-,-
辅助驾驶系统,,,
辅助驾驶等级,,,
轴距(mm),2690,2690,2690
轮圈材质,,,
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,●,-,-
车门数(个),5,5,5
车门开启方式,平开门,平开门,平开门
车道居中保持,●,●,●
车道偏离预警系统,●,●,●
车道保持辅助系统,●,●,●
车载空气净化器,-,-,-
车载冰箱,-,-,-
车载CD/DVD,-,-,-
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降功能,,,
车型名称,威兰达新能源 2021款 高性能版 2.5L 四驱激擎版,威兰达新能源 2021款 高性能版 2.5L 两驱劲擎版,威兰达新能源 2021款 高性能版 2.5L 四驱劲擎版
车前雾灯,-,-,-
车内香氛装置,-,-,-
车内环境氛围灯,,-,-
车内化妆镜,,,
车内中控锁,●,●,●
车内PM2.5过滤装置,●,●,●
车体结构,承载式,承载式,承载式
负离子发生器,-,-,-
语音识别控制系统,,,
触摸式阅读灯,-,-,-
被动行人保护,-,-,-
行车电脑显示屏幕,,,
行程(mm),103.4,103.4,103.4
行李厢12V电源接口,●,●,●
蓝牙/车载电话,●,●,●
自适应远近光,●,●,●
自动驻车,●,●,●
