Feature,35695,35696,35710,35711
高度(mm),1928,1928,1928,1928
驻车制动类型,手刹,手刹,手刹,手刹
驱动电机数,单电机,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱
零胎压继续行驶,-,-,-,-
陡坡缓降,-,-,-,-
防紫外线玻璃,-,-,-,-
长度(mm),5168,5168,5168,5168
长*宽*高(mm),5168*1980*1928,5168*1980*1928,5168*1980*1928,5168*1980*1928
铝合金轮圈,●,●,●,●
遮阳板化妆镜,●,●,●,●
遥控钥匙,●,●,●,●
道路救援呼叫,-,-,-,-
远程启动,-,-,-,-
远光灯,卤素,氙气,氙气,卤素
近光灯,卤素,氙气,氙气,卤素
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),3198,3198,3198,3198
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),4,5,5,5
车道偏离预警系统,-,-,-,-
车载空气净化器,-,-,-,-
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车身结构_y,MPV,MPV,MPV,MPV
车身结构_x,4门7座MPV,5门7座MPV,5门7座MPV,5门7座MPV
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车联网,-,-,-,-
车窗防夹手功能,●,●,●,●
车窗一键升降,主驾驶位,主驾驶位,主驾驶位,主驾驶位
车型名称,上汽MAXUS EG10 2019款 纯电动商旅版,上汽MAXUS EG10 2019款 纯电动旗舰版,上汽MAXUS EG10 2019款 纯电动豪华行政版,上汽MAXUS EG10 2019款 纯电动精英版
车内空气调节/花粉过滤,-,-,-,-
车内氛围灯,-,-,-,-
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●
行李厢容积(L),-,-,-,-
蓝牙/车载电话,-,●,●,●
自适应远近光,-,-,-,-
自适应巡航,-,-,-,-
自动驻车,-,-,-,-
自动泊车入位,-,-,-,-
自动头灯,-,●,●,-
膝部气囊,-,-,-,-
腰部支撑调节,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测装置,-,●,●,-
肩部支撑调节,-,-,-,-
级别,MPV,MPV,MPV,MPV
系统综合扭矩(N·m),-,-,-,-
系统综合功率(kW),-,-,-,-
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排靠背角度调节,●,●,●,●
第二排独立座椅,●,●,●,●
第二排座椅移动,●,●,●,●
第三排座椅,3座,3座,3座,3座
空调控制方式,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-
皮质方向盘,-,●,●,-
百公里耗电量(kWh/100km),-,-,-,-
