Feature,53863,54970,54971,54973
高度(mm),1467,1459,1462,1467
驾驶辅助影像,,,,
驾驶模式切换,,-,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
面部识别,-,-,-,-
隐藏电动门把手,-,-,-,-
陡坡缓降,-,-,-,-
限滑差速器/差速锁,-,-,-,-
长度(mm),5030,5026,5026,5030
长*宽*高(mm),5030*1866*1467,5026*1866*1459,5026*1866*1462,5030*1866*1467
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●
道路交通标识识别,-,-,-,-
远程启动功能,,,,
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
轴距(mm),2905,2905,2905,2905
轮圈材质,,,,
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门
车道偏离预警系统,●,-,-,●
车道保持辅助系统,●,-,-,●
车载空气净化器,●,-,-,●
车载智能系统,,,,
车载冰箱,-,-,-,-
车载CD/DVD,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,君越 2022款 Avenir艾维亚 先享型,君越 2022款 552T 豪华型,君越 2022款 652T 豪华型,君越 2022款 Avenir艾维亚 旗舰型
车前雾灯,-,-,-,-
车内香氛装置,-,-,-,-
车内环境氛围灯,,,,
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
负离子发生器,●,-,-,●
语音识别控制系统,,,,
触摸式阅读灯,-,-,-,-
被动行人保护,●,●,●,●
行车电脑显示屏幕,,,,
行李厢12V电源接口,-,-,-,-
蓝牙/车载电话,●,●,●,●
自适应远近光,●,-,-,●
自动驻车,-,-,-,-
自动泊车入位,●,-,-,●
自动头灯,●,●,●,●
膝部气囊,-,-,-,●
