Feature,46332,47330,47421,47695
高度(mm),1464,1464,1464,1464
驾驶辅助影像,,,,
驾驶模式切换,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱
首任车主质保政策,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）,不限年限/不限里程（责任免除条款以官方为准）
面部识别,-,-,-,-
隐藏电动门把手,-,-,-,-
陡坡缓降,-,-,-,-
限滑差速器/差速锁,-,-,-,-
长度(mm),4722,4722,4722,4722
长*宽*高(mm),4722*1835*1464,4722*1835*1464,4722*1835*1464,4722*1835*1464
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-
道路交通标识识别,●,-,-,●
远程启动功能,,,-,
远光灯光源,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,
运动风格座椅,-,-,-,-
运动外观套件,-,-,-,-
辅助驾驶芯片,-,-,-,-
轴距(mm),2715,2715,2715,2715
轮圈材质,,,,
转向辅助灯,-,-,-,-
转向头灯,-,-,-,-
车顶行李架,-,-,-,-
车门数(个),4,4,4,4
车道偏离预警系统,●,-,-,●
车道保持辅助系统,●,-,-,●
车载空气净化器,-,-,-,-
车载电视,-,-,-,-
车载冰箱,-,-,-,-
车载CD/DVD,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●
车联网,●,●,●,●
车窗防夹手功能,●,●,●,●
车窗一键升降功能,,,,
车型名称,荣威i6 MAX 2020款 300TGI 自动爽酷天幕智驾Supreme版,荣威i6 MAX 2020款 300TGI 自动爽酷天幕版,荣威i6 MAX 2020款 300TGI 自动爽酷版,荣威i6 MAX 2020款 300TGI 自动爽酷智驾版
车前雾灯,-,-,-,-
车内香氛装置,-,-,-,-
车内环境氛围灯,-,-,-,-
车内化妆镜,,,,
车内中控锁,●,●,●,●
车内PM2.5过滤装置,●,●,●,●
