Feature,59420,61087,61381,61382,61484,62687,62835
高度(mm),1610,1610,1600,1600,1600,1600,1600
驾驶辅助影像,,,,,-,,
驾驶模式切换,,,,,,,
驻车制动类型,手刹,手刹,手刹,手刹,手刹,手刹,手刹
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱,后置后驱
首任车主质保政策,-,-,-,-,-,-,-
面部识别,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-,-,-
长度(mm),3065,3065,3065,3065,3065,3065,3065
长*宽*高(mm),3065*1522*1610,3065*1522*1610,3065*1522*1600,3065*1522*1600,3065*1522*1600,3065*1522*1600,3065*1522*1600
钥匙类型,,,,,,,
道路救援呼叫,-,-,-,-,-,-,-
道路交通标识识别,-,-,-,-,-,-,-
远程启动功能,,,,,,,
远光灯光源,,,,,,,
近光灯光源,,,,,,,
运动风格座椅,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-
轴距(mm),2015,2015,2015,2015,2015,2015,2015
轮圈材质,,,,,,,
转向辅助灯,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-
车门数(个),3,3,3,3,3,3,3
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车
车身结构_x,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车,3门4座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-,-
车联网,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-
车型名称,2023款 200km 灵动熊,2023款 新春版宝藏熊,熊猫mini 2023款 120km 超萌熊,熊猫mini 2023款 200km 耐力熊,熊猫mini 2023款 120km 萌萌熊,2023款 200km 小黄鸭限定版 开心吖,2023款 200km 小黄鸭限定版 幸运吖
车前雾灯,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-
语音识别控制系统,,,,,-,,
触摸式阅读灯,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-
