Feature,28499,29138,29418,29419,29420,29421,29422,31191
高度(mm),1526,1526,1526,1526,1526,1526,1542,1542
驻车制动类型,电子驻车,手刹,手刹,手刹,手刹,手刹,电子驻车,电子驻车
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-,-,-
长度(mm),4700,4700,4700,4700,4700,4700,4700,4700
长*宽*高(mm),4700*1790*1526,4700*1790*1526,4700*1790*1526,4700*1790*1526,4700*1790*1526,4700*1790*1526,4700*1790*1542,4700*1790*1542
铝合金轮圈,●,●,●,●,●,●,●,●
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●,●
道路救援呼叫,-,-,-,-,-,-,-,-
远程启动,-,-,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-
轴距(mm),2700,2700,2700,2700,2700,2700,2700,2700
转向辅助灯,●,●,●,●,●,●,●,●
转向头灯,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4
车道偏离预警系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,-,-,-,●,●,●
车联网,●,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车
车型名称,景逸S50 2017款 1.6L CVT旗舰型,景逸S50 2017款 1.5L 手动尊享型,景逸S50 2017款 1.5L 手动精英型,景逸S50 2017款 1.5L 手动豪华型,景逸S50 2017款 1.6L CVT豪华型,景逸S50 2017款 1.6L CVT尊享型,景逸S50 2017款 2.0L 手动尊享型,景逸S50 2017款 2.0L 手动豪华型
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●
车内氛围灯,●,-,-,-,-,●,●,-
车内中控锁,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●
行程(mm),90,84.8,84.8,84.8,90,90,88,88
行李厢容积(L),500,500,500,500,500,500,400,400
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-
自动驻车,●,-,-,-,-,-,●,●
自动泊车入位,-,-,-,-,-,-,-,-
自动头灯,●,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-
腰部支撑调节,●,-,-,-,-,-,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,-,-,-,-,-,-,-
肩部支撑调节,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),75,75,75,75,75,75,85,85
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,CVT无级变速(模拟6挡),5挡手动,5挡手动,5挡手动,CVT无级变速(模拟6挡),CVT无级变速(模拟6挡),6挡手动,6挡手动
第二排靠背角度调节,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-
电动天窗,●,●,-,●,●,●,●,-
电动吸合门,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,-,-,-,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-
流媒体车内后视镜,-,-,-,-,-,-,-,-
油箱容积(L),45,45,45,45,45,45,55,55
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),165,165,165,165,165,165,180,180
最小离地间隙(mm),150,150,150,150,150,150,170,170
最大马力(Ps),122,120,120,120,122,122,147,147
最大扭矩转速(rpm),4000,4000,4000,4000,4000,4000,4000,4000
最大扭矩(N·m)_y,151,143,143,143,151,151,200,200
最大扭矩(N·m)_x,151,143,143,143,151,151,200,200
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,90,88,88,88,90,90,108,108
最大功率(kW)_x,90,88,88,88,90,90,108,108
无钥匙进入系统,●,●,-,-,-,●,●,-
无钥匙启动系统,●,●,-,-,-,●,●,-
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
整车质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
整备质量(kg),1300,1280,1280,1280,1300,1300,1375,1375
整体主动转向系统,-,-,-,-,-,-,-,-
排量(mL),1590,1499,1499,1499,1590,1590,1997,1997
挡位个数,6,5,5,5,6,6,6,6
扬声器品牌,-,-,-,-,-,-,-,-
扬声器个数,6-7喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭
手机无线充电,-,-,-,-,-,-,-,-
手机互联/映射功能,●,●,-,●,●,●,●,-
感应雨刷,●,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-
座椅高低调节,●,●,-,-,-,●,●,-
座椅材料,仿皮,仿皮,织物,仿皮,仿皮,仿皮,仿皮,织物
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.5,6.5,6.5,6.5,6.5,6.5,7.7,7.7
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),1790,1790,1790,1790,1790,1790,1790,1790
实测油耗(L/100km),7.9,-,-,-,-,-,-,-
实测100-0km/h制动(m),40.8,-,-,-,-,-,-,-
实测0-100km/h加速(s),13.68,-,-,-,-,-,-,-
定速巡航,●,-,-,-,●,●,●,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-
多功能方向盘,●,●,-,●,●,●,●,-
外接音源接口,USB,USB,USB,USB,USB,USB,USB,USB
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1523,1523,1523,1523,1523,1523,1545,1545
后轮胎规格,195/60 R16,195/60 R16,195/60 R16,195/60 R16,195/60 R16,195/60 R16,215/50 R17,215/50 R17
后视镜记忆,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●
后视镜电动折叠,●,-,-,-,-,-,-,-
后视镜加热,●,●,-,-,-,●,●,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-
