Feature,17019,18012,25071
高度(mm),1885,1885,1885
驻车制动类型,脚刹,脚刹,脚刹
驱动方式,前置四驱,前置四驱,前置四驱
零胎压继续行驶,-,-,-
陡坡缓降,●,●,●
防紫外线/隔热玻璃,●,●,●
长度(mm),4880,4880,4880
长*宽*高(mm),4880*1885*1885,4880*1885*1885,4880*1885*1885
铝合金轮圈,●,●,●
配气机构,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●
遥控钥匙,●,●,●
道路救援呼叫,●,●,●
远程启动,-,-,-
远光灯,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气
近光灯,LED,LED,LED
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),2790,2790,2790
转向辅助灯,-,-,-
转向头灯,●,●,●
车顶行李架,●,●,●
车门数(个),5,5,5
车道偏离预警系统,-,-,-
车载空气净化器,-,-,-
车载电视,-,-,-
车载冰箱,●,●,●
车身结构_y,SUV,SUV,SUV
车身结构_x,5门7座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,-,-,-
车窗防夹手功能,●,●,●
车窗一键升降,全车,全车,全车
车型名称,雷克萨斯GX 2014款 400 尊贵版,雷克萨斯GX 2014款 400 尊享版,雷克萨斯GX 2015款 400 豪华版
车内空气调节/花粉过滤,●,●,●
车内氛围灯,●,●,●
车内中控锁,●,●,●
车体结构,非承载式,非承载式,非承载式
行车电脑显示屏,●,●,●
行程(mm),95,95,95
行李厢容积(L),-,-,-
蓝牙/车载电话,●,●,●
自适应远近光,-,-,-
自适应巡航,●,●,-
自动驻车,-,-,-
自动泊车入位,-,-,-
自动头灯,●,●,●
膝部气囊,●,●,●
腰部支撑调节,●,●,●
能源类型,汽油,汽油,汽油
胎压监测装置,●,●,●
肩部支撑调节,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),94,94,94
缸体材料,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV
简称,5挡手自一体,5挡手自一体,5挡手自一体
第二排靠背角度调节,●,●,●
第二排独立座椅,-,-,-
第二排座椅移动,●,●,●
第三排座椅,-,-,-
空调控制方式,自动●,自动●,自动●
空气悬架,●,●,●
皮质方向盘,●,●,●
疲劳驾驶提示,-,-,-
电磁感应悬架,-,-,-
电动座椅记忆,●,●,●
电动天窗,●,●,●
电动吸合门,-,-,-
电动后备厢,-,-,-
环保标准,欧IV,欧IV,欧IV
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,95号
燃料形式,汽油,汽油,汽油
温度分区控制,●,●,●
流媒体车内后视镜,-,-,-
油箱容积(L),87,87,87
气缸数(个),6,6,6
气缸排列形式,V,V,V
每缸气门数(个),4,4,4
最高车速(km/h),180,180,180
最小离地间隙(mm),210,210,210
最大马力(Ps),275,275,275
最大扭矩转速(rpm),4400,4400,4400
最大扭矩(N·m)_y,381,381,381
最大扭矩(N·m)_x,381,381,381
最大功率转速(rpm),5600,5600,5600
最大功率(kW)_y,202,202,202
最大功率(kW)_x,202,202,202
无钥匙进入系统,●,●,●
无钥匙启动系统,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,●,●,●
方向盘电动调节,●,●,●
方向盘换挡,-,-,-
方向盘加热,●,●,-
整车质保,四年或10万公里,四年或10万公里,四年或10万公里
整备质量(kg),2350,2350,2350
整体主动转向系统,-,-,-
排量(mL),3956,3956,3956
挡位个数,5,5,5
扬声器数量,≥12喇叭,≥12喇叭,8-9喇叭
扬声器品牌,Mark Levinson马克莱文森,Mark Levinson马克莱文森,-
手机无线充电,-,-,-
手机互联/映射,-,-,-
感应雨刷,●,●,●
感应后备厢,-,-,-
座椅高低调节,●,●,●
座椅材质,真皮,真皮,仿皮
座位数(个),7,7,7
并线辅助,●,●,●
工信部综合油耗(L/100km),12.7,12.7,-
工信部纯电续驶里程(km),-,-,-
宽度(mm),1885,1885,1885
实测油耗(L/100km),-,-,-
实测100-0km/h制动(m),-,-,-
实测0-100km/h加速(s),-,-,-
定速巡航,●,●,●
官方0-100km/h加速(s),9.8,9.8,9.8
安全带未系提示,●,●,●
大灯高度可调,●,●,●
大灯清洗装置,●,●,●
夜视系统,-,-,-
多天窗,-,-,-
多功能方向盘,●,●,●
外接音源接口,USB,USB,USB
备胎规格,全尺寸,全尺寸,全尺寸
四驱形式,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),1585,1585,1585
后轮胎规格,265/60 R18 ,265/60 R18 ,265/60 R18 
后视镜记忆,●,●,●
后视镜电动调节,●,●,●
后视镜电动折叠,●,●,●
后视镜加热,●,●,●
后桥限滑差速器/差速锁,-,-,-
后排独立空调,●,●,●
后排液晶屏,-,●,-
后排杯架,●,●,●
后排座椅电动调节,●,●,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,●,●,●
后排侧遮阳帘,-,-,-
后悬架类型,整体桥非独立悬架,整体桥非独立悬架,整体桥非独立悬架
后座出风口,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-
可变悬架,软硬+高低调节,软硬+高低调节,软硬+高低调节
可加热/制冷杯架,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,5挡手自一体,5挡手自一体,5挡手自一体
发动机电子防盗,●,●,●
发动机特有技术,双VVT-i,双VVT-i,双VVT-i
发动机型号,1GR-FE,1GR-FE,1GR-FE
发动机启停技术,-,-,-
发动机,4.0L 275马力 V6,4.0L 275马力 V6,4.0L 275马力 V6
压缩比,10.4,10.4,10.4
厂商指导价(元),92.30万,94.68万,84.80万
厂商,雷克萨斯,雷克萨斯,雷克萨斯
助力类型,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-
前雾灯,●,●,●
前轮距(mm),1585,1585,1585
前轮胎规格,265/60 R18 ,265/60 R18 ,265/60 R18 
前桥限滑差速器/差速锁,-,-,-
前悬架类型,独立双叉臂式,独立双叉臂式,独立双叉臂式
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
