Feature,1009478,1011945,1011946,1011947,1011948
高度(mm),2268,2268,2495,2415,2345
驾驶辅助影像,-,-,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱,中置后驱,中置后驱
陡坡缓降,-,-,-,-,-
限滑差速器/差速锁,-,-,-,-,-
长度(mm),4550,4550,4615,4580,4585
长*宽*高(mm),4550×1605×2268,4550×1605×2268,4615×1620×2495,4580×1595×2415,4585×1633×2345
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-,-,-
远光灯光源,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,,
运动风格座椅,-,-,-,-,-
运动外观套件,-,-,-,-,-
轴距(mm),3050,3050,3050,3050,3050
轮圈材质,,,,,
转向辅助灯,-,-,-,-,-
转向头灯,-,-,-,-,-
车顶行李架,-,-,-,-,-
车门数(个),2,2,4,2,2
车载冰箱,-,-,-,-,-
车载CD/DVD,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-
车窗防夹手功能,-,-,-,-,-
车型名称,五菱荣光小卡专用车 2020款 1.5L单排翼开启售货车L3C,五菱荣光小卡专用车 2021款 1.5L单排翼开启售货车电动飞翼款L3C,五菱荣光小卡专用车 2021款 1.5L双排加强型仓栅车L3C,五菱荣光小卡专用车 2021款 1.5L单排双层货柜车L3C,五菱荣光小卡专用车 2021款 1.5L单排单层货柜车L3C
车前雾灯,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-
车内化妆镜,-,-,-,-,-
车内中控锁,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),2554x1492x1415,2554x1492x1415,1930x1520x320,2585x1500x1560,2600x1525x1550
行车电脑显示屏幕,-,-,-,-,-
行程(mm),-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-
自适应远近光,-,-,-,-,-
自动驻车,-,-,-,-,-
自动头灯,-,-,-,-,-
膝部气囊,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-
缸体材料,未知,未知,未知,未知,未知
级别,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-
第二排座椅功能,-,-,-,-,-
空调温度控制方式,,,,,
空气悬架,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-
油箱容积(L),-,-,-,-,-
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),103,-,-,-,-
最小离地间隙(mm),-,-,-,-,-
最大马力(Ps),99,99,99,99,99
最大载重质量(kg),910,910,-,-,-
最大满载质量(kg),-,-,-,-,-
最大扭矩转速(rpm),3800-5000,3800-5000,3800-5000,3800-5000,3800-5000
最大扭矩(N·m)_y,135,135,135,135,135
最大扭矩(N·m)_x,135,135,135,135,135
最大功率转速(rpm),5400,5400,5400,5400,5400
最大功率(kW)_y,73,73,73,73,73
最大功率(kW)_x,73,73,73,73,73
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,-,-,-,-,-
整车质保,一年或2万公里,-,-,-,-
整备质量(kg)_y,-,-,-,-,-
整备质量(kg)_x,1310,-,-,-,-
排量(mL),1485,1485,1485,1485,1485
挡位个数,5,5,5,5,5
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
感应雨刷功能,-,-,-,-,-
感应后备厢,-,-,-,-,-
座椅材质,,,,,
座位数(个),2,2,5,2,2
并线辅助,-,-,-,-,-
工信部综合油耗(L/100km),6.6,-,-,-,-
巡航系统,-,-,-,-,-
宽度(mm),1605,1605,1620,1595,1633
安全带未系提醒,-,-,-,-,-
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,-,-,-,-,-
外后视镜功能,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),-,-,-,-,-
后轮胎规格,175/75 R14,175/75 R14,175/75 R14,175/75 R14,175/75 R14
后排车门开启方式,-,-,平开门,-,-
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-
发动机型号,L3C,L3C,L3C,L3C,L3C
发动机启停技术,-,-,-,-,-
发动机,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4
压缩比,-,-,-,-,-
厂商指导价(元),5.58万~5.88万,5.38万,5.225万,5.155万,4.96万
厂商,五菱工业,五菱工业,五菱工业,五菱工业,五菱工业
卫星导航系统,-,-,-,-,-
助力类型,无助力,无助力,无助力,无助力,无助力
副座椅调节方式,-,-,,-,-
前轮距(mm),-,-,-,-,-
前轮胎规格,175/75 R14,175/75 R14,175/75 R14,175/75 R14,175/75 R14
前排座椅功能,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式
