Feature,33273
高度(mm),1730
驻车制动类型,电子驻车
驱动方式,前置前驱
长度(mm),4780
长*宽*高(mm),4780*1860*1730
配气机构,DOHC
进气形式,涡轮增压
轴距(mm),2810
车门数(个),5
车身结构_y,MPV
车身结构_x,5门7座MPV
车型名称,传祺GM6 2018款 270T 豪华版
车体结构,承载式
行程(mm),-
行李厢容积(L),-
能源类型,汽油
缸盖材料,铝合金
缸径(mm),-
缸体材料,未知
级别,MPV
简称,6挡自动
环保标准,国VI
燃油标号,92号
燃料形式,汽油
油箱容积(L),-
气缸数(个),4
气缸排列形式,L
每缸气门数(个),4
最高车速(km/h),-
最小离地间隙(mm),-
最大马力(Ps),169
最大扭矩转速(rpm),-
最大扭矩(N·m)_y,265
最大扭矩(N·m)_x,265
最大功率转速(rpm),-
最大功率(kW)_y,124
最大功率(kW)_x,124
整备质量(kg),-
排量(mL),1495
挡位个数,6
座位数(个),7
工信部综合油耗(L/100km),-
宽度(mm),1860
实测油耗(L/100km),-
实测100-0km/h制动(m),-
实测0-100km/h加速(s),-
官方0-100km/h加速(s),-
备胎规格,非全尺寸
后轮距(mm),-
后轮胎规格,215/55 R17
后悬架类型,扭力梁式非独立悬架
后制动器类型,盘式
变速箱类型,自动变速箱(AT)
变速箱,6挡自动
发动机特有技术,-
发动机型号,4A15J1
发动机,1.5T 169马力 L4
压缩比,-
厂商指导价(元),13.50万
厂商,广汽乘用车
助力类型,电动助力
前轮距(mm),-
前轮胎规格,215/55 R17
前悬架类型,麦弗逊式独立悬架
前制动器类型,通风盘式
供油方式,直喷
