Feature,1006714,1006715,1006716,1006717,1007619,1007620
高度(mm),1850,1850,1850,1850,1850,1850
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱,前置后驱
零胎压继续行驶,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
防紫外线玻璃,-,-,-,-,-,-
长度(mm),4415,4415,4415,4415,4415,4415
长*宽*高(mm),4415×1665×1850,4415×1665×1850,4415×1665×1850,4415×1665×1850,4415×1665×1850,4415×1665×1850
铝合金轮圈,●,●,-,-,-,-
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,-,-,-,-
遥控钥匙,●,●,-,-,-,-
道路救援呼叫,-,-,-,-,-,-
远光灯,卤素,卤素,卤素,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素,卤素,卤素,卤素
运动风格座椅,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-
轴距(mm),2720,2720,2720,2720,2720,2720
转向辅助灯,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5
车载电视,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-
车身结构_y,客车,客车,客车,客车,货车,货车
车身结构_x,客车,客车,客车,客车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车型名称,五菱荣光V 2018款 1.2L标准型,五菱荣光V 2018款 1.5L标准型,五菱荣光V 2018款 1.2L实用型,五菱荣光V 2018款 1.5L实用型,五菱荣光V 2019款 1.5L厢式运输车实用型,五菱荣光V 2019款 1.2L厢式运输车实用型
车内空气调节/花粉过滤,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-
车内中控锁,●,●,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-
行车电脑显示屏,-,-,-,-,-,-
