Feature,31382
高度(mm),1318
驻车制动类型,电子驻车
驱动方式,前置后驱
长度(mm),4586
长*宽*高(mm),4586*1938*1318
进气形式,双涡轮增压
轴距(mm),2670
车顶行李架,-
车门数(个),2
车载空气净化器,-
车身结构_y,硬顶敞篷车
车身结构_x,2门4座硬顶敞篷车
车联网,-
车型名称,Portofino 2018款 3.9T
车体结构,承载式
行程(mm),-
行李厢容积(L),292
自适应远近光,-
能源类型,汽油
缸盖材料,铝合金
缸径(mm),-
缸体材料,铝合金
级别,跑车
简称,7挡双离合
第二排独立座椅,-
疲劳驾驶提示,-
电磁感应悬架,-
环保标准,国V
燃油标号,98号
燃料形式,汽油
油箱容积(L),80
气缸数(个),8
气缸排列形式,V
每缸气门数(个),4
最高车速(km/h),320
最小离地间隙(mm),-
最大马力(Ps),600
最大扭矩转速(rpm),3000-5250
最大扭矩(N·m)_y,760
最大扭矩(N·m)_x,760
最大功率转速(rpm),7500
最大功率(kW)_y,441
最大功率(kW)_x,441
方向盘记忆,-
整备质量(kg),1664
排量(mL),3855
挡位个数,7
感应后备厢,-
座位数(个),4
工信部综合油耗(L/100km),-
工信部纯电续航里程(km),-
宽度(mm),1938
实测油耗(L/100km),-
实测100-0km/h制动(m),-
实测0-100km/h加速(s),-
官方0-100km/h加速(s),3.5
备胎规格,无
后轮距(mm),-
后轮胎规格,285/35 R20
后悬架类型,未知
后制动器类型,陶瓷通风盘式
变速箱类型,双离合变速箱(DCT)
变速箱,7挡双离合
发动机特有技术,-
发动机型号,F154
发动机,3.9T 600马力 V8
压缩比,-
厂商指导价(元),270.80万
厂商,法拉利
助力类型,未知
副驾驶位后排可调节按钮,-
前轮距(mm),-
前轮胎规格,245/35 R20
前悬架类型,未知
前大灯雨雾模式,-
前制动器类型,陶瓷通风盘式
内置行车记录仪,-
全液晶仪表盘,-
供油方式,直喷
主动降噪,-
上市时间,2017.11
220V/230V电源,-
