Feature,33041,34396,34397,35374,35375,35376,38708,38709,38710,38711,38712,38713
高度(mm),1672,1672,1672,1672,1672,1672,1672,1672,1672,1672,1672,1682
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
零胎压继续行驶,-,-,-,-,-,-,-,-,-,-,-,-
陡坡缓降,●,●,●,●,●,●,●,●,●,●,●,●
防紫外线玻璃,-,-,-,-,-,-,-,-,-,-,-,-
长度(mm),4585,4585,4585,4585,4585,4585,4585,4585,4585,4585,4585,4591
长*宽*高(mm),4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4585*1835*1672,4591*1853*1682
铝合金轮圈,●,●,●,●,●,●,●,●,●,●,●,●
遮阳板化妆镜,●,●,●,●,●,●,●,●,●,●,●,●
遥控钥匙,●,●,●,●,●,●,●,●,●,●,●,●
道路救援呼叫,●,●,●,●,●,●,●,●,●,●,●,●
远程启动,●,●,●,●,●,●,●,●,●,●,●,●
远光灯,LED,LED,LED,LED,LED,LED,LED,LED,LED,LED,LED,LED
近光灯,LED,LED,LED,LED,LED,LED,LED,LED,LED,LED,LED,LED
运动风格座椅,-,-,-,-,-,-,-,-,-,-,-,-
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,●
轴距(mm),2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703,2703
转向辅助灯,●,●,●,●,●,●,-,-,-,●,●,●
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5
车道偏离预警系统,○,○,○,○,○,○,-,●,●,●,●,●
车载空气净化器,-,-,-,●,●,●,-,-,-,●,●,●
车载电视,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,主驾驶位(选装全车),主驾驶位(选装全车),主驾驶位(选装全车),全车,全车,全车,主驾驶位,主驾驶位(选装全车),主驾驶位(选装全车),全车,全车,全车
车型名称,威马EX5 2018款 EX5 500 Lite探索版,威马EX5 2018款 EX5 300 Lite探索版,威马EX5 2018款 EX5 400 Lite探索版,威马EX5 2018款 EX5 300 Extra创新版,威马EX5 2018款 EX5 400 Extra创新版,威马EX5 2018款 EX5 500 Extra创新版,威马EX5 2019款 EX5 Entry发现版300,威马EX5 2019款 EX5 智行2.0 Lite探索版400,威马EX5 2019款 EX5 智行2.0 Lite探索版500,威马EX5 2019款 EX5 智行2.0 Extra创新版400,威马EX5 2019款 EX5 智行2.0 Extra创新版500,威马EX5 2019款 EX5 Pro 智行2.0 500
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●
车内氛围灯,-,-,-,○,○,○,-,-,-,○,○,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●
行李厢容积(L),488-1500,488-1500,488-1500,488-1500,488-1500,488-1500,488-1500,488-1500,488-1500,488-1500,488-1500,488-1500
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自适应巡航,○,○,○,○,○,○,-,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,○,○,○,-,-,-,○,○,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,○,○,○,○,○,○,-,○,○,○,○,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-,-,-,-
