Feature,33498,34644,34645
高度(mm),1700,1690,1700
驻车制动类型,手刹,手刹,手刹
驱动方式,前置前驱,前置前驱,前置前驱
陡坡缓降,-,-,-
长度(mm),3950,3950,3950
长*宽*高(mm),3950*1740*1700,3950*1740*1690,3950*1740*1700
配气机构,DOHC,DOHC,DOHC
道路救援呼叫,-,-,-
道路交通标识识别,-,-,-
进气形式,自然吸气,自然吸气,自然吸气
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),2530,2530,2530
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,●,-,●
车门数(个),5,5,5
车道偏离预警系统,-,-,-
车道保持辅助系统,-,-,-
车载空气净化器,-,-,-
车载电视,-,-,-
车载冰箱,-,-,-
车身结构_y,两厢车,两厢车,两厢车
车身结构_x,5门5座两厢车,5门5座两厢车,5门5座两厢车
车身稳定控制(ESC/ESP/DSC等),-,-,-
车联网,-,-,-
车窗防夹手功能,-,-,-
车型名称,昌河北斗星 2018款 1.4L 手动舒适版,昌河北斗星 2018款 1.4L 手动超值版,昌河北斗星 2018款 1.4L 手动豪华版
车内香氛装置,-,-,-
车内中控锁,●,●,●
车内PM2.5过滤装置,-,-,-
车体结构,承载式,承载式,承载式
负离子发生器,-,-,-
触摸式阅读灯,-,-,-
被动行人保护,-,-,-
行程(mm),-,-,-
行李厢容积(L),-,-,-
行李厢12V电源接口,-,-,-
蓝牙/车载电话,○,○,●
自适应远近光,-,-,-
自动驻车,-,-,-
自动泊车入位,-,-,-
自动头灯,-,-,-
膝部气囊,-,-,-
能源类型,汽油,汽油,汽油
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),-,-,-
缸体材料,未知,未知,未知
级别,微型车,微型车,微型车
简称,5挡手动,5挡手动,5挡手动
第二排独立座椅,-,-,-
空气悬架,-,-,-
疲劳驾驶提示,-,-,-
电磁感应悬架,-,-,-
电池预加热,-,-,-
电动后备厢位置记忆,-,-,-
电动后备厢,-,-,-
电动可调踏板,-,-,-
环保标准_y,国V,国V,国V
环保标准_x,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-
燃油标号,92号,92号,92号
燃料形式,汽油,汽油,汽油
温度分区控制,-,-,-
涉水感应系统,-,-,-
油箱容积(L),-,-,-
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),160,160,160
最小离地间隙(mm),132,132,132
最大马力(Ps),101,101,101
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,135,135,135
最大扭矩(N·m)_x,135,135,135
最大功率转速(rpm),-,-,-
最大功率(kW)_y,74,74,74
最大功率(kW)_x,74,74,74
无钥匙启动系统,-,-,-
方向盘记忆,-,-,-
方向盘换挡,-,-,-
方向盘加热,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),1130,1130,1130
整体主动转向系统,-,-,-
排量(mL),1372,1372,1372
挡位个数,5,5,5
手势控制,-,-,-
感应后备厢,-,-,-
座位数(个),5,5,5
并线辅助,-,-,-
工信部综合油耗(L/100km),6,6,6
尾门玻璃独立开启,-,-,-
导航路况信息显示,-,-,-
宽度(mm),1740,1740,1740
实测油耗(L/100km),-,-,-
实测100-0km/h制动(m),-,-,-
实测0-100km/h加速(s),-,-,-
官方0-100km/h加速(s),-,-,-
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
大灯延时关闭,-,-,-
夜视系统,-,-,-
多功能方向盘,●,-,●
备胎规格,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-
后雨刷,●,-,●
后轮距(mm),1480,1480,1480
后轮胎规格,185/60 R15,185/60 R15,185/60 R15
后排独立空调,-,-,-
后排杯架,-,-,-
后排控制多媒体,-,-,-
后排座椅电动调节,-,-,-
后排座椅电动放倒,-,-,-
后排小桌板,-,-,-
