Feature,1001643,1001644,1001645
高度(mm),1930,1930,1930
驱动电机数,-,-,-
驱动方式,中置后驱,中置后驱,中置后驱
零胎压继续行驶,-,-,-
陡坡缓降,-,-,-
防紫外线玻璃,-,-,-
长度(mm),3790,3790,3790
长*宽*高(mm),3790×1550×1930,3790×1550×1930,3790×1550×1930
铝合金轮圈,-,-,-
配气机构,SOHC,SOHC,SOHC
遮阳板化妆镜,-,-,-
遥控钥匙,-,-,-
道路救援呼叫,-,-,-
远光灯,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),2515,2515,2515
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,-,-,-
车门数(个),5,5,5
车载电视,-,-,-
车载冰箱,-,-,-
车身结构_y,客车,客车,客车
车身结构_x,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-
车窗防夹手功能,-,-,-
车型名称,星旺 2012款 1.0L超值型,星旺 2012款 1.0L豪华型,星旺 2012款 1.0L精英型
车内空气调节/花粉过滤,-,-,-
车内氛围灯,-,-,-
车内中控锁,-,-,-
车体结构,承载式,承载式,承载式
货箱尺寸(mm),-,-,-
行车电脑显示屏,-,-,-
行程(mm),-,-,-
蓝牙/车载电话,-,-,-
自适应远近光,-,-,-
自动驻车,-,-,-
自动头灯,-,-,-
膝部气囊,-,-,-
腰部支撑调节,-,-,-
能源类型,汽油,汽油,汽油
胎压监测装置,-,-,-
肩部支撑调节,-,-,-
缸盖材料,未知,未知,未知
缸径(mm),-,-,-
缸体材料,未知,未知,未知
级别,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,●,●,●
第二排座椅移动,-,○,○
第三排座椅,-,-,-
空调控制方式,-,手动●,-
空气悬架,-,-,-
皮质方向盘,-,-,-
百公里耗电量(kWh/100km),-,-,-
电池组质保,-,-,-
电池类型,-,-,-
电池容量(kWh),-,-,-
电池充电时间,-,-,-
电机类型,-,-,-
电机布局,-,-,-
电动机总扭矩(N·m),-,-,-
电动机总功率(kW),-,-,-
电动座椅记忆,-,-,-
电动天窗,-,-,-
电动吸合门,-,-,-
电动后备厢,-,-,-
环保标准,国IV+OBD,国IV+OBD,国IV+OBD
牵引力控制(ASR/TCS/TRC等),-,-,-
燃油标号,92号,92号,92号
燃料形式,汽油,汽油,汽油
温度分区控制,-,-,-
油箱容积(L),40,40,40
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),2,2,2
最高车速(km/h),120,120,120
最小离地间隙(mm),165,165,165
最大马力(Ps),60,60,60
最大载重质量(kg),-,-,-
最大扭矩转速(rpm),3500-4000,3500-4000,3500-4000
最大扭矩(N·m)_y,85,85,85
最大扭矩(N·m)_x,-,-,-
最大功率转速(rpm),5600,5600,5600
最大功率(kW)_y,44,44,44
最大功率(kW)_x,-,-,-
无钥匙进入系统,-,-,-
无钥匙启动系统,-,-,-
方向盘调节,-,-,-
方向盘记忆,-,-,-
方向盘电动调节,-,-,-
方向盘换挡,-,-,-
方向盘加热,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),-,-,-
排量(mL),998,998,998
挡位个数,5,5,5
扬声器品牌,-,-,-
扬声器个数,-,2-3喇叭,2-3喇叭
感应雨刷,-,-,-
感应后备厢,-,-,-
快充电量(%),-,-,-
座椅高低调节,-,-,-
座椅材料,织物,织物,织物
座位数(个),7,7,7
并线辅助,-,-,-
工信部综合油耗(L/100km),-,-,-
工信部续航里程(km),-,-,-
宽度(mm),1550,1550,1550
定速巡航,-,-,-
安全带未系提示,-,-,-
大灯高度可调,-,-,-
大灯清洗装置,-,-,-
多功能方向盘,-,-,-
外接音源接口,-,USB,USB
后风挡遮阳帘,-,-,-
后雨刷,-,-,-
后轮距(mm),1310,1310,1310
后轮胎规格,165/70 R13,165/70 R14,165/70 R14
后视镜记忆,-,-,-
后视镜电动调节,-,-,-
后视镜电动折叠,-,-,-
后视镜加热,-,-,-
后电动机最大扭矩(N·m),-,-,-
后电动机最大功率(kW),-,-,-
后桥限滑差速器/差速锁,-,-,-
后排车门开启方式,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-
后排液晶屏,-,-,-
后排杯架,-,-,-
后排座椅电动调节,-,-,-
后排座椅放倒方式,-,-,-
后排侧隐私玻璃,-,-,-
后排侧遮阳帘,-,-,-
后悬架类型,纵置钢板弹簧,纵置钢板弹簧,纵置钢板弹簧
后座出风口,-,-,-
