Feature,50579,50708
高度(mm),1628,1628
驾驶辅助影像,,
驾驶模式切换,,
驻车制动类型,电子驻车,电子驻车
驱动电机数,双电机,双电机
驱动方式,双电机四驱,双电机四驱
面部识别,-,-
隐藏电动门把手,-,-
陡坡缓降,●,●
长度(mm),4510,4510
长*宽*高(mm),4510*1850*1628,4510*1850*1628
钥匙类型,,
配气机构,DOHC,DOHC
道路救援呼叫,●,●
道路交通标识识别,●,-
远程启动功能,,
远光灯光源,,
进气形式,涡轮增压,涡轮增压
近光灯光源,,
运动风格座椅,-,-
运动外观套件,-,-
辅助驾驶等级,,-
轴距(mm),2730,2730
轮圈材质,,
转向辅助灯,-,-
转向头灯,-,-
车顶行李架,●,●
车门数(个),5,5
车门开启方式,平开门,平开门
车道偏离预警系统,●,-
车道保持辅助系统,●,-
车载空气净化器,-,-
车载智能系统,,
车载冰箱,-,-
车载CD/DVD,-,-
车身结构_y,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●
车联网,●,●
车窗防夹手功能,●,●
车窗一键升降功能,,
车型名称,标致4008新能源 2021款 1.6T PHEV 三擎豪华版,标致4008新能源 2021款 1.6T PHEV 三擎版
车前雾灯,-,-
车内香氛装置,-,-
车内环境氛围灯,-,-
车内化妆镜,,
车内中控锁,●,●
车内PM2.5过滤装置,-,-
车体结构,承载式,承载式
负离子发生器,-,-
语音识别控制系统,,
触摸式阅读灯,-,-
被动行人保护,-,-
行车电脑显示屏幕,,
行李厢12V电源接口,●,●
蓝牙/车载电话,●,●
自适应远近光,●,-
自动驻车,-,-
自动泊车入位,-,-
自动头灯,●,●
能源类型,插电式混合动力,插电式混合动力
胎压监测功能,,
缺气保用轮胎,-,-
缸盖材料,铝合金,铝合金
缸体材料,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),520,520
系统综合功率(kW),221,221
简称,8挡手自一体,8挡手自一体
第二排独立座椅,-,-
第二排座椅调节,-,-
第二排座椅电动调节,-,-
第二排座椅功能,-,-
空调温度控制方式,,
空气悬架,-,-
离去角(°),30,30
百公里耗电量(kWh/100km),-,-
疲劳驾驶提示,●,●
电磁感应悬架,-,-
电池能量(kWh),13,13
电池组质保,待查,待查
电池类型,三元锂电池,三元锂电池
