Feature,51765,51766,51767,56669,56670,56671
高度(mm),1515,1515,1515,1515,1515,1515
驾驶辅助影像,-,-,,-,-,
驾驶模式切换,,,,-,-,
驻车制动类型,手刹,手刹,手刹,手刹,手刹,手刹
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱,前置前驱
陡坡缓降,-,-,-,-,-,-
长度(mm),3732,3732,3732,3732,3732,3732
长*宽*高(mm),3732*1579*1515,3732*1579*1515,3732*1579*1515,3732*1579*1515,3732*1579*1515,3732*1579*1515
钥匙类型,,,,,,
远光灯光源,,,,,,
近光灯光源,,,,,,
轴距(mm),2423,2423,2423,2423,2423,2423
轮圈材质,,,,,,
车顶行李架,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门4座SUV,5门4座SUV,5门4座SUV,5门4座SUV,5门4座SUV,5门4座SUV
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车联网,-,●,●,-,●,●
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,启辰e30 2021款 精灵版,启辰e30 2021款 精英版,启辰e30 2021款 精睿版,启辰e30 2021款 改款 精灵版,启辰e30 2021款 改款 精英版,启辰e30 2021款 改款 精睿版
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,-,-,,-,-,
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,●,-,-,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,-,,,-,,
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,-,●,●,-,●,●
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
缺气保用轮胎,-,-,-,-,-,-
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
离去角(°),32,32,32,32,32,32
百公里耗电量(kWh/100km),10.8,10.8,10.8,10.8,10.8,10.8
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,力神动力,力神动力,力神动力,力神动力,力神动力,力神动力
电能当量燃料消耗量(L/100km),1.22,1.22,1.22,1.22,1.22,1.22
电池预加热,●,●,●,●,●,●
电池能量(kWh),26.8,26.8,26.8,26.8,26.8,26.8
电池组质保,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),125,125,125,125,125,125
电动机总功率(kW),33,33,33,33,33,33
电动机总功率(Ps),-,-,-,-,-,-
电动机(Ps),45,45,45,45,45,45
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
满载最小离地间隙(mm),150,150,150,150,150,150
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
最高车速(km/h),105,105,105,105,105,105
最大满载质量(kg),1240,1240,1240,1240,1240,1240
最大扭矩(N·m),125,125,125,125,125,125
最大功率(kW),33,33,33,33,33,33
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),921,921,921,921,921,921
接近角(°),23,23,23,23,23,23
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
慢充时间(小时)_y,4,4,4,4,4,4
慢充时间(小时)_x,4,4,4,4,4,4
感应雨刷功能,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5
座椅材质,,,,,,
座位数(个),4,4,4,4,4,4
并线辅助,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-
导航路况信息显示,-,●,●,-,●,●
宽度(mm),1579,1579,1579,1579,1579,1579
官方0-50km/h加速(s),6,6,6,6,6,6
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
