Feature,47292,47609,47610,49310,49311,49312,49313,49314,53405,53465
高度(mm),1668,1668,1668,1668,1668,1668,1668,1668,1668,1668
驾驶辅助影像,,,,-,,,,,,
驾驶模式切换,,,,,,,,,,
驻车制动类型,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置前驱,前置四驱,前置前驱,前置前驱,前置前驱,前置四驱,前置四驱,前置前驱,前置四驱
首任车主质保政策,-,-,-,-,-,-,-,-,-,-
面部识别,-,-,-,-,-,-,-,-,-,-
隐藏电动门把手,-,-,-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-,-,-
限滑差速器/差速锁,,-,,-,-,-,,,-,
长度(mm),4752,4752,4752,4752,4752,4752,4752,4752,4752,4752
长*宽*高(mm),4752*1926*1668,4752*1926*1668,4752*1926*1668,4752*1926*1668,4752*1926*1668,4752*1926*1668,4752*1926*1668,4752*1926*1668,4752*1926*1668,4752*1926*1668
钥匙类型,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,-,-,●,●,●,-,●
道路交通标识识别,-,-,-,-,-,-,-,-,-,-
远程启动功能,,-,,-,-,-,-,,-,-
远光灯光源,,,,,,,,,,
进气形式,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压,涡轮增压
近光灯光源,,,,,,,,,,
运动风格座椅,-,-,-,-,-,-,-,-,-,-
运动外观套件,●,●,●,-,-,-,-,-,-,-
辅助驾驶等级,,,,,,,,,,
轴距(mm),2750,2750,2750,2750,2750,2750,2750,2750,2750,2750
轮圈材质,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,-,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●,●
车载冰箱,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
