Feature,43049,43265,43266,43267,43268,43269,43270,43271,52624,57606,57607,57608,60083,60244
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,
车型名称,迈腾 2020款 380TSI DSG 旗舰型,迈腾 2020款 280TSI DSG 舒适型,迈腾 2020款 280TSI DSG 领先型,迈腾 2020款 330TSI DSG 领先型,迈腾 2020款 330TSI DSG 豪华型,迈腾 2020款 330TSI DSG 尊贵型,迈腾 2020款 380TSI DSG 豪华型,迈腾 2020款 380TSI DSG 尊贵型,迈腾 2021款 330TSI DSG 30周年纪念版,迈腾 2023款 200万辆纪念版 280TSI DSG舒适型,迈腾 2023款 200万辆纪念版 330TSI DSG豪华型,迈腾 2023款 200万辆纪念版 380TSI DSG旗舰型,迈腾 2023款 200万辆纪念版 330TSI DSG领先型,迈腾 2023款 200万辆纪念版 280TSI DSG领先型
车前雾灯,,,,,,,,,,,,,,
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,-,-,-,,,,,,-,,,-,-
车内化妆镜,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,
行李厢12V电源接口,●,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,-,●,-,●,-,-,○,●,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,●,●,●,-,-,-,●,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,-,-,-,●,●,●,●,●,-,●,●,-,-
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铸铁,铸铁,铸铁,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,7挡湿式双离合,7挡干式双离合,7挡干式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡干式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡干式双离合
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,,-,-,-,-,,-,,-,-,-,,-,-
空调温度控制方式,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),15,14,14,15,15,15,15,15,15,14,14,14,14,14
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,-,-,,,,,,-,,,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,●,-,-,-,●,●,●,●,●,-,●,●,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,,-,-,-,,,,,,-,,,-,-
温度分区控制,●,-,●,●,●,●,●,●,●,-,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),210,208,208,210,210,210,210,210,210,210,210,210,210,210
最大马力(Ps),220,150,150,186,186,186,220,220,186,150,186,220,186,150
最大满载质量(kg),2050,1910,1910,2000,2000,2000,2050,2050,2000,1920,2030,2050,2030,1920
最大扭矩转速(rpm),1500-4400,1750-3000,1750-3000,1500-4000,1500-4000,1500-4000,1500-4400,1500-4400,1500-4000,1750-3000,1600-4050,1600-4300,1600-4050,1750-3000
最大扭矩(N·m)_y,350,250,250,320,320,320,350,350,320,250,320,350,320,250
最大扭矩(N·m)_x,350,250,250,320,320,320,350,350,320,250,320,350,320,250
最大功率转速(rpm),4500-6200,5000-6000,5000-6000,4100-6000,4100-6000,4100-6000,4500-6200,4500-6200,4100-6000,5000-6000,4150-6000,4900-6700,4150-6000,5000-6000
最大功率(kW)_y,162,110,110,137,137,137,162,162,137,110,137,162,137,110
最大功率(kW)_x,162,110,110,137,137,137,162,162,137,110,137,162,137,110
最大净功率(kW),162,110,110,137,137,137,162,162,137,110,137,162,137,110
无钥匙进入功能,,-,,,,,,,,-,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘离手检测,●,-,-,-,-,-,●,●,-,-,●,●,○,○
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,●,●,●,●,●
方向盘加热,●,-,-,-,-,●,●,●,-,-,●,●,○,○
方向盘位置调节,,,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1580,1445,1445,1540,1540,1540,1580,1580,1540,1452,1559,1576,1559,1452
接近角(°),16,16,16,16,16,16,16,16,16,16,16,16,16,16
排量(mL),1984,1395,1395,1984,1984,1984,1984,1984,1984,1395,1984,1984,1984,1395
换挡形式,,,,,,,,,,,,,,
挡位个数,7,7,7,7,7,7,7,7,7,7,7,7,7,7
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,,-,-,-,-,,-,,-,-,-,,-,-
手机无线充电功能,,,,,,,,,,,-,,,
手机互联/映射,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,-,,,,,,,,-,,,,
感应后备厢,●,-,●,●,●,●,●,●,●,-,●,●,-,-
座椅材质,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,-,-,-,-,●,●,-,-,○,●,○,○
巡航系统,,-,,,,,,,,,,,,
导航路况信息显示,●,○,○,○,●,●,●,●,●,○,●,●,○,○
宽度(mm),1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832
实测油耗(L/100km),-,-,-,-,7.7,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,41.27,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,8.03,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),7.2,9.1,9.1,8.1,8.1,8.1,7.2,7.2,8.1,9.4,8.9,7.9,8.9,9.4
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,●,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1572,1572,1572,1572,1572,1572,1572,1572,1572,1570,1570,1570,1570,1570
后轮胎规格,235/45 R18,215/60 R16,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,235/45 R18,215/55 R17,235/45 R18,235/45 R18,215/55 R17,215/55 R17
后方碰撞预警,-,-,-,-,-,-,-,-,-,-,-,●,-,-
后排独立空调,●,-,●,●,●,●,●,●,●,-,●,●,●,●
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,-,-,-,-,●,-,●,-,-,-,●,-,-
后排侧窗遮阳帘,,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),483,533,533,533,533,533,533,533,533,533,533,533,533,533
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,●,-,-,-,-,●,-,●,-,-,-,●,-,-
变速箱类型,湿式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),干式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),干式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡干式双离合,7挡干式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡干式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡干式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,EA888-DKX,EA211-DJS,EA211-DJS,EA888-DPL,EA888-DPL,EA888-DPL,EA888-DKX,EA888-DKX,EA888-DPL,EA211-DLE,EA888-DTH,EA888-DTJ,EA888-DTH,EA211-DLE
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 220马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 186马力 L4,1.4T 150马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 186马力 L4,1.4T 150马力 L4
厂商指导价(元),30.99万,18.69万,20.99万,21.99万,23.39万,25.89万,24.99万,26.99万,23.33万,18.69万,22.69万,25.39万,21.19万,19.59万
厂商,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众
卫星导航系统,●,○,○,○,●,●,●,●,●,○,●,●,○,○
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,●,-,●,●,●,●,●,●,●,-,●,●,●,●
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1586,1586,1586,1586,1586,1586,1586,1586,1586,1584,1584,1584,1584,1584
前轮胎规格,235/45 R18,215/60 R16,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,235/45 R18,215/55 R17,235/45 R18,235/45 R18,215/55 R17,215/55 R17
前方碰撞预警,●,-,-,-,-,-,●,●,-,○,●,●,○,○
前排座椅功能,,-,,,,,,,,-,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,●,○,○,○,●,●,●,●,●,○,●,●,○,○
倒车车侧预警系统,●,-,-,-,-,-,●,●,-,-,●,●,○,○
供油方式,直喷,直喷,直喷,混合喷射,混合喷射,混合喷射,直喷,直喷,混合喷射,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,-,-,●,●,-,○,●,●,○,○
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2019.12,2019.12,2019.12,2019.12,2019.12,2019.12,2019.12,2019.12,2021.08,2022.10,2022.10,2022.10,2022.10,2022.10
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.89,6.23,6.23,6.7,6.7,6.7,6.89,6.89,6.7,6.23,6.38,6.72,6.38,6.23
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),6.6,5.8,5.8,6.3,6.3,6.3,6.6,6.6,6.3,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,-,○,-,○,-,-,-,-,-,-
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,
220V/230V电源,●,-,-,-,-,-,-,-,-,-,-,-,-,-
