Feature,31594,31634,31755
高度(mm),1696,1696,1673
驻车制动类型,电子驻车,电子驻车,电子驻车
驱动方式,前置四驱,前置四驱,前置四驱
零胎压继续行驶,-,-,-
陡坡缓降,●,●,●
防紫外线玻璃,●,●,●
长度(mm),4918,4918,4926
长*宽*高(mm),4918*1983*1696,4918*1983*1696,4926*1983*1673
铝合金轮圈,●,●,●
配气机构,DOHC,DOHC,DOHC
遮阳板化妆镜,●,●,●
遥控钥匙,●,●,●
道路救援呼叫,-,-,-
远程启动,-,-,-
远光灯,LED,LED,LED
进气形式,涡轮增压,双涡轮增压,双涡轮增压
近光灯,LED,LED,LED
运动风格座椅,○,○,●
运动外观套件,-,-,-
轴距(mm),2895,2895,2895
转向辅助灯,-,-,-
转向头灯,○,●,●
车顶行李架,○,○,○
车门数(个),5,5,5
车道偏离预警系统,○,○,○
车载空气净化器,-,-,-
车载电视,-,-,-
车载冰箱,-,-,-
车身结构_y,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●
车联网,●,●,●
车窗防夹手功能,●,●,●
车窗一键升降,全车,全车,全车
车型名称,Cayenne 2018款 Cayenne 3.0T,Cayenne 2018款 Cayenne S 2.9T,Cayenne 2018款 Cayenne Turbo 4.0T
车内空气调节/花粉过滤,●,●,●
车内氛围灯,○,○,○
车内中控锁,●,●,●
车体结构,承载式,承载式,承载式
行车电脑显示屏,●,●,●
行程(mm),-,-,-
行李厢容积(L),770,770,745
蓝牙/车载电话,●,●,●
自适应远近光,○,○,○
自适应巡航,○,○,○
自动驻车,●,●,●
自动泊车入位,-,-,-
自动头灯,●,●,●
膝部气囊,●,●,●
腰部支撑调节,●,●,●
能源类型,汽油,汽油,汽油
胎压监测装置,●,●,●
肩部支撑调节,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),-,-,-
缸体材料,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体
第二排靠背角度调节,●,●,●
第二排独立座椅,-,-,-
第二排座椅移动,●,●,●
第三排座椅,-,-,-
空调控制方式,自动●,自动●,自动●
空气悬架,○,●,●
皮质方向盘,●,●,●
疲劳驾驶提示,-,-,-
电磁感应悬架,-,-,-
电动座椅记忆,●,●,●
电动天窗,●,●,●
电动吸合门,○,○,○
电动后备厢,●,●,●
环保标准,欧V,欧V,欧V
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,95号
燃料形式,汽油,汽油,汽油
温度分区控制,●,●,●
流媒体车内后视镜,-,-,-
油箱容积(L),90,90,90
气缸数(个),6,6,8
气缸排列形式,V,V,V
每缸气门数(个),4,4,4
最高车速(km/h),245,265,286
最小离地间隙(mm),-,-,-
最大马力(Ps),340,440,550
最大扭矩转速(rpm),1340-5300,1800-5500,1960-4500
最大扭矩(N·m)_y,450,550,770
最大扭矩(N·m)_x,450,550,770
最大功率转速(rpm),5300-6400,5700-6600,5750-6000
最大功率(kW)_y,250,324,404
最大功率(kW)_x,250,324,404
无钥匙进入系统,○,○,○
无钥匙启动系统,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-
方向盘电动调节,●,●,●
方向盘换挡,●,●,●
方向盘加热,○,○,●
整车质保,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1985,2020,2175
整体主动转向系统,○,○,○
排量(mL),2995,2894,3996
挡位个数,8,8,8
扬声器品牌,(选装BOSE + Burmester柏林之声),BOSE(选装Burmester柏林之声),BOSE(选装Burmester柏林之声)
扬声器个数,10-11喇叭(选装≥12喇叭),≥12喇叭,≥12喇叭
手机无线充电,-,-,-
手机互联/映射功能,●,●,●
感应雨刷,●,●,●
感应后备厢,-,-,-
座椅高低调节,●,●,●
座椅材料,真皮,真皮,真皮
座位数(个),5,5,5
并线辅助,-,-,-
工信部综合油耗(L/100km),-,-,-
导航路况信息显示,●,●,●
宽度(mm),1983,1983,1983
实测油耗(L/100km),12.55,-,-
实测100-0km/h制动(m),39.97,-,36.9
实测0-100km/h加速(s),6.09,-,3.69
定速巡航,●,●,●
官方0-100km/h加速(s),6.2,5.2,4.1
安全带未系提示,●,●,●
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
夜视系统,○,○,○
多天窗,-,-,-
多功能方向盘,●,●,●
外接音源接口,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸
四驱形式,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),-,-,-
后轮胎规格,275/50 R19 ,275/50 R19 ,315/35 R21
后视镜记忆,●,●,●
后视镜电动调节,●,●,●
后视镜电动折叠,●,●,●
后视镜加热,●,●,●
后桥限滑差速器/差速锁,-,-,-
后排独立空调,○,●,●
后排液晶屏,-,-,-
后排杯架,●,●,●
后排座椅电动调节,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,●,●,●
后排侧遮阳帘,○,○,●
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-
可变悬架,(选装软硬+高低调节),软硬+高低调节,软硬+高低调节
