Feature,53345,57120,57121,65833,65853
高精地图,●,●,●,●,●
高度(mm),1637,1637,1635,1637,1637
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,单电机,单电机,双电机,单电机,单电机
驱动方式,,,,,
首任车主质保政策,,,,,
风阻系数(Cd),-,-,-,-,-
隐藏电动门把手,●,●,●,●,●
陡坡缓降,-,-,-,-,-
长度(mm),5003,5003,5003,5003,5003
长*宽*高(mm),5003*1977*1637,5003*1977*1637,5003*1977*1635,5003*1977*1637,5003*1977*1637
钥匙类型,,,,,
遥控泊车,●,●,●,-,-
道路救援呼叫,●,●,●,●,●
道路交通标识识别,●,●,●,●,●
远程启动功能,,,,,
远光灯光源,,,,,
近光灯光源,,,,,
辅助驾驶系统,,,,,
辅助驾驶等级,,,,,
轴距(mm),3094,3094,3094,3094,3094
轮圈材质,,,,,
转向辅助灯,●,●,●,-,-
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,○
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●
车载空气净化器,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车机系统存储(GB),,,,,
车机系统内存(GB),,,,,
车机智能芯片,,,,,
车型名称,IQ锐歌 2022款 后驱长续航豪华版,IQ锐歌 2022款 后驱长续航尊贵版,IQ锐歌 2022款 四驱高性能尊贵版,IQ锐歌 2024款 后驱标准续航豪华版 SUPER CRUISE,IQ锐歌 2024款 后驱标准续航豪华版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,-,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●
