Feature,36860,38874,38875,38876,38877,44199,46559,46560
高度(mm),1638,1638,1638,1638,1638,1638,1638,1638
驾驶辅助影像,,,,,-,,,
驾驶模式切换,,,,,,,,
驻车制动类型,,,,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,,,
风阻系数(Cd),-,-,-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-,-,-
长度(mm),4200,4200,4200,4200,4200,4200,4200,4200
长*宽*高(mm),4200*1780*1638,4200*1780*1638,4200*1780*1638,4200*1780*1638,4200*1780*1638,4200*1780*1638,4200*1780*1638,4200*1780*1638
钥匙类型,,,,,,,,
遥控泊车,●,-,-,-,-,-,-,-
道路救援呼叫,●,●,●,●,-,●,●,●
远程启动功能,,,,,-,,,
远光灯光源,,,,,,,,
近光灯光源,,,,,,,,
轴距(mm),2585,2585,2585,2585,2585,2585,2585,2585
轮圈材质,,,,,,,,
车顶行李架,●,●,●,●,-,●,●,●
车门数(个),,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,●,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,-,●,●,●
车联网,●,●,●,●,-,●,●,●
车窗防夹手功能,●,●,-,-,-,-,-,-
车窗一键升降功能,,,-,-,-,-,-,-
车型名称,北京EX3 2019款 R600 劲领版,北京EX3 2019款 R600 劲潮版,北京EX3 2019款 R600 劲尚版,北京EX3 2019款 R600 劲风版,北京EX3 2019款 R600 劲悦版,北京EX3 2020款 R500 劲风版,北京EX3 2020款 R500 劲尚版,北京EX3 2019款 先尚限量版
车前雾灯,-,-,-,-,-,-,-,-
车内环境氛围灯,,,-,-,-,-,-,-
车内化妆镜,,,,-,-,-,,
车内中控锁,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,-,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,-,,,
行车电脑显示屏幕,,,,,,,,
蓝牙/车载电话,●,●,●,●,-,●,●,●
自适应远近光,-,-,-,-,-,-,-,-
