Feature,51163
高度(mm),1680
驾驶辅助影像,
驾驶模式切换,
驻车制动类型,电子驻车
驱动电机数,单电机
驱动方式,前置前驱
首任车主质保政策,-
面部识别,●
隐藏电动门把手,●
陡坡缓降,●
长度(mm),4879
长*宽*高(mm),4879*1937*1680
钥匙类型,
道路救援呼叫,●
道路交通标识识别,●
远程启动功能,
远光灯光源,
近光灯光源,
轴距(mm),2919
轮圈材质,
转向辅助灯,●
车顶行李架,●
车门数(个),5
车门开启方式,平开门
车道偏离预警系统,●
车道保持辅助系统,●
车载空气净化器,●
车身结构_y,SUV
车身结构_x,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●
车联网,●
车窗防夹手功能,●
车窗一键升降功能,
车型名称,合创007 2021款 PLUS版
车前雾灯,
车内环境氛围灯,
车内化妆镜,
车内中控锁,●
车内PM2.5过滤装置,●
车体结构,承载式
超声波雷达数量,
负离子发生器,●
语音连续识别,●
语音识别控制系统,
语音分区域唤醒识别,
语音免唤醒词,●
触摸式阅读灯,●
行车电脑显示屏幕,
行李厢12V电源接口,●
蓝牙/车载电话,●
自适应远近光,●
自动驻车,●
自动泊车入位,●
自动头灯,●
能量回收系统,●
能源类型,纯电动
胎压监测功能,
缺气保用轮胎,-
级别,中型SUV
简称,电动车单速变速箱
第二排座椅调节,
空调温度控制方式,
离去角(°),20
百公里耗电量(kWh/100km),15.6
疲劳驾驶提示,●
电芯品牌,中航锂电
电能当量燃料消耗量(L/100km),1.76
电池预加热,●
电池能量密度(Wh/kg),180
电池能量(kWh),93.3
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池
电机类型,永磁/同步
电机布局,前置
电动机总扭矩(N·m),350
电动机总功率(kW),150
电动机总功率(Ps),-
电动机(Ps),204
电动座椅记忆功能,
电动后备厢位置记忆,●
电动后备厢,●
牵引力控制(ASR/TCS/TRC等),●
满载最小离地间隙(mm),150
温度分区控制,●
液晶仪表尺寸,
最高车速(km/h),170
最大满载质量(kg),2475
最大扭矩(N·m),350
最大功率(kW),150
无钥匙进入功能,
无钥匙启动系统,●
方向盘记忆,-
方向盘材质,
方向盘换挡,-
方向盘加热,-
方向盘位置调节,
整车质保,五年不限公里
整备质量(kg),2030
接近角(°),17
换挡形式,
挡位个数,1
扬声器数量,
扬声器品牌名称,-
手机无线充电功能,
手机互联/映射,-
慢充时间(小时)_y,8
慢充时间(小时)_x,8
感应雨刷功能,
感应后备厢,●
快充电量百分比,80
快充电量(%),80
快充时间(小时)_y,0.58
快充时间(小时)_x,0.58
快充功能,-
座椅材质,
座位数(个),5
并线辅助,●
巡航系统,
导航路况信息显示,●
宽度(mm),1937
官方0-100km/h加速(s),7.9
安全带未系提醒,
天窗类型,
大灯高度可调,●
大灯延时关闭,●
多层隔音玻璃,
多媒体/充电接口,
多功能方向盘,●
外后视镜功能,
备胎规格,无
地图品牌,
四驱形式,-
后雨刷,-
后轮距(mm),1660
后轮胎规格,245/50 R20
后排独立空调,-
后排杯架,-
后排座椅放倒形式,
后排侧隐私玻璃,●
后悬架类型,多连杆式独立悬架
后座出风口,●
后备厢容积(L),450-1500
后制动器类型,通风盘式
变速箱类型,固定齿比变速箱
厂商指导价(元),29.98万
厂商,合创汽车
卫星导航系统,●
助力类型,电动助力
副驾驶位后排可调节按钮,-
副座椅调节方式,
前轮距(mm),1650
前轮胎规格,245/50 R20
前电动机最大扭矩(N·m),350
前电动机最大功率(kW),150
前方碰撞预警,●
前排座椅功能,
前悬架类型,麦弗逊式独立悬架
前制动器类型,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●
制动力分配(EBD/CBC等),●
内置行车记录仪,●
内后视镜功能,
全液晶仪表盘,●
倒车车侧预警系统,●
低速行车警告,●
主座椅调节方式,
主动刹车/主动安全系统,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●
中控彩色屏幕,
中控屏幕尺寸,
中控下屏幕尺寸,
中央差速器结构,-
上市时间,2021.05
上坡辅助,●
Wi-Fi热点,●
USB/Type-C接口数量,
OTA升级,●
NEDC纯电续航里程(km)_y,643
NEDC纯电续航里程(km)_x,643
LED日间行车灯,●
ISOFIX儿童座椅接口,●
ABS防抱死,●
4G/5G网络,
