Feature,62369,62370,62371,62372,72222
高度(mm),1621,1606,1621,1596,1621
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
陡坡缓降,●,●,●,●,●
限滑差速器/差速锁,,,-,-,
长度(mm),4726,4726,4726,4726,4726
长*宽*高(mm),4726*1922*1621,4726*1927*1606,4726*1927*1621,4726*1927*1596,4726*1922*1621
钥匙类型,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,DOHC
道路救援呼叫,●,●,●,●,●
远光灯光源,,,,,
进气形式,涡轮增压,涡轮增压,双涡轮增压,双涡轮增压,涡轮增压
近光灯光源,,,,,
运动风格座椅,○,●,○,●,○
辅助驾驶等级,,,,,
辅助泊车入位,○,○,○,○,○
轴距(mm),2807,2807,2807,2807,2807
轮圈材质,,,,,
转向辅助灯,●,●,●,●,●
转向头灯,●,●,●,●,●
车顶行李架,○,○,○,○,○
车门数(个),,,,,
车门开启方式,-,-,-,-,-
车道偏离预警系统,●,●,●,●,●
车道保持辅助系统,○,○,○,○,○
车载空气净化器,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,Macan 2024款 Macan 2.0T,Macan 2024款 Macan T 2.0T,Macan 2024款 Macan S 2.9T,Macan 2024款 Macan GTS 2.9T,Macan 2025款 Macan 2.0T 逐梦版
车前雾灯,-,-,-,-,-
车内环境氛围灯,,,,,
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车侧脚踏板,,,,-,
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
负离子发生器,●,●,●,●,●
语音识别控制系统,,,,,
语音分区域唤醒识别,,,,,
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●
自适应远近光,○,○,○,○,●
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铝合金,铝合金,铸铁
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,-,-,-,-,-
第二排座椅功能,,,,,
空调温度控制方式,,,,,
空气悬架,○,○,●,●,○
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
油箱容积(L),75,75,75,75,75
气缸数(个),4,4,6,6,4
气缸排列形式,L,L,V,V,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),232,232,259,272,232
最大马力(Ps),265,265,380,441,265
最大满载质量(kg),2510,2510,2580,2580,2510
最大扭矩转速(rpm),1800-4500,1800-4500,1850-5000,1900-5600,1800-4500
最大扭矩(N·m)_y,400,400,520,550,400
最大扭矩(N·m)_x,400,400,520,550,400
最大功率转速(rpm),5000-6500,5000-6500,5200-6700,5700-6600,5000-6500
最大功率(kW)_y,195,195,280,324,195
最大功率(kW)_x,195,195,280,324,195
最大净功率(kW),195,195,280,324,195
无钥匙进入功能,,,,,
无钥匙启动系统,○,○,○,○,○
方向盘记忆,○,○,○,○,●
方向盘材质,,,,,
方向盘换挡,●,●,●,●,●
方向盘加热,○,○,○,○,○
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1892,1943,1995,2023,1892
摄像头数量,,,,,
排量(mL),1984,1984,2894,2894,1984
换挡形式,,,,,
挡位个数,7,7,7,7,7
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
感应雨刷功能,,,,,
感应后备厢,○,○,○,○,○
座椅材质,,,,,
座位数(个),,,,,
并线辅助,-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1922,1927,1927,1927,1922
官方0-100km/h加速(s),6.4,6.2,4.8,4.5,6.4
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
四驱形式,,,,,
后雨刷,●,●,●,●,●
后轮距(mm),-,-,-,-,-
后轮胎规格,,,,,
