Feature,1007951,1007952,1007953,1008720
高度(mm),1990,1990,1990,1990
驾驶辅助影像,-,-,-,-
驱动方式,前置后驱,前置后驱,前置后驱,前置后驱
陡坡缓降,-,-,-,-
长度(mm),4930,4930,4930,4930
长*宽*高(mm),4930×1744×1990,4930×1744×1990,4930×1744×1990,4930×1744×1990
钥匙类型,,,,
配气机构,DOHC,DOHC,DOHC,DOHC
远光灯光源,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气
近光灯光源,,,,
轴距(mm),3195,3195,3195,3195
轮圈材质,,,,
车门数(个),5,4,5,4
车身结构_y,客车,客车,客车,客车
车身结构_x,客车,客车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-
车窗防夹手功能,-,-,-,-
车型名称,长安睿行M70 2019款 1.5L舒适型9座国VI平顶背掀门DAM15KL,长安睿行M70 2019款 1.5L舒适型6座国VI平顶背掀门DAM15KL,长安睿行M70 2019款 1.5L舒适型6座国VI平顶对开门DAM15KL,长安睿行M70 2019款 1.5L舒适型7座国VI平顶背掀门DAM15KL
车前雾灯,,,,
车内环境氛围灯,-,-,-,-
车内化妆镜,-,-,-,-
车内中控锁,●,●,●,●
车体结构,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-
行车电脑显示屏幕,-,-,-,-
行程(mm),-,-,-,-
蓝牙/车载电话,-,-,-,-
自适应远近光,-,-,-,-
自动驻车,-,-,-,-
自动头灯,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,-,-,-,-
缺气保用轮胎,-,-,-,-
缸盖材料,未知,未知,未知,未知
缸径(mm),-,-,-,-
缸体材料,未知,未知,未知,未知
级别,轻客,轻客,轻客,轻客
简称,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-
油箱容积(L),-,-,-,-
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),-,-,-,-
最小离地间隙(mm),-,-,-,-
最大马力(Ps),116,116,116,116
最大载重质量(kg),-,-,-,-
最大满载质量(kg),-,-,-,-
最大扭矩转速(rpm),-,-,-,-
最大扭矩(N·m)_y,150,150,150,150
最大扭矩(N·m)_x,150,150,150,150
最大功率转速(rpm),-,-,-,-
最大功率(kW)_y,85,85,85,85
最大功率(kW)_x,85,85,85,85
无钥匙进入功能,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,-,-,-,-
整备质量(kg),-,-,-,-
排量(mL),1498,1498,1498,1498
挡位个数,5,5,5,5
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
感应雨刷功能,-,-,-,-
座椅材质,,,,
座位数(个),9,6,6,7
并线辅助,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-
巡航系统,-,-,-,-
宽度(mm),1744,1744,1744,1744
安全带未系提醒,-,-,-,-
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,-,-,-,-
外后视镜功能,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),-,-,-,-
后轮胎规格,185 R14LT,185 R14LT,185 R14LT,185 R14LT
