Feature,1003548,1003549,1003550,1003551,1003552,1003553
高度(mm),1680,1680,1680,1680,1680,1680
驱动方式,前置后驱,前置后驱,前置后驱,前置四驱,前置四驱,前置四驱
长度(mm),5029,5029,5029,5029,5029,5029
长*宽*高(mm),5029×1690×1680,5029×1690×1680,5029×1690×1680,5029×1690×1680,5029×1690×1680,5029×1690×1680
铝合金轮圈,●,●,●,●,●,●
配气机构,未知,DOHC,DOHC,未知,DOHC,DOHC
遮阳板化妆镜,-,-,-,-,-,-
遥控钥匙,●,●,●,●,●,●
进气形式,自然吸气,涡轮增压,涡轮增压,自然吸气,涡轮增压,涡轮增压
轴距(mm),3025,3025,3025,3025,3025,3025
车门数(个),4,4,4,4,4,4
车载电视,-,-,-,-,-,-
车身结构_y,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身结构_x,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车型名称,五十铃皮卡 2015款 2.5L两驱4ZE3-MPI,五十铃皮卡 2015款 2.8T两驱4JB1CT,五十铃皮卡 2015款 3.0T两驱4KH1CT,五十铃皮卡 2015款 2.5L四驱4ZE3-MPI,五十铃皮卡 2015款 2.8T四驱4JB1CT,五十铃皮卡 2015款 3.0T四驱4KH1CT
车内中控锁,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1488×1470×447,1488×1470×447,1488×1470×447,1488×1470×447,1488×1470×447,1488×1470×447
行车电脑显示屏,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-
能源类型,汽油,柴油,柴油,汽油,柴油,柴油
缸盖材料,铝,铝,铝,铝,铝,铝
缸径(mm),-,-,-,-,-,-
缸体材料,铁,未知,未知,铁,未知,未知
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●
皮质方向盘,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-
环保标准_y,国IV,国IV,国IV,国IV,国IV,国IV
环保标准_x,国IV,国IV,国IV,国IV,国IV,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,92号,0号,0号,92号,0号,0号
燃料形式,汽油,柴油,柴油,汽油,柴油,柴油
温度分区控制,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-
最大马力(Ps),121,98,120,121,98,120
最大载重质量(kg),-,-,-,-,-,-
最大扭矩转速(rpm),2600,1800,1800,2600,1800,1800
最大扭矩(N·m)_y,203,220,280,203,220,280
最大扭矩(N·m)_x,203,220,280,203,220,280
最大功率转速(rpm),4600,3600,3400,4600,3600,3400
最大功率(kW)_y,89,72,88,89,72,88
最大功率(kW)_x,89,72,88,89,72,88
方向盘调节,-,-,-,-,-,-
整车质保,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-
排量(mL),2559,2771,2999,2559,2771,2999
挡位个数,5,5,5,5,5,5
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
座椅高低调节,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5
工信部综合油耗(L/100km),-,-,-,-,-,-
宽度(mm),1690,1690,1690,1690,1690,1690
定速巡航,-,-,-,-,-,-
安全带未系提示,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
多功能方向盘,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-
后轮胎规格,215/75 R15,215/75 R15,215/75 R15,235/75 R15,235/75 R15,235/75 R15
后视镜电动调节,●,●,●,●,●,●
后视镜加热,-,-,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-
发动机型号,4ZE3-MPI,4JB1CT,4KH1CT,4ZE3-MPI,4JB1CT,4KH1CT
发动机,2.5L 121马力 L4,2.8T 98马力 L4,3.0T 120马力 L4,2.5L 121马力 L4,2.8T 98马力 L4,3.0T 120马力 L4
压缩比,-,-,-,-,-,-
厂商指导价(元),9.28万,9.38万,9.98万,11.18万,11.28万,11.88万
厂商,庆铃汽车,庆铃汽车,庆铃汽车,庆铃汽车,庆铃汽车,庆铃汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前雾灯,●,●,●,●,●,●
前轮距(mm),-,-,-,-,-,-
前轮胎规格,215/75 R15,215/75 R15,215/75 R15,235/75 R15,235/75 R15,235/75 R15
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅加热,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-
全景天窗,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-
供油方式,多点电喷,直喷,直喷,多点电喷,直喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控台彩色大屏,○,○,○,○,○,○
上市时间,2015.10,2015.10,2015.10,2015.10,2015.10,2015.10
