Feature,67734,67735,69337,69346,69372
高度(mm),1680,1680,1680,1685,1680
驾驶辅助影像,,,,,
驾驶模式切换,,,,,
驻车制动类型,,,,,
驱动电机数,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,
风阻系数(Cd),-,-,-,-,-
陡坡缓降,●,●,●,●,●
长度(mm),4745,4745,4745,4745,4745
长*宽*高(mm),4745*1890*1680,4745*1890*1680,4745*1890*1680,4745*1890*1685,4745*1890*1680
钥匙类型,,,,,
配气机构,-,DOHC,DOHC,DOHC,-
道路交通标识识别,●,●,-,-,-
透明底盘/540度影像,●,●,●,-,●
远程启动功能,,,,,
远光灯光源,,,,,
进气形式,-,自然吸气,自然吸气,自然吸气,-
近光灯光源,,,,,
辅助驾驶等级,,,-,-,-
轴距(mm),2800,2800,2800,2800,2800
轮圈材质,,,,,
转向辅助灯,●,●,●,●,●
车顶行李架,●,●,●,●,●
车门数(个),,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,-,-,-
车道偏离预警系统,●,●,-,-,-
车道保持辅助系统,●,●,-,-,-
车载空气净化器,-,-,-,-,-
车载智能系统,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●
车联网,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●
车窗一键升降功能,,,,,
车型名称,五菱星光S 2024款 510km 旗舰型,五菱星光S 2024款 130km 旗舰型,五菱星光S 2024款 130km 领航型,五菱星光S 2024款 60km 进阶型,五菱星光S 2024款 510km 领航型
车前雾灯,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-
车内化妆镜,,,,,
车内中控锁,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,
语音连续识别,●,●,●,●,●
语音识别控制系统,,,,,
语音助手唤醒词,,,,,
语音分区域唤醒识别,,,,,
语音免唤醒词,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,-,-,-,-,-
自动驻车,●,●,●,●,●
自动头灯,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型_y,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,纯电动
能源类型_x,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,纯电动
胎压监测功能,,,,,
缸盖材料,-,铝合金,铝合金,铝合金,-
缸体材料,-,铸铁,铸铁,铸铁,-
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱
第二排座椅调节,,,,,
第二排座椅功能,,,,-,
空调温度控制方式,,,,,
离去角(°),22,22,22,22,22
百公里耗电量(kWh/100km),14,16.1,16.1,13,14
疲劳驾驶提示,-,-,-,-,-
电芯品牌,,,,,
电能当量燃料消耗量(L/100km),1.63,-,-,-,1.63
电池预加热,●,●,●,●,●
电池能量(kWh),60,20.5,20.5,9.5,60
电池类型,,,,,
电池特有技术,神炼电池2C,神炼电池,神炼电池,神炼电池,神炼电池2C
电池慢充电量范围(%)_y,20-100,20-100,20-100,20-100,20-100
电池慢充电量范围(%)_x,20-100,20-100,20-100,20-100,20-100
电池慢充时间(小时)_y,10,6.5,6.5,3.5,10
电池慢充时间(小时)_x,10,6.5,6.5,3.5,10
电池快充电量范围(%)_y,30-80,30-80,30-80,-,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,-,30-80
电池快充时间(小时)_y,0.33,0.5,0.5,-,0.33
电池快充时间(小时)_x,0.33,0.5,0.5,-,0.33
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总马力(Ps),204,204,204,204,204
电动机总扭矩(N·m),310,310,310,310,310
电动机总功率(kW),150,150,150,150,150
电动机(Ps),204,204,204,204,204
电动座椅记忆功能,-,-,-,-,-
电动后备厢位置记忆,●,●,○,-,○
电动后备厢,●,●,○,-,○
环保标准_y,-,国VI,国VI,国VI,-
环保标准_x,-,国VI,国VI,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,
油箱容积(L),-,53,53,53,-
气缸数(个),-,4,4,4,-
气缸排列形式,-,L,L,L,-
每缸气门数(个),-,4,4,4,-
最高车速(km/h),175,170,170,170,175
最大马力(Ps),204,106,106,106,204
最大满载质量(kg),2190,2200,2200,2090,2190
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,310,130,130,130,310
最大扭矩(N·m)_x,310,-,-,-,310
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,150,78,78,78,150
最大功率(kW)_x,150,-,-,-,150
最大净功率(kW),-,75,75,75,-
最低荷电状态油耗(L/100km)WLTC,-,5.09,5.09,4.98,-
最低荷电状态油耗(L/100km)NEDC,-,3.98,3.98,3.9,-
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘离手检测,●,●,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1780,1790,1745,1680,1735
摄像头数量,,,,,
推荐燃油标号,-,92号,92号,92号,-
接近角(°),18,18,18,18,18
排量(mL),-,1498,1498,1498,-
换挡形式,,,,,
挡位个数,1,无级变速,无级变速,无级变速,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,-,车左后侧
快充功能,支持,支持,支持,不支持,支持
快充功率(kW),120,24.6,24.6,-,120
座椅材质,,,,,
座位数(个),,,,,
并线辅助,-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,-,●
对外交流放电功率(kW),3.3,3.3,3.3,-,3.3
宽度(mm),1890,1890,1890,1890,1890
官方0-100km/h加速(s),7.7,7.9,7.9,7.9,7.7
安全带未系提醒,,,,,
天窗类型,,,-,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
后雨刷,●,●,●,●,●
后轮距(mm),1620,1620,1620,1620,1620
后轮胎规格,,,,,
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),610,610,610,610,610
后制动器类型,,,,,
可见即可说,●,●,●,●,●
变速箱类型,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱
变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱
发动机电子防盗,-,●,●,●,-
发动机特有技术,-,阿特金森循环,阿特金森循环,阿特金森循环,-
发动机布局,-,横置,横置,横置,-
发动机型号,-,LBG,LBG,LBG,-
发动机,-,1.5L 106马力 L4,1.5L 106马力 L4,1.5L 106马力 L4,-
厂商指导价(元),12.98万,11.98万,10.98万,9.98万,11.98万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1610,1610,1610,1610,1610
前轮胎规格,,,,,
前电动机最大扭矩(N·m),310,310,310,310,310
前电动机最大功率(kW),150,150,150,150,150
前电动机型号,TZ210XS2F0,TZ210XY5F0,TZ210XY5F0,TZ210XY5F0,TZ210XS2F0
前电动机品牌,柳州赛克,-,-,-,柳州赛克
前方碰撞预警,●,●,-,-,-
前方感知摄像头,,,-,-,-
前排座椅功能,,,,-,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
