Feature,1015947,1015948,1015949,1019393,1019394,1019395
高度(mm),2000,2590,2650,2000,2590,2650
驾驶辅助影像,,,,,,
驾驶模式切换,-,-,-,-,-,-
驻车制动类型,-,-,-,-,-,-
驱动电机数,单电机,单电机,单电机,单电机,单电机,单电机
驱动方式,,,,,,
风阻系数(Cd),-,-,-,-,-,-
陡坡缓降,-,-,-,-,-,-
长度(mm),5130,5130,5140,5130,5130,5140
长*宽*高(mm),5130*1730*2000,5130*1730*2590,5140*1730*2650,5130*1730*2000,5130*1730*2590,5140*1730*2650
钥匙类型,,,,,,
远光灯光源,,,,,,
近光灯光源,,,,,,
轴距(mm),3245,3245,3245,3245,3245,3245
轮圈材质,,,,,,
车门数(个),,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-
车身结构_y,货车,货车,货车,货车,货车,货车
车身结构_x,货车,货车,货车,货车,货车,货车
车身稳定控制(ESC/ESP/DSC等),-,-,-,-,-,-
车联网,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-
车型名称,鑫源T3L EV 2023款 栏板车41.86kWh,鑫源T3L EV 2023款 仓栅车41.86kWh,鑫源T3L EV 2023款 厢式货车41.86kWh,鑫源T3L EV 2024款 栏板车42.3kWh,鑫源T3L EV 2024款 仓栅车42.3kWh,鑫源T3L EV 2024款 厢式货车42.3kWh
车前雾灯,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),3050x1640x370,3050x1640x370,3040x1650x1700,3050x1640x370,3050x1640x370,3040x1650x1700
语音识别控制系统,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,○,○,○,○,○,○
自适应远近光,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-
级别,微卡,微卡,微卡,微卡,微卡,微卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
空调温度控制方式,,,,,,
疲劳驾驶提示,-,-,-,-,-,-
电芯品牌,,,,,,
电池能量(kWh),41.86,41.86,41.86,42.3,42.3,42.3
电池类型,,,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),82,82,82,82,82,82
电动机总功率(kW),60,60,60,60,60,60
电动机(Ps),82,82,82,82,82,82
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
满载最小离地间隙(mm),160,160,160,160,160,160
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-
最高车速(km/h),80,80,80,80,80,80
